,origem,FRASE,OBJ/SUBJ
199,"['O esquadrão de Sebastopol recua para Novorossiysk antes dos alemães e dos petlyurians, mas lá os marinheiros foram surpreendidos pelas exigências alemãs para a libertação dos navios.', '1', 'objetivo']","O esquadrão de Sebastopol recua para Novorossiysk antes dos alemães e dos petlyurians, mas lá os marinheiros foram surpreendidos pelas exigências alemãs para a libertação dos navios.",objetiva
200,"['O galpão no canto do seu jardim pode estar escondendo um tesouro?', '1', 'objetivo']",O galpão no canto do seu jardim pode estar escondendo um tesouro?,objetiva
201,"['Afinal, ela sente que o casamento deles não funciona há muito tempo e está pedindo o divórcio a Daniel.', '1', 'objetivo']","Afinal, ela sente que o casamento deles não funciona há muito tempo e está pedindo o divórcio a Daniel.",objetiva
202,"['Georgiana, Duquesa de Devonshire (1757–1806) foi uma figura notável na história inglesa.', '1', 'objetivo']","Georgiana, Duquesa de Devonshire (1757–1806) foi uma figura notável na história inglesa.",objetiva
203,"['Em uma entrevista aberta, Romy descreve seu complicado relacionamento com sua mãe, atriz e supostamente a favorita de Hitler, Magda, seu padrasto, que provavelmente a abusou sexualmente, mas também sobre atuação e seu grande desejo de sair da caixa ""eterna Sissi"".', '1', 'objetivo']","Em uma entrevista aberta, Romy descreve seu complicado relacionamento com sua mãe, atriz e supostamente a favorita de Hitler, Magda, seu padrasto, que provavelmente a abusou sexualmente, mas também sobre atuação e seu grande desejo de sair da caixa ""eterna Sissi"".",objetiva
204,"['Muitas vezes, a única opção é usar antibióticos fortes.', '1', 'objetivo']","Muitas vezes, a única opção é usar antibióticos fortes.",objetiva
205,"['Na França e na Bélgica, o filme enfrentou reações negativas.', '1', 'objetivo']","Na França e na Bélgica, o filme enfrentou reações negativas.",objetiva
206,"['A mãe, em particular, acredita que ele não é a pessoa certa para o filho.', '1', 'objetivo']","A mãe, em particular, acredita que ele não é a pessoa certa para o filho.",objetiva
207,"['Quando o medo surge de novo e de novo e você não pode se esconder dele, às vezes é mais fácil evitá-lo.', '1', 'objetivo']","Quando o medo surge de novo e de novo e você não pode se esconder dele, às vezes é mais fácil evitá-lo.",objetiva
208,"['A série de eventos que se seguem alimentam a curiosidade de Will a ponto de ele se sentir inseguro.', '1', 'objetivo']",A série de eventos que se seguem alimentam a curiosidade de Will a ponto de ele se sentir inseguro.,objetiva
209,"['Todos os homens dariam qualquer coisa para estar com a atraente Norah Larkin (Anne Baxter), mas ela espera pacientemente pelo retorno de seu grande amor - George, que está na Coréia como soldado.', '1', 'objetivo']","Todos os homens dariam qualquer coisa para estar com a atraente Norah Larkin (Anne Baxter), mas ela espera pacientemente pelo retorno de seu grande amor - George, que está na Coréia como soldado.",objetiva
210,"['Suas vidas se cruzam com a vida de outro herói, o dono da fábrica, Sr. Lam.', '1', 'objetivo']","Suas vidas se cruzam com a vida de outro herói, o dono da fábrica, Sr. Lam.",objetiva
211,"['Os diários de seu espólio, que se tornaram a base deste documentário, representam um dos testemunhos mais significativos e pungentes sobre a vida nas condições sufocantes do regime anterior.', '1', 'objetivo']","Os diários de seu espólio, que se tornaram a base deste documentário, representam um dos testemunhos mais significativos e pungentes sobre a vida nas condições sufocantes do regime anterior.",objetiva
212,"['Eles até conseguem levar a carga original, ópio destinado a fins científicos, mas os piratas se apossam de várias mulheres da tripulação russa.', '1', 'objetivo']","Eles até conseguem levar a carga original, ópio destinado a fins científicos, mas os piratas se apossam de várias mulheres da tripulação russa.",objetiva
213,"['O design de desenho animado, incluindo maias coloridas e galinhas dançantes, evoca uma maravilhosa atmosfera ensolarada de primavera.', '1', 'objetivo']","O design de desenho animado, incluindo maias coloridas e galinhas dançantes, evoca uma maravilhosa atmosfera ensolarada de primavera.",objetiva
214,"['Uma família pobre vive em um pequeno apartamento em uma casa velha e se depara com a escolha de pagar várias vezes o aluguel ou mudar-se.', '1', 'objetivo']",Uma família pobre vive em um pequeno apartamento em uma casa velha e se depara com a escolha de pagar várias vezes o aluguel ou mudar-se.,objetiva
215,"['A polícia logo descobre que sua primeira esposa também morreu em circunstâncias misteriosas.', '1', 'objetivo']",A polícia logo descobre que sua primeira esposa também morreu em circunstâncias misteriosas.,objetiva
216,"['Kate está disposta a ajudá-lo a princípio, mas nenhum dos dois sabe que, além de Nick e Kate, outro convidado chegou ao pub alemão, ainda escondido na bagagem do menino.', '1', 'objetivo']","Kate está disposta a ajudá-lo a princípio, mas nenhum dos dois sabe que, além de Nick e Kate, outro convidado chegou ao pub alemão, ainda escondido na bagagem do menino.",objetiva
217,"['O próprio Bowie acrescentou ao clipe que a inspiração foi a necessidade moderna de vida espiritual, que, no entanto, não pode ser atendida pelas religiões clássicas.', '1', 'objetivo']","O próprio Bowie acrescentou ao clipe que a inspiração foi a necessidade moderna de vida espiritual, que, no entanto, não pode ser atendida pelas religiões clássicas.",objetiva
218,"['O fracasso não apenas ameaçará a carreira do próprio Byrde, mas a segurança de toda a sua família.', '1', 'objetivo']","O fracasso não apenas ameaçará a carreira do próprio Byrde, mas a segurança de toda a sua família.",objetiva
219,"['A caminho da Califórnia, o ex-xerife e famoso pistoleiro Griff (Barry Sullivan) se envolve no ferimento da dominadora rancheira Jessica Drummond (Barbara Stanwycková) e seus quarenta homens armados na cidade de Dodge.', '1', 'objetivo']","A caminho da Califórnia, o ex-xerife e famoso pistoleiro Griff (Barry Sullivan) se envolve no ferimento da dominadora rancheira Jessica Drummond (Barbara Stanwycková) e seus quarenta homens armados na cidade de Dodge.",objetiva
220,"['Sua rota leva através de um sertão após o outro.', '1', 'objetivo']",Sua rota leva através de um sertão após o outro.,objetiva
221,"['Gilgamesh tornou-se o rei de toda Uruk e parecia que nada poderia ameaçar a paz de seu reino.', '1', 'objetivo']",Gilgamesh tornou-se o rei de toda Uruk e parecia que nada poderia ameaçar a paz de seu reino.,objetiva
222,"['Quando sobrecarregado com redes sociais, conectividade constante e uma enxurrada de informações, é difícil focar na vida interior.', '1', 'objetivo']","Quando sobrecarregado com redes sociais, conectividade constante e uma enxurrada de informações, é difícil focar na vida interior.",objetiva
223,"['Existem poucas figuras na história do século XX tão controversas quanto o imperador japonês Hirohito.', '1', 'objetivo']",Existem poucas figuras na história do século XX tão controversas quanto o imperador japonês Hirohito.,objetiva
224,"['Lisa Spinelli (Maggie Gyllenhaal), de quarenta anos, vive uma vida chata e cinzenta nos subúrbios de Nova York.', '1', 'objetivo']","Lisa Spinelli (Maggie Gyllenhaal), de quarenta anos, vive uma vida chata e cinzenta nos subúrbios de Nova York.",objetiva
225,"['O filme rendeu a Jack Lemmon um Globo de Ouro e foi homenageado com outras cinco indicações (melhor comédia/musical, roteiro, direção e performances de Juliet Mills e Clive Revill).', '1', 'objetivo']","O filme rendeu a Jack Lemmon um Globo de Ouro e foi homenageado com outras cinco indicações (melhor comédia/musical, roteiro, direção e performances de Juliet Mills e Clive Revill).",objetiva
226,"['Um filme de aventura sobre bravos rapazes da taiga que, apesar dos obstáculos, procuram uma mina de cobre abandonada para se juntarem à luta contra um pretendente ilegal a esta mina - o caçador Anikin.', '1', 'objetivo']","Um filme de aventura sobre bravos rapazes da taiga que, apesar dos obstáculos, procuram uma mina de cobre abandonada para se juntarem à luta contra um pretendente ilegal a esta mina - o caçador Anikin.",objetiva
227,"['Amazon 1850 - piratas encontraram e enterraram um tesouro, eles foram seguidos por um papagaio que aparece anos depois na família de Sam, de quinze anos.', '1', 'objetivo']","Amazon 1850 - piratas encontraram e enterraram um tesouro, eles foram seguidos por um papagaio que aparece anos depois na família de Sam, de quinze anos.",objetiva
228,"['Dona e seus filhos preferem fugir de Londres para a propriedade da família Navron, no condado de Cornwall.', '1', 'objetivo']","Dona e seus filhos preferem fugir de Londres para a propriedade da família Navron, no condado de Cornwall.",objetiva
229,"['Titta, de cinquenta anos, leva uma vida extremamente chata, extremamente rotineira e extremamente sem vida em um hotel suíço não especificado.', '1', 'objetivo']","Titta, de cinquenta anos, leva uma vida extremamente chata, extremamente rotineira e extremamente sem vida em um hotel suíço não especificado.",objetiva
230,"['O tema principal é a relação entre o druida Allar e Kegan, um órfão cuja mãe é morta por bandidos.', '1', 'objetivo']","O tema principal é a relação entre o druida Allar e Kegan, um órfão cuja mãe é morta por bandidos.",objetiva
231,"['East No. 6 é seu primeiro longa-metragem.', '1', 'objetivo']",East No. 6 é seu primeiro longa-metragem.,objetiva
232,"['Um dia, ela lhe conta uma lenda sobre um antigo cajado do templo que já pertencia a seu avô.', '1', 'objetivo']","Um dia, ela lhe conta uma lenda sobre um antigo cajado do templo que já pertencia a seu avô.",objetiva
233,"['O papel do detetive é assumido pelo observador e inteligente, mas também tímido e excêntrico estudante Jagga, que supera seus problemas de gagueira cantando.', '1', 'objetivo']","O papel do detetive é assumido pelo observador e inteligente, mas também tímido e excêntrico estudante Jagga, que supera seus problemas de gagueira cantando.",objetiva
234,"['E não é diferente desta vez, quando atinge a Terra com uma força enorme.', '1', 'objetivo']","E não é diferente desta vez, quando atinge a Terra com uma força enorme.",objetiva
235,"['Os problemas estão apenas começando e parece que o fim do mundo vai acontecer e a morte não está longe...', '1', 'objetivo']",Os problemas estão apenas começando e parece que o fim do mundo vai acontecer e a morte não está longe...,objetiva
236,"['Uma história sobre amor e ciúmes e as armadilhas da vida no circo na primeira metade do século passado.', '1', 'objetivo']",Uma história sobre amor e ciúmes e as armadilhas da vida no circo na primeira metade do século passado.,objetiva
237,"['Tanto na Boêmia quanto na vizinha Baviera, essa tradição foi negligenciada e deixada de lado.', '1', 'objetivo']","Tanto na Boêmia quanto na vizinha Baviera, essa tradição foi negligenciada e deixada de lado.",objetiva
238,"['Além disso, o filho do prefeito Yodchai também está interessado em Sroi.', '1', 'objetivo']","Além disso, o filho do prefeito Yodchai também está interessado em Sroi.",objetiva
239,"['No entanto, a alocação de terras não atrai apenas os colonos, eles também são seguidos por pequenos fraudadores e várias quadrilhas de ladrões e ladrões de gado que querem lucrar facilmente com a situação de ausência temporária de policiais.', '1', 'objetivo']","No entanto, a alocação de terras não atrai apenas os colonos, eles também são seguidos por pequenos fraudadores e várias quadrilhas de ladrões e ladrões de gado que querem lucrar facilmente com a situação de ausência temporária de policiais.",objetiva
240,"['Em 16 de janeiro de 1969, Jan Palach, um estudante de 21 anos da Faculdade de Filosofia da Universidade Charles, encharcou-se com gasolina e incendiou-se na Praça Venceslau de Praga.', '1', 'objetivo']","Em 16 de janeiro de 1969, Jan Palach, um estudante de 21 anos da Faculdade de Filosofia da Universidade Charles, encharcou-se com gasolina e incendiou-se na Praça Venceslau de Praga.",objetiva
241,"['Embora no oeste Hong Kong seja inerentemente associado a filmes de ação e thrillers de ação, o mais popular no mercado interno são as comédias cantonesas, que contam com piadas burlescas estridentes, performances chamativas e humor verbal baseado nas especificidades do idioma.', '1', 'objetivo']","Embora no oeste Hong Kong seja inerentemente associado a filmes de ação e thrillers de ação, o mais popular no mercado interno são as comédias cantonesas, que contam com piadas burlescas estridentes, performances chamativas e humor verbal baseado nas especificidades do idioma.",objetiva
242,"['Max consegue fazer de Franz Ferdinand uma estrela política.', '1', 'objetivo']",Max consegue fazer de Franz Ferdinand uma estrela política.,objetiva
243,"['A Easy pulou na onda da qual não há como escapar.', '1', 'objetivo']",A Easy pulou na onda da qual não há como escapar.,objetiva
244,"['Bolkovacová arriscou não apenas seu emprego, mas também sua segurança pessoal quando decidiu esclarecer um escândalo de tráfico de crianças e tráfico humano envolvendo empreiteiros militares dos EUA e forças de paz da ONU.', '1', 'objetivo']","Bolkovacová arriscou não apenas seu emprego, mas também sua segurança pessoal quando decidiu esclarecer um escândalo de tráfico de crianças e tráfico humano envolvendo empreiteiros militares dos EUA e forças de paz da ONU.",objetiva
245,"['Ela volta da África, onde estudou, casou e deu à luz um filho, Jérémie.', '1', 'objetivo']","Ela volta da África, onde estudou, casou e deu à luz um filho, Jérémie.",objetiva
246,"['Você quer olhar para a vida das pessoas que lutam contra doenças que são encontradas apenas em alguns indivíduos no mundo?', '1', 'objetivo']",Você quer olhar para a vida das pessoas que lutam contra doenças que são encontradas apenas em alguns indivíduos no mundo?,objetiva
247,"['Você certamente vai se divertir com o engraçado Billy Crystal e o verdadeiro jogador de basquete Gheorge Muresan.', '1', 'objetivo']",Você certamente vai se divertir com o engraçado Billy Crystal e o verdadeiro jogador de basquete Gheorge Muresan.,objetiva
248,"['Arquivos cinematográficos da época em que o esporte se tornou uma ferramenta política.', '1', 'objetivo']",Arquivos cinematográficos da época em que o esporte se tornou uma ferramenta política.,objetiva
249,"['Percy deve, portanto, se preparar para a aventura mais desafiadora de sua vida, e as cartas não poderiam ser mais desfavoráveis \u200b\u200bpara ele.', '1', 'objetivo']","Percy deve, portanto, se preparar para a aventura mais desafiadora de sua vida, e as cartas não poderiam ser mais desfavoráveis ​​para ele.",objetiva
250,"['Seu casamento está em crise novamente e eles acabam na cama juntos.', '1', 'objetivo']",Seu casamento está em crise novamente e eles acabam na cama juntos.,objetiva
251,"['Os filmes individuais são de autoria, mas são criados em uma colaboração criativa que lhes confere características unificadoras.', '1', 'objetivo']","Os filmes individuais são de autoria, mas são criados em uma colaboração criativa que lhes confere características unificadoras.",objetiva
252,"['Para Nick, fazer sexo durante o sono é um bônus, mas ele lentamente começa a perceber as possíveis consequências.', '1', 'objetivo']","Para Nick, fazer sexo durante o sono é um bônus, mas ele lentamente começa a perceber as possíveis consequências.",objetiva
253,"['Durante a viagem, eles consumiram 2.500 litros de gasolina, filmaram 360 horas, fizeram talvez um milhão de pequenos reparos e sofreram duas crises de malária.', '1', 'objetivo']","Durante a viagem, eles consumiram 2.500 litros de gasolina, filmaram 360 horas, fizeram talvez um milhão de pequenos reparos e sofreram duas crises de malária.",objetiva
254,"['Isso também se aplica à garota ""muda"" do quintal vizinho, Millie, com cuja mãe Dawn (Radha Mitchell), Henry conseguiu se aproximar.', '1', 'objetivo']","Isso também se aplica à garota ""muda"" do quintal vizinho, Millie, com cuja mãe Dawn (Radha Mitchell), Henry conseguiu se aproximar.",objetiva
255,"['“Tenho certeza de que o filme será relevante para outros países além da França porque pode ser comparado à situação atual do Iraque.', '1', 'objetivo']",“Tenho certeza de que o filme será relevante para outros países além da França porque pode ser comparado à situação atual do Iraque.,objetiva
256,"['Só então, acredita Taylor, ele poderá recomeçar e deixar suas memórias em outro lugar.', '1', 'objetivo']","Só então, acredita Taylor, ele poderá recomeçar e deixar suas memórias em outro lugar.",objetiva
257,"['O filme também é especial porque veremos El Santa SEM A MÁSCARA.', '1', 'objetivo']",O filme também é especial porque veremos El Santa SEM A MÁSCARA.,objetiva
258,"['Cineastas chegam à cidade para filmar uma adaptação cinematográfica e os eventos de repente pioram.', '1', 'objetivo']",Cineastas chegam à cidade para filmar uma adaptação cinematográfica e os eventos de repente pioram.,objetiva
259,"['O que, claro, sai pela culatra e inicia outro monte de situações engraçadas.', '1', 'objetivo']","O que, claro, sai pela culatra e inicia outro monte de situações engraçadas.",objetiva
260,"['Especialmente quando sua esposa sabia de sua existência.', '1', 'objetivo']",Especialmente quando sua esposa sabia de sua existência.,objetiva
261,"['No entanto, o passado secreto de Eva vem inesperadamente.', '1', 'objetivo']","No entanto, o passado secreto de Eva vem inesperadamente.",objetiva
262,"['Filho de um rico comerciante cantonês, So Chan é um jovem nobre.', '1', 'objetivo']","Filho de um rico comerciante cantonês, So Chan é um jovem nobre.",objetiva
263,"['Mas e se essas criaturas míticas fossem reais?', '1', 'objetivo']",Mas e se essas criaturas míticas fossem reais?,objetiva
264,"['Um filme único sobre a vida dos esquilos persas em todas as estações sem uma única palavra de comentário.', '1', 'objetivo']",Um filme único sobre a vida dos esquilos persas em todas as estações sem uma única palavra de comentário.,objetiva
265,"['O personagem principal do horror da televisão americana é um padre católico que é enviado pelo Vaticano para investigar dois casos de suposta Imaculada Conceição antes que os servos de Satanás possam detê-lo.', '1', 'objetivo']",O personagem principal do horror da televisão americana é um padre católico que é enviado pelo Vaticano para investigar dois casos de suposta Imaculada Conceição antes que os servos de Satanás possam detê-lo.,objetiva
266,"['E com ela seu senso infalível de bons negócios.', '1', 'objetivo']",E com ela seu senso infalível de bons negócios.,objetiva
267,"['No dia seguinte, o inspetor sai com sua equipe para assassinar, e o morto é conhecido deles desde a visita daquela noite.', '1', 'objetivo']","No dia seguinte, o inspetor sai com sua equipe para assassinar, e o morto é conhecido deles desde a visita daquela noite.",objetiva
268,"['Sky (Leonore von Berg) faz aniversário hoje.', '1', 'objetivo']",Sky (Leonore von Berg) faz aniversário hoje.,objetiva
269,"['As capacidades são limitadas e, mesmo que a equipe dê o seu melhor, nem sempre consegue atender a todos.', '1', 'objetivo']","As capacidades são limitadas e, mesmo que a equipe dê o seu melhor, nem sempre consegue atender a todos.",objetiva
270,"['Porque eles se recusam, eles estão trancados em uma gaiola.', '1', 'objetivo']","Porque eles se recusam, eles estão trancados em uma gaiola.",objetiva
271,"['O fim do poderoso Império Han está próximo.', '1', 'objetivo']",O fim do poderoso Império Han está próximo.,objetiva
272,"['Nenhum deles sabe que Ronnie está de volta...', '1', 'objetivo']",Nenhum deles sabe que Ronnie está de volta...,objetiva
273,"['Nesse momento, Rachel decide parar de beber álcool e deve descobrir o que ela fez.', '1', 'objetivo']","Nesse momento, Rachel decide parar de beber álcool e deve descobrir o que ela fez.",objetiva
274,"['Apenas com suas memórias de uma vida rica e tempestuosa.', '1', 'objetivo']",Apenas com suas memórias de uma vida rica e tempestuosa.,objetiva
275,"['A amante de Ristolo, Ana (Teresa Gimpera), não aceita sua morte e não para de procurá-lo.', '1', 'objetivo']","A amante de Ristolo, Ana (Teresa Gimpera), não aceita sua morte e não para de procurá-lo.",objetiva
276,"['Ela fez filmes como Gepard ou Era Uma Vez no Oeste em uma época em que o mundo não tinha ideia de sua situação.', '1', 'objetivo']",Ela fez filmes como Gepard ou Era Uma Vez no Oeste em uma época em que o mundo não tinha ideia de sua situação.,objetiva
277,"['Marty está animado, Alex está com medo e com raiva, Melman está em pânico com as condições sanitárias aqui e Gloria ainda espera que alguém volte para buscá-los.', '1', 'objetivo']","Marty está animado, Alex está com medo e com raiva, Melman está em pânico com as condições sanitárias aqui e Gloria ainda espera que alguém volte para buscá-los.",objetiva
278,"['Bibi Blocksberg é uma garota com poderes especiais: ela é uma bruxa.', '1', 'objetivo']",Bibi Blocksberg é uma garota com poderes especiais: ela é uma bruxa.,objetiva
279,"['Ele mora com seu irmão mais novo Young-su (Hae-joon Park) e o ajuda no restaurante da família.', '1', 'objetivo']",Ele mora com seu irmão mais novo Young-su (Hae-joon Park) e o ajuda no restaurante da família.,objetiva
280,"['Os bandidos o estão torturando, e Lugo está convencido de que eles forçarão Kershaw a entregar sua propriedade a seus algozes.', '1', 'objetivo']","Os bandidos o estão torturando, e Lugo está convencido de que eles forçarão Kershaw a entregar sua propriedade a seus algozes.",objetiva
281,"['Mais tarde, Memol conhece um garoto de 15 anos, Oscar, que veio ao campo para pesquisar.', '1', 'objetivo']","Mais tarde, Memol conhece um garoto de 15 anos, Oscar, que veio ao campo para pesquisar.",objetiva
282,"['Temos visto idiossincrasias semelhantes por várias décadas na televisão e em livros best-sellers, como o Guinness Book of Records.', '1', 'objetivo']","Temos visto idiossincrasias semelhantes por várias décadas na televisão e em livros best-sellers, como o Guinness Book of Records.",objetiva
283,"['Agora eles estão planejando umas tão esperadas férias juntos na Andaluzia.', '1', 'objetivo']",Agora eles estão planejando umas tão esperadas férias juntos na Andaluzia.,objetiva
284,"['As pistas levam a um suspeito com um passado sombrio.', '1', 'objetivo']",As pistas levam a um suspeito com um passado sombrio.,objetiva
285,"['Um padre viaja para ver seu amigo do seminário que deixou o sacerdócio.', '1', 'objetivo']",Um padre viaja para ver seu amigo do seminário que deixou o sacerdócio.,objetiva
286,"['Miloš Kratochvíl, um experiente autor de literatura infantil, é autor de histórias incríveis e originais de Halounské les, onde o bondoso feiticeiro Honzula vive no Klouzká pasek ajudando os animais.', '1', 'objetivo']","Miloš Kratochvíl, um experiente autor de literatura infantil, é autor de histórias incríveis e originais de Halounské les, onde o bondoso feiticeiro Honzula vive no Klouzká pasek ajudando os animais.",objetiva
287,"['O detetive Santoro não é nenhum santo.', '1', 'objetivo']",O detetive Santoro não é nenhum santo.,objetiva
288,"['No final, porém, um evento dramático permite que ele assuma o controle de sua própria vida...', '1', 'objetivo']","No final, porém, um evento dramático permite que ele assuma o controle de sua própria vida...",objetiva
289,"['A privacidade torna-se o tema principal de todas as cartas.', '1', 'objetivo']",A privacidade torna-se o tema principal de todas as cartas.,objetiva
290,"['A história de um menino, Julius, que retorna ao seu castelo natal nas margens do rio Ottawa após seus estudos.', '1', 'objetivo']","A história de um menino, Julius, que retorna ao seu castelo natal nas margens do rio Ottawa após seus estudos.",objetiva
291,"['A paciente está vendo um massoterapeuta e, enquanto isso, sua filha mais velha perde a irmã mais nova de quem ela está cuidando no parque.', '1', 'objetivo']","A paciente está vendo um massoterapeuta e, enquanto isso, sua filha mais velha perde a irmã mais nova de quem ela está cuidando no parque.",objetiva
292,"[' Jiří Mádl então julga que Vejška vai um passo além em comparação com Gympl: É mais duro, mais realista e, em alguns aspectos, mais cômico.', '1', 'objetivo']"," Jiří Mádl então julga que Vejška vai um passo além em comparação com Gympl: É mais duro, mais realista e, em alguns aspectos, mais cômico.",objetiva
293,"['Quatro milênios atrás, ele foi uma das primeiras pessoas a habitar a parte ártica do Novo Mundo.', '1', 'objetivo']","Quatro milênios atrás, ele foi uma das primeiras pessoas a habitar a parte ártica do Novo Mundo.",objetiva
294,"['Um dia, Felix entrou na cidade com uma espingarda e um grande maço de dinheiro.', '1', 'objetivo']","Um dia, Felix entrou na cidade com uma espingarda e um grande maço de dinheiro.",objetiva
295,"['Uma jornada de autodescoberta o espera tão distante da vida de seu pai, Sye Sweet.', '1', 'objetivo']","Uma jornada de autodescoberta o espera tão distante da vida de seu pai, Sye Sweet.",objetiva
296,"['Os membros da unidade encontram-se isolados e têm de encontrar outro caminho.', '1', 'objetivo']",Os membros da unidade encontram-se isolados e têm de encontrar outro caminho.,objetiva
297,"['Monster é o projeto da autora da atriz, comediante e roteirista Phoebe Waller-Bridge (1985), cuja versão televisiva foi precedida por uma peça homônima, apresentada em 2013 no famoso festival Fringe em Edimburgo, Escócia, onde ganhou o prestigioso prêmio Fringe First.', '1', 'objetivo']","Monster é o projeto da autora da atriz, comediante e roteirista Phoebe Waller-Bridge (1985), cuja versão televisiva foi precedida por uma peça homônima, apresentada em 2013 no famoso festival Fringe em Edimburgo, Escócia, onde ganhou o prestigioso prêmio Fringe First.",objetiva
298,"['De mau humor, ciente de uma oportunidade perdida, ele vai ao show, sem saber que surpresa o escavador com quem ele lutou ferozmente pelo estacionamento irá preparar para ele.', '1', 'objetivo']","De mau humor, ciente de uma oportunidade perdida, ele vai ao show, sem saber que surpresa o escavador com quem ele lutou ferozmente pelo estacionamento irá preparar para ele.",objetiva
299,"['Graças a um encontro casual, Rosa e Meral conseguem um novo contrato para organizar um casamento, embora Lars e Amelia queiram um casamento bem pequeno.', '1', 'objetivo']","Graças a um encontro casual, Rosa e Meral conseguem um novo contrato para organizar um casamento, embora Lars e Amelia queiram um casamento bem pequeno.",objetiva
300,"['Mal sabe Leon que esse encontro mudará sua vida além do reconhecimento, pois ele é jogado em um vórtice de assassinato e coerção.', '1', 'objetivo']","Mal sabe Leon que esse encontro mudará sua vida além do reconhecimento, pois ele é jogado em um vórtice de assassinato e coerção.",objetiva
301,"['A equipe masculina de lacrosse chegou à República Tcheca pela primeira vez e viajou com passaportes iroqueses.', '1', 'objetivo']",A equipe masculina de lacrosse chegou à República Tcheca pela primeira vez e viajou com passaportes iroqueses.,objetiva
302,"['Suas reminiscências nos trazem não apenas seu início como ator, mas também sua estada nos EUA, ou os vários trabalhos que Kovářík passou.', '1', 'objetivo']","Suas reminiscências nos trazem não apenas seu início como ator, mas também sua estada nos EUA, ou os vários trabalhos que Kovářík passou.",objetiva
303,"['No entanto, há muito mais segredos e empregos escondidos na selva escura do que uma esposa sequestrada.', '1', 'objetivo']","No entanto, há muito mais segredos e empregos escondidos na selva escura do que uma esposa sequestrada.",objetiva
304,"['Em 1976, ela escolheu o conto de Émil Zola ""For One Night of Love"", que ela modificou ligeiramente para o cenário espanhol.', '1', 'objetivo']","Em 1976, ela escolheu o conto de Émil Zola ""For One Night of Love"", que ela modificou ligeiramente para o cenário espanhol.",objetiva
305,"['Existe hoje a Ilha Jeju ao largo da Coreia do Sul.', '1', 'objetivo']",Existe hoje a Ilha Jeju ao largo da Coreia do Sul.,objetiva
306,"['Uma guerra irrompe entre os dois grupos.', '1', 'objetivo']",Uma guerra irrompe entre os dois grupos.,objetiva
307,"['A busca traz novas pessoas para sua vida - os amigos de seu pai, uma prima e o namorado dela - por meio das quais ele se aproxima do pai recém-descoberto.', '1', 'objetivo']","A busca traz novas pessoas para sua vida - os amigos de seu pai, uma prima e o namorado dela - por meio das quais ele se aproxima do pai recém-descoberto.",objetiva
308,"['Seu trabalho é supervisionar a aplicação da lei rural nas Ilhas Magdalen (Quebec), o que é irônico porque ele tem muito medo de água e até mesmo as aulas de natação que ele tenta superar sua fobia não ajudam.', '1', 'objetivo']","Seu trabalho é supervisionar a aplicação da lei rural nas Ilhas Magdalen (Quebec), o que é irônico porque ele tem muito medo de água e até mesmo as aulas de natação que ele tenta superar sua fobia não ajudam.",objetiva
309,"['O ditafone torna-se uma ferramenta para aprender sobre o mundo, e não só...', '1', 'objetivo']","O ditafone torna-se uma ferramenta para aprender sobre o mundo, e não só...",objetiva
310,"['No barco para a Tailândia, onde Kyoji pretende se esconder, ele encontra a misteriosa e bela Noi, que imediatamente chama sua atenção.', '1', 'objetivo']","No barco para a Tailândia, onde Kyoji pretende se esconder, ele encontra a misteriosa e bela Noi, que imediatamente chama sua atenção.",objetiva
311,"['Depois que uma família é forçada a se mudar para um novo apartamento devido à saúde de seu filho, coisas estranhas e sobrenaturais começam a acontecer em sua nova casa.', '1', 'objetivo']","Depois que uma família é forçada a se mudar para um novo apartamento devido à saúde de seu filho, coisas estranhas e sobrenaturais começam a acontecer em sua nova casa.",objetiva
312,"['Noor é libertada como uma mulher britânica, mas Majid é detido para ""interrogatório"".', '1', 'objetivo']","Noor é libertada como uma mulher britânica, mas Majid é detido para ""interrogatório"".",objetiva
313,"['Lá, a Condessa Charlotte (Liselette Pulver) sobrevive com seus parentes em necessidade financeira.', '1', 'objetivo']","Lá, a Condessa Charlotte (Liselette Pulver) sobrevive com seus parentes em necessidade financeira.",objetiva
314,"['Os documentos da série Tesouro do Futuro foram criados por ocasião do centenário da fundação da Universidade da Islândia e apresentam suas pesquisas científicas.', '1', 'objetivo']",Os documentos da série Tesouro do Futuro foram criados por ocasião do centenário da fundação da Universidade da Islândia e apresentam suas pesquisas científicas.,objetiva
315,"['Um documentário sobre a realização de um filme de guerra sobre uma tripulação de tanques americanos durante a campanha alemã, estrelado por Brad Pitt.', '1', 'objetivo']","Um documentário sobre a realização de um filme de guerra sobre uma tripulação de tanques americanos durante a campanha alemã, estrelado por Brad Pitt.",objetiva
316,"['O primeiro passo nessa direção é uma equipe de soldados de elite liderada por Marcus Poynt, que tem a tarefa de libertar Sera e neutralizar Spencer, que está tentando forçar a mulher a desenvolver um antídoto para ele.', '1', 'objetivo']","O primeiro passo nessa direção é uma equipe de soldados de elite liderada por Marcus Poynt, que tem a tarefa de libertar Sera e neutralizar Spencer, que está tentando forçar a mulher a desenvolver um antídoto para ele.",objetiva
317,"['A história e o anel se tornam o método testado e comprovado de Danny para pegar uma garota.', '1', 'objetivo']",A história e o anel se tornam o método testado e comprovado de Danny para pegar uma garota.,objetiva
318,"['Rumores sobre Macoš um pouco diferente ...', '1', 'objetivo']",Rumores sobre Macoš um pouco diferente ...,objetiva
