,FINAL,FRASE,Unnamed: 2,OBJ/SUBJ
459,0,quero um notebook de presente no meu aniversario da Dell pq o meu net não ta ajudando mais,,objetiva
460,0,Gostei de um vídeo @YouTube http://youtu.be/FyvXa7h26Fo?aUnboxing … - notebook dell inpiron 14,,objetiva
461,0,Gostei de um vídeo do @YouTube http://youtu.be/1oKj38N0fPY?a  Notebook Dell XPS 13 [Análise] - TecMundo,,objetiva
462,-1,e esse notebook dell xps 13 que é tipo um macbook com windows ein,,subjetiva
463,0,Notebook Dell XPS 13 [Análise] - TecMundo https://youtu.be/1oKj38N0fPY  via @YouTube,,objetiva
464,0,Mãe talvez vai segunda comprar meu notebook da Dell *-*,,objetiva
465,-1,Notebook Dell continua dando defeito: http://youtu.be/02w_F1pcByE?a  via @YouTube,,subjetiva
466,-1,"a Dell me deu 1 ano de Kaspersky grátis em CD por ter comprado um notebook, que não tem drive de CD :\",,subjetiva
467,0,Alguém quer me dar um carregador de notebook Dell de presente?,,objetiva
468,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
469,0,Algum de vocês/vocês conhecem não querem comprar um notebook Dell? :D,,objetiva
470,1,"MEU FILHO NAO MORREU, SENHOR AMADO FORAM 900 CONTO ECONOMIZADOS NESSE MES DE JULHO, OBRIGADA DELL POR NAO FAZER UM NOTEBOOK TAO PORCARIA",,subjetiva
471,0,"Dell Inspiron 14 série 3000 Intel Core i3-4005U 1.7 GHz 4096 MB 1024 GB A partir de R$ 1.499,00 http://goo.gl/a0HZkr",,objetiva
472,0,Desfrute de um dia a dia mais prático com o Notebook Dell Inspiron 15 5548-b20.  Link permanente da imagem incorporada 0 retweet 1 curtiu Responder   Retweetar    Curtir  1,,objetiva
473,0,DELL Latitude E6410 14.1 Notebook @ http://newegg.com  http://goo.gl/fb/TvSxcp,,objetiva
474,0,"comprei o pc, é um notebook da dell, mas so vai chegar amanhã '-' 1 retweet 0 curtiu Responder   Retweetar  1   Curtir",,objetiva
475,0,"Dell Latitude E4200 12.1"" Notebook …http://great-buy-wholesale-super-reviews.newoffers.info/buy/01/?query=400959488317 …  Link permanente da imagem incorporada",,objetiva
476,0,Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,,objetiva
477,-2,Meu notebook é tão recente que a Dell não tá achando a etiqueta de serviço,,subjetiva
478,-1,"@GordoGeek Caso parecido com a Dell e a frente do leitor de DVD do notebook. Queriam que enviasse pra lá, pagando preço de um drive completo",,subjetiva
479,0,Notebook Dell Inspiron 3442-Abaixei o preço http://fb.me/6W0QcA3Zc,,objetiva
480,1,Aff preciso MT de um notebook @Dell ajuda nois aí,,subjetiva
481,0,Original Genuine OEM Dell 65W Slim Power AC Adapter for Vostro 3350/UMA Notebook http://good-looking-grand-deal.buy2day.info/buy/01/?query=191635229413 …  Link permanente da imagem incorporada,,objetiva
482,1,"agora que meu notebook, pediu carga, 6h na bateria dell sua linda.",,subjetiva
483,0,Vale apena conferir-Notebook Dell Inspiron 3442-Abaixei o preço http://fb.me/4sC6IOzUn,,objetiva
484,0,Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,,objetiva
485,0,Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada,,objetiva
486,0,"Dell Latitude E5500 15.4"" Notebook No OS,  Intel Core2Duo 2.26GHz 2GB 0823 L45 …http://sumptuous-extravagant-item.buy2day.info/buy/01/?query=121705892683 …  Link permanente da imagem incorporada",,objetiva
487,-2,"Fui comprar uma mochila de notebook, a menina me mostrou uma da Dell, perguntei se não daria incompatibilidade com o HP e ela não soube",,subjetiva
488,-1,Notebook da Dell é fuleirão,,subjetiva
489,0,Notebook Dell i7 - 8GB - 1TB - 2GB dedicada - W8 - Prateado... http://fb.me/4i7YPwXhF,,objetiva
490,-1,"Defeito LCD Notebook Dell Inspiron 14R (5437, Mid 2013) - Defective Dell Notebook (Jul2015): http://youtu.be/K8VHUKr2TFY?a  via @YouTube",,subjetiva
491,-1,"2 anos após ter comprado o notebook, eu encontrei a entrada pra cartão de memória. Culpa da Dell.",,subjetiva
492,-1,"Nao sei se é a @Dell  ou se é o @Windows  8 , mas meu notebook atualizou e simplesmente não liga",,subjetiva
493,0,ces manjam algum lugar pra comprar notebook aqui que nao seja a dell?,,objetiva
494,1,"@renatadiem Eu tenho um Dell que está funcionando há 7 anos. Ainda está firme e forte, mas virou notebook secundário.",,subjetiva
495,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
496,0,@namoralsemigual Vemk então: http://pingu.im/1I2jfSn,,objetiva
497,0,"Enfim. Preciso de um notebook bom. Podendo me recomendar as marcas, agradeço. Se bem que tendo a Dell, e se for MacBook, bom.",,objetiva
498,1,@intelbrasil Meu primeiro pc na verdade é um notebook Dell Inspiron com Intel Core i5. #AmorAPrimeiraVista #NuncaVouEsquecer,,subjetiva
499,0,"preciso do cabo flat do notebook 1545 da dell, tipo urgente e não acho onde comprar",,objetiva
500,0,Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,,objetiva
501,0,"alguem quer comprar um notebook? 1400 pila, i5, 6gb de RAM, 750gb de HD, tela Full HD, marca Dell. tratar inbox",,objetiva
502,0,"#promoção #oferta Mochila Dell Urban 2.0 332-1391, À prova d’água e para Notebook até 15.6”  http://www.promobit.com.br/Promocoes/ver-promocoes/23715/ … - R$ 99,00",,objetiva
503,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
504,0,"@victor_command eu tenho um 22 1080p, outro 19 720p e a tela do notebook de 14 768p. Porém querendo pegar o Dell 27 4k",,objetiva
505,0,@MicrosoftAjuda É possivel migrar uma licença Home Student comprada junto com um notebook Dell para uma licença plena do Office?,,objetiva
506,0,#Notebook Dell Inspiron i14 – 5447 – A30 com Intel Core i7 8GB ( 2GB de Memória Dedicada )... http://ezu.com.br/blog/destaques/notebook-dell-inspiron-i14-5447-a30-com-intel-core-i7-8gb-2gb-de-memoria-dedicada-1tb-led-hd-14-touchscreen-windows-8-1-120612360-notebook-hp-14-r051br-co/ …  Link permanente da imagem incorporada,,objetiva
507,0,#Notebook Ultrafino Dell Vostro V14T – 5470 – A50 com Intel Core i7 8GB ( 2GB Memória Dedi... http://ezu.com.br/blog/destaques/notebook-ultrafino-dell-vostro-v14t-5470-a50-com-intel-core-i7-8gb-2gb-memoria-dedicada-500gb-led-14-windows-8-perfume-gabriela-sabatini-feminino-eau-de-toilette-60ml/ …  Link permanente da imagem incorporada,,objetiva
508,0,alguem ai tem notebook da dell ai?,,objetiva
509,0,O Notebook Dell Inspiron 3442-A10 possui um design inovador. Além da ótima capacidade de armazenar seus arquivos... http://fb.me/2qp8PimhZ,,objetiva
510,0,Novo Notebook da Dell deixa a desejar! http://www.recomendacaodenotebooks.com.br/dell-inspiron-15-serie-5000-15-5558/ …,,objetiva
511,0,Elado dell notebook http://www.szuperpiac.hu/hirdetes-id-203099.htm …,,objetiva
512,0,Veja em nosso vídeo como limpar o seu notebook Dell ?? - http://dell.to/1A9VbbS,,objetiva
513,-1,adivinhem? meu notebook deu pau no windowss e agora vou ter q esperar a dell me enviar um cd do windows ate sexta,,subjetiva
514,-1,O notebook que eu acho super lindo da Dell veio para o Brasil. Mas: Sem placa de vídeo e com configurações toscas.,,subjetiva
515,0,"@DellnoBrasil Oi, queria saber se eu posso ter o suporte técnico da Dell mesmo se a garantia do meu notebook já expirou",,objetiva
516,0,Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,,objetiva
517,0,DICAS de Compra:  Linha de Notebook Dell de 5ª geração com preço especial na Fnac > http://quenotebookcomprar.com.br/linha-de-notebook-dell-de-5a-geracao-com-preco-especial-na-fnac/ …,,objetiva
518,0,"Na compra do Notebook Dell i14-3442 A10 + R$14,90 você leva a mochila Dell Urban 2.0 (Válido até 18/07). Saiba mais: http://bit.ly/1HUQHYH",,objetiva
519,0,"@paulaschver Olá, PONTIA! Opa, vemk http://pingu.im/1M1GThC",,objetiva
520,0,"@pontofrio pingu, conseguimos algum descontinho nesta joinha? http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Dell-Inspiron-I14-3442-B10-com-Intel-Core-i3-4005U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Bluetooth-LED-14-e-Windows-8-1-100005",,objetiva
521,1,"@LeoRdgs @lord_davi bom ponto, mas já tive problema com notebook então quero uma marca confiável, e das atuais só gosto da Dell.",,subjetiva
522,0,@_rogmos @LeoRdgs depende do qnto quer gastar. por até 3000 tem notebook da dell melhor q pcs do msm preço. inclusive comprarei qndo tiver $,,objetiva
523,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
524,0,Walmart – Promoção 9% OFF no Notebook Dell Inspiron i14-5447-A30 com Intel Core i7 8GB (2GB de Memória Dedicada)… http://www.cupomdesconto.blog.br/coupon/walmart-promocao-9-off-no-notebook-dell-inspiron-i14-5447-a30-com-intel-core-i7-8gb-2gb-de-memoria-dedicada-1tb-led-hd-14-touchscreen-windows-8-1/ …,,objetiva
525,1,Comprei meu notebook da @DellnoBrasil  ? pelo site da  ? @pontofrio ? deve chegar semana que vem?. Comprei dell por confiança na marca.,,subjetiva
526,0,"Notebook Dell Inspirio i5 - em até 10x de R$ 229,90 https://goo.gl/rKxMqh  , <-- CLIQUE AQUI E CONFIRA! http://fb.me/3RcaX9MdS",,objetiva
527,-1,Sem notebook de novo... Parece brincadeira de mau gosto. #dell,,subjetiva
528,0,@pontofrio preciso saber a diferença entre os Notebook Dell Inspiron 3443-A40 é 3443-B40. Parecem iguais com preços diferentes. Oq muda?,,objetiva
529,0,Dia de restaurar relações:,,objetiva
530,0,"Para amigos, condiçoes especiais!... http://fb.me/3Ov6RCl2Q",,objetiva
531,0,Gostei de um vídeo @YouTube de @lordrockgamer http://youtu.be/9kKOtnBFPUQ?a  Review - Notebook Dell Inspiron 14 5000 séries,,objetiva
532,0,Características do notebook Dell Vostro V13  http://tinyurl.com/my7sfuh,,objetiva
533,0,Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,,objetiva
534,1,"Como uma Ferrari, ultrabook Dell XPS 13 tem potência e preço alto: O Dell XPS 13 não é um notebook para quem q... http://abr.ai/1L340rc",,subjetiva
535,0,@pontofrio qual melhor preço vc pode fazer? http://www.pontofrio.com.br/Informatica/Notebook/Notebook-Lenovo-G40-80-com-Intel-Core-i5-5200U-4GB-1TB-Gravador-de-DVD-Leitor-de-Cartoes-HDMI-Wireless-Bluetooth-LED-14-e-Windows-8-1-4813971.html?recsource=busca,,objetiva
536,0,Coisa que nunca fiz mas quero muito fazer: tirar meia hora pra limpar o notebook #relaxado #porcão #notebook #dell #limpeza #comolimpar,,objetiva
537,0,Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,,objetiva
538,0,"@Olavo_Opasso Opa, consegui baixar um pouco: http://pingu.im/1Mkc4CE",,objetiva
539,0,"@Fagner_Souza Fagner, pontia! Esse note é muito bom! Aqui está: http://pingu.im/1HoPhl0",,objetiva
540,0,"Dell Latitude E6520 15.6"" Notebook http://opulent-gorgeous-offers.buy2day.info/buy/01/?query=261961897571 …  Link permanente da imagem incorporada",,objetiva
541,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
542,0,"Gente, qual dessas marcas é melhor pra notebook: HP ou Dell? (ou nenhuma das duas?)",,objetiva
543,0,"VENDO NOTEBOOK DA DELL. 1 ANO de pouco uso. INTERESSADOS, CHAMAR IN BOX",,objetiva
544,0,Com o notebook Dell Inspiron I13-7348-B20 você tem um portátil 2 em 1 extremamente versátil para o dia a dia.  Link permanente da imagem incorporada,,objetiva
545,0,"VENDO NOTEBOOK Estou vendendo um Notebook da Dell, 1 ano de pouco uso, mouse óptico, com nota, editor de vídeo e... http://fb.me/yoYOavvw",,objetiva
546,0,"#Bateria Notebook Acer Extensa 4720, Bateria de Alta Capacidade compativel com Dell Inspir... http://ezu.com.br/blog/destaques/bateria-notebook-acer-extensa-4720-bateria-de-alta-capacidade-compativel-com-dell-inspiron-6000-9200-9300-9400-e1705-xps-m1710-cod-1859408-bateria-notebook-lenovo-e390-bateria-de-al/ …  Link permanente da imagem incorporada",,objetiva
547,0,"#Bateria Notebook Gateway Md26, Bateria para Dell Vostro 1310, 1320, Vostro 1510, 1520, Vo... http://ezu.com.br/blog/destaques/bateria-notebook-gateway-md26-bateria-para-dell-vostro-1310-1320-vostro-1510-1520-vostro-2510-alta-capacidade-cod-2404683-bateria-notebook-acer-aspire-9500-bateria-pb994a-de-alta/ …  Link permanente da imagem incorporada",,objetiva
548,0,"@DellAjuda eu tenho outro notebook Dell, mas não é o mesmo modelo. Tem jeito?",,objetiva
549,0,@SACvida24hrs da pra tirar o P do teclado dos notebook dell pra limpar?,,objetiva
550,-1,"Quem disse pra Dell que isso que eles fazem é um notebook? Parece mais uma sanduicheira, vive travando essa porra.",,subjetiva
551,0,Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,,objetiva
552,0,Cargadores Originales Para Notebook:  -Acer -Asus -Dell -HP -Lenovo -Sony -Samsung -Toshiba -P. Bell -MAC  Link permanente da imagem incorporada,,objetiva
553,0,"Pessoas feicebuquianas,",,objetiva
554,-1,Dá uma olhada nessa reclamação contra Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/13724177/dell-computadores-do-brasil/notebook/ …,,subjetiva
555,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
556,0,Compre um notebook Dell e leve um game para PC! Consulte modelos e jogos participantes em uma de nossas lojas! Promoção por tempo limitado!,,objetiva
557,-1,Sonho: notebook da Dell Realidade: PC quebrado,,subjetiva
558,0,Notebook Dell Inspiron 14 Intel Core i5 4GB HD 1TB em Colombo  Vendo: R$ 1450.00 Tratar com: Mayra http://colombo.desapega.net/notebook-dell-inspiron-14-intel-core-i5-4gb-hd-1tb--pid-13683 …,,objetiva
559,0,http://www.submarino.com.br/produto/120612351/notebook-dell-inspiron-i14-5447-a20-com-intel-core-i5-8gb-2gb-de-memoria-dedicada-1tb-led-hd-14-touchscreen-windows-8.1?opn=FACEBOOKADS&epar=sa_au_00_fb_4294dyn … meu sonho de consumo atualmente,,objetiva
560,-1,"tô há 35 minutos conversando por telefone com o técnico da Dell, procurando uma solução para o meu finado notebook",,subjetiva
561,0,Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,,objetiva
562,-1,"Reclame Aqui - Dell Computadores do Brasil - garantia de notebook, já e a quarta vez MEU DEUS http://fb.me/47HRRfSEJ",,subjetiva
563,-1,"Tenho um notebook de última geração, porém não tem entrada pra CD, essa Dell pensa que sou rica pra ficar comprando programas caríssimos ??",,subjetiva
564,0,Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,,objetiva
565,0,coisa chata essa parada de trabalhar e não conseguir comprar um notebook da dell i7core :(,,objetiva
566,0,Dell Inspiron 3551 Notebook (Pentium Quad Core N3540/ 2GB/ 500GB/ DOS) (35402500IBU) Rs.19397... http://fb.me/2n8bjYGcI,,objetiva
567,0,"Notebook Dell Inspiron. de R$ 2.499,00 por R$ 2.099,00 em até 10x de R$ 209,90 sem juros no cartão de crédito ou... http://fb.me/3IgTz5Fp3",,objetiva
568,0,"Amigos, tive que comprar outro notebook. Coitadinho do antigo, teve uma morte horrível com vários CIs em curto. RIP DELL inspiron.",,objetiva
569,0,Melhores marcas de notebook sem ser Dell e Asus? Alguém ajuda!,,objetiva
570,-1,"Que saudades do meu notebook da HP, esse Dell é uma bosta, que sacoooooo",,subjetiva
571,0,roubar um notebook dell de 4 mil conto e um carregador motorola QUE FASE HEIN LADRÃOZINHO,,objetiva
572,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
573,0,#follow to #download Dell inspiron 5100 notebook User Manual - TB006500570012 @ServiceRepair23,,objetiva
574,0,Notebook Dell Inspiron I14-3421-A10 Preço: R$950 Pouquíssimo uso!!!!! Está em excelente estado! Na caixa!!... http://fb.me/7nAVAX2uP,,objetiva
575,0,Notebook Dell Inspirion 14 8GB de Memória e 500GB de HD http://produto.mercadolivre.com.br/MLB-675186327-notebook-dell-inspirion-14-8gb-memoria-500gb-hd-_JM …,,objetiva
576,0,Comprei um notebook novo... eu tinha um da HP e comprei agora um da Dell.,,objetiva
577,-1,"@simpson_yuri eita mano... Notebook da Dell é foda vei kkkk, vc é um felizardo hahhaha joga na mega-sena logo kkkk",,subjetiva
578,0,#DELL #LAPTOP LATITUDE COMPUTER #WINDOWS 7 CORE 2 DUO 3GB RAM #DVD #WIFI #NOTEBOOK #HD #BuyNOW $117.94 #deal http://ebay.to/1KE7KB5,,objetiva
579,-1,"maior arrependimento da minha vida foi ter dado 4 mil reais no notebook da dell. jesus, tira essa raiva de mim!!!!",,subjetiva
580,-1,Esse notebook da Dell é uma verdadeira merda,,subjetiva
581,0,Me ajudem alguém sabe o modelo do Notebook Dell que atrás acende a logo na tampa quem souber vai me ajudar muito!,,objetiva
582,0,"Quero esse notebook com touch da dell, ainda vem com uma Stylus",,objetiva
583,-1,"Entro no site da dell com a intenção de comprar o notebook mais barato, aí eles fazem a comparação com os mais caros...",,subjetiva
584,0,Dell Latitude E6400 Notebook http://www.24marketing.org/dell-latitude-e6400-notebook-2/ …,,objetiva
585,0,Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,,objetiva
586,0,"@DellAjuda Meu notebook está com a tela piscando, entrei em contato com a Dell e vão me enviar um orçamento",,objetiva
587,1,Meu notebook tá todo fodido. Tenho é que começar a trabalhar logo pra comprar outro e um outro cel também. Quero outro Dell,,subjetiva
588,-1,"Notebook Dell, um monstro de performance, um bosta pra sinal wi-fi",,subjetiva
589,0,"Dell Latitude E5500 15.4"" Notebook Core2Duo @ 2.26GHz, 1GB, No HD- Boots to BIOS …http://buy-it-now-unbelievable-offer.buy2day.info/buy/01/?query=111710283759 …  Link permanente da imagem incorporada",,objetiva
590,-1,"Depois de 56 (!) minutos com o suporte telefônico da Dell, terei q enviar o notebook para a assistência.",,subjetiva
591,0,"@ofernandoreis isso rolou com meu notebook da Dell. Era poeira nos difusores de saída de ar quente. Desmontei, limpei e resolveu.",,objetiva
592,0,@DellnoBrasil Oi Dell! Vocês não tem mais notebook com drive de Blu-ray?,,objetiva
593,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
594,0,Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,,objetiva
595,1,Notebook da Dell é muito bom ???,,subjetiva
596,1,"a propósito, vi um notebook lindo hoje, da Dell, era quadradão do jeito q eu gosto asoidhjasiofd",,subjetiva
597,0,Acheiiiiiiii http://fb.me/318I7YanN,,objetiva
598,0,Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,,objetiva
599,0,"Dell Latitude E6500 15.4"" Notebook …http://best-very-impressive-items.buy2day.info/buy/01/?query=141708762342 …  Link permanente da imagem incorporada",,objetiva
600,0,Ôh Aidar vende pra mim?,,objetiva
601,-1,Meu notebook não ta ligando @Dell ?,,subjetiva
602,0,"De acordo com a analise realizada por nosso consultor, este computador é o que melhor irá se adequar as suas... http://fb.me/6UH18edWI",,objetiva
603,0,Notebooks Dell! Tecnologia poderosa sempre com você http://migre.me/qmD4L  + Cupom de Desconto: RCA-27231,,objetiva
604,-1,Dá uma olhada nessa reclamação contra @DellnoBrasil Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/13629753/dell-computadores-do-brasil/notebook-dell-aparelhos-de-terceira-categoria/ …,,subjetiva
605,1,obrigado michael da dell pela atenção migo mas meu notebook voltou a estar bem,,subjetiva
606,0,Para que escolher entre tablet e notebook se você pode ter o melhor dos dois com o Latitude 13 2 em 1 Série 7000. O…http://dell.to/1R23sqS,,objetiva
607,0,@DellAjuda ola tenho um notebook dell e queria desabilitar a função backup recovery porque o sistema trava ou fica lento. Obrigado.,,objetiva
608,1,"@confidobrev samsung, sony e dell são as melhores pra notebook",,subjetiva
609,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
610,0,@DellnoBrasil ow dell na onde q ver meus pedidos no site de vocês? Tô tentando comprar esse notebook http://www.dell.com/br/p/inspiron-15-5548-laptop/pd?oc=cai5548w8s1612656brp052w&model_id=inspiron-15-5548-laptop … e não consigo,,objetiva
611,0,To querendo um notebook novo. Eu to vendo um Dell e um da apple. Mas eu tenho sérios problemas com teclado pequeno.,,objetiva
612,0,"Boa tarde! Tem Notebook Dell com i3, 4GB de memória e HD de 500GB, vai ficar de fora dessa? Confere só!... http://fb.me/1Tnq4aXhW",,objetiva
613,0,Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,,objetiva
614,1,Finalmente meu notebook novo chegou! Agora eu 'tou com a @Dell.,,subjetiva
615,0,Notebook da Dell Precision tem alta performance em edição de vídeo http://tinyurl.com/p9a9dou,,objetiva
616,0,"@whatived0ne eu tenho notebook e ps4. mas comprei o note pensando em jogar, claro. é da dell e tem uma placa de vídeo dedicada de 2gb",,objetiva
617,1,notebook natinha...http://www.walmart.com.br/produto/Informatica/Notebooks/Acer/493 …... — o segundo! dell eh vida <3 http://ask.fm/a/c919n8lb,,subjetiva
618,-1,Torcendo pra Dell agilizar logo minha situação pra eu não precisar ir no Procon. Tanto problema só pq eu quis comprar um notebook bom.,,subjetiva
619,-1,"Por isso não gosto desse notebook Dell, vive pedindo atualização e demora um ano pra ligar depois",,subjetiva
620,0,#BOMDIA com esse super notebook com qualidade Dell! Confira: http://bit.ly/1BQOgWx   Link permanente da imagem incorporada,,objetiva
621,0,Conheça o Notebook Dell 2 em 1: Tablet + Notebook! Aproveite o desconto e garanta o seu aqui: http://bit.ly/1eUYJq1   Link permanente da imagem incorporada,,objetiva
622,0,#BOMDIA com esse super notebook com qualidade Dell! Confira: http://bit.ly/1C1wK2m   Link permanente da imagem incorporada,,objetiva
623,0,Vamos começar a semana com a qualidade Dell! Conheça o Notebook Dell 2 em 1 e garanta o seu: http://bit.ly/1eUTbMc   Link permanente da imagem incorporada,,objetiva
624,-1,Tô há quatro meses com o notebook da Dell e os graves do som já estão fodidos.....................,,subjetiva
625,0,"Retirando HD Notebook Dell para Realização de Backup Total em Cliente ""Amigo"" em Varginha / MG.",,objetiva
626,0,@DellnoBrasil Sonho de consumo um notebook da dell #dell dau ma moral ai,,objetiva
627,0,"qual a melhor marca de notebook gnt, asus ou dell??? (não vem com apple pro meu lado nao que n tenho dinheiro)",,objetiva
628,-1,"Vou mandar esse notebook de volta pra DELL com uma bomba atômica dentro, porque é uma porcaria mesmo",,subjetiva
629,0,"Extra – Imperdível Oferta 30% OFF no Notebook Dell Inspiron I14-3443-A30 com Intel Core i5-5200U, 4GB, 1TB,… http://www.cupomdesconto.blog.br/coupon/extra-imperdivel-oferta-30-off-no-notebook-dell-inspiron-i14-3443-a30-com-intel-core-i5-5200u-4gb-1tb-gravador-de-dvd-leitor-de-cartoes-led-14-windows-8-1-e-antivirus-mcafee/ …",,objetiva
630,-1,Meu notebook Dell tem um diacho de um programa em segundo plano de recovery que não tem nenhuma opção de desativar.,,subjetiva
631,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
632,0,Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,,objetiva
633,0,"Planejando trocar seu notebook? Na Papel e Cia, compre um Dell que vale por dois! Confira no Piso L2 – SUL ;)  Link permanente da imagem incorporada",,objetiva
634,-1,"VAI TOMAR NO CÚ! SÓ PASSO RAIVA COM ESSA MERDA DE NOTEBOOK!!! Jamais comprem produtos Dell, é uma bosta!",,subjetiva
635,0,Hoje é comemorado o Dia Nacional do Progresso. Então que tal aproveitar a data e dar um upgrade no seu notebook? http://del.ly/6019BBcSJ,,objetiva
636,0,APROVEITE!,,objetiva
637,0,@americanascom boa tarde! Tem desconto para notebook Dell Inspiron I14? Preciso muito comprar um. Me ajuda ai!,,objetiva
638,0,"Dell Latitude E6500 15.4"" Notebook …http://special-online-deals-impressive-offers.newoffers.info/buy/01/?query=141704060715 …  Link permanente da imagem incorporada",,objetiva
639,0,O Dell XPS 13 é um notebook estiloso voltado para a produtividade.   http://info.abril.com.br/multimidia/tv/notebooks/dell-xps-13-e-a-ferrari-dos-notebooks-34cbce61aaa538a73d6ab7e60e8a8906.shtml … via @_INFO  Link permanente da imagem incorporada,,objetiva
640,0,"Vendo notebook Dell Super conservado.Só venda mesmo! R$ 550,00 a Vista ou 600,00 em até 12 Vezes (com juros)... http://fb.me/3BWJ0YxBS",,objetiva
641,-1,". @Dell R$ 1.603,29 pra trocar só a tela de um notebook que custou R$ 2399? Cês tão de zoeira?",,subjetiva
642,0,Performance de Notebook. Mobilidade de Tablet http://migre.me/pVRcE  + Cupom de Desconto: RCA-27231,,objetiva
643,0,"@magazineluiza https://m.magazineluiza.com.br/notebook-dell-serie-5000-inspiron-15-intel-core-i5-8gb-1tb-windows-8.1-tela-15-6-placa-de-video-2gb/p/1352264/in/nodl/ … ele tava por 2300 e poucos a vista no carrinho ja, quando fui comprar ""aconteceu"" isso..",,objetiva
644,0,"@adrianomg_s Olá, POATARTI! Opa, vemk http://pingu.im/1BSWluh  =)",,objetiva
645,0,"@Lais_HS Olá, POATARTI! Que tal: http://pingu.im/1LAC6EL  =)",,objetiva
646,-1,@rbnave eu to jogando num notebook dell 2010 podridão edition,,subjetiva
647,0,@magazineluiza preciso de um notebook da Dell Inspiron 14. Rola aquele desconto?,,objetiva
648,0,"@pontofrio me ajuda! Agora preciso comprar um notebook da Dell Inspiron 14. E, como sempre, tenho pouca grana. Estou decidindo por preço...",,objetiva
649,0,aceitando um notebook novo da Dell ou um PS4 de presente vlw flw,,objetiva
650,0,Análise: notebook Dell Inspiron 13 série 7000 [vídeo] http://www.tecmundo.com.br/dell-inspiron-13-7000/82150-analise-notebook-dell-inspiron-13-serie-7000-video.htm … via @Tec_Mundo,,objetiva
651,0,"Notebook dell intel core 2 duos - Computadores e acessórios - Itaúna, São Gonçalo , bomnegócio... http://fb.me/7yZIm0ieS",,objetiva
652,0,Ofertas em Notebooks DELL http://migre.me/oEfq1  + Cupom de Desconto: RCA-27231,,objetiva
653,0,"Genteee, a Dell finalmente entregou meu notebook, a partir de amanhã começo a atualizar o FC, tô muito feliz ???",,objetiva
654,0,"Gnt, mandei uns tweets pra Dell kkkkkkkkkk pra eles me darem um notebook novo, pq não sei de onde tirarei dinheiro pra comprar um novo",,objetiva
655,0,"@DellnoBrasil então venho por meio deste Tweet pedir um notebook novo, pois me sinto no direito de pedir pois sempre índico Dell para todos",,objetiva
656,0,"@DellnoBrasil por favor, sou estudante de Arquitetura e necessito de um notebook novo, pois o meu, Dell, já tem mais de 4 anos +",,objetiva
