,Unnamed: 0,texto,rótulo,rótulo_texto
1743,1743,. . . uma fantasia empolgante de revolução sem derramamento de sangue contra governantes coloniais caprichosos.,1,subjetiva
1744,1744,"perdendo sua oportunidade com ele naquela noite, Cameron Diaz é convencido a persegui-lo para o casamento de seu irmão.",0,objetiva
1745,1745,"o filme é grosseiramente contraditório em transmitir sua mensagem social, se é que existe uma.",1,subjetiva
1746,1746,"o filme é envolvente e bem atuado, porém, e os créditos estilo pantera cor-de-rosa e a música de fundo valem o preço do ingresso.",1,subjetiva
1747,1747,"uma mistura inteligente e fumegante de road movie, história de amadurecimento e sátira política.",1,subjetiva
1748,1748,"ele entra em um mundo desconhecido de rituais e percepções culturais, e conserta tudo à sua maneira única.",0,objetiva
1749,1749,"o que torna o filme especial é o entusiasmo refrescante e desinibido que as pessoas, apesar da pobreza e sofrimento claramente evidentes, trazem para sua música.",1,subjetiva
1750,1750,"como outros filmes de almodM-svar , ele se delicia com seus escândalos . mas suas sensibilidades são extravagantes , o que significa que é uma das mais belas comédias negras já feitas .",1,subjetiva
1751,1751,"ray está sempre jogando os ângulos, e ele está de olho em um cavalo que é barato porque foi mal diagnosticado.",0,objetiva
1752,1752,"spy kids 2 também é aquela raridade entre as sequências: na verdade, melhora o filme de sucesso original.",1,subjetiva
1753,1753,"depois que seu amigo, um jovem artista gostoso, é morto, um homem americano engenhoso que mora em Londres encobre o crime e tenta manter o nome do amigo vivo para explorar seu legado e colher milhões no processo. ",0,objetiva
1754,1754,"embora cada um com sua história distinta, todos os três estão entrelaçados com o outro.",0,objetiva
1755,1755,"quando tudo parece sem esperança, ted recebe uma orientação de sua boa amiga meg que muda a situação: `` não dê golpes nela, ouça-a, seja sincero. ``",0,objetiva
1756,1756,"o filme de meyjes, como o futuro de max rothman, não funciona.",1,subjetiva
1757,1757,"acenda as velas, traga o bolo e não se preocupe com as calorias, porque há pouca substância preciosa na aniversariante - é simplesmente, e surpreendentemente, um deleite agradável e leve.",1,subjetiva
1758,1758,enquanto as freqüentes alusões a gurus e doshas atingirão alguns ocidentais como beirando o absurdo. . . amplos traços de bom senso emergem com clareza incontestável.,1,subjetiva
1759,1759,é justo que um filme tão artificial e sem alma quanto o país tenha deva sua gênese a uma exibição animatrônica na Disneyland.,1,subjetiva
1760,1760,mas mesmo esse novo relacionamento não é suficiente para inspirá-lo a escrever .,0,objetiva
1761,1761,"gay ou heterossexual, beijar jessica stein é um dos melhores filmes sobre encontros em anos.",1,subjetiva
1762,1762,agraciado com o tipo de textura social e realismo que seria estranho nas comédias adolescentes americanas.,1,subjetiva
1763,1763,"um roteiro hábil de mike white. . . eleva a brincadeira adolescente habitual, fundamentando as risadas no sentimento.",1,subjetiva
1764,1764,"tudo é impecável, até que o casamento dos pais de fay se desfaz de repente, do nada, depois de 40 anos de felicidade conjugal.",0,objetiva
1765,1765,"compartilhando o tilintar com velma, são uma coleção de outras mulheres astutas, todas aguardando julgamento pelos assassinatos de seus próprios parceiros.",0,objetiva
1766,1766,a história padrão de uma gangue de motoqueiros que toma conta de uma cidade não é salva pela presença de Lou Diamond Phillips como o motociclista chefe ou Sean Patrcik Flanery como o cidadão vingador que enfrenta as gangues com a ajuda de um velho codger (Robert Forster) .,0,objetiva
1767,1767,"agora sua população em rápida expansão ameaça a existência de vampiros, e logo não haverá humanos suficientes no mundo para satisfazer sua sede de sangue.",0,objetiva
1768,1768,"no início de 1900, uma nova invenção (e um dos primeiros usos do motor elétrico) foi criada para resolver o 'problema' da histeria das mulheres.",0,objetiva
1769,1769,"mais uma vez, o caso parece ser resolvido com esta prisão espetacular.",0,objetiva
1770,1770,comédia estranha e vulgar que é definitivamente um gosto adquirido.,1,subjetiva
1771,1771,os irmãos do funk parecem não ter perdido uma batida.,1,subjetiva
1772,1772,cliff sempre preferiu jogar por suas próprias regras muito à desaprovação da fraternidade arregimentada e idosa das tigelas.,0,objetiva
1773,1773,"a conquista de Lee se estende à sua compreensão flexível do papel que o marrom desempenhou na cultura americana como atleta, estrela de cinema e uma imagem de indomabilidade negra.",1,subjetiva
1774,1774,. . . liotta é colocado em uma posição impossível porque as decepções de seu personagem acabam por desfazê-lo e a credibilidade de todo o cenário. muito ruim .,1,subjetiva
1775,1775,"para tirá-lo de sua agora perigosa situação financeira, volta-se para seus sogros ricos, tecendo uma miríade de mentiras desesperadas, meias verdades e enganos.",0,objetiva
1776,1776,"john roper, (bruce mathews) um veterano vietnamita desiludido e ex-traficante de drogas viaja pelo oriente para se tornar espiritual.",0,objetiva
1777,1777,ele sonha em se livrar de todo valor material e entrar em um despertar espiritual.,0,objetiva
1778,1778,"eles vieram para rezar, mas em vez disso eles acabam no meio de uma discussão religiosa desagradável quando de repente são interrompidos por uma aparição mística: é deus?",0,objetiva
1779,1779,são as imagens perturbadoras de uma terra devastada pela guerra que se mostram mais potentes e fascinantes do que a improvável história de sarah e harrison.,1,subjetiva
1780,1780,"rock sólido diversão em família fora dos portões, extremamente imaginativo por fora, mas diminui no meio",1,subjetiva
1781,1781,um feriado maior do que sua declaração de fim de ano 401 ( k ) .,1,subjetiva
1782,1782,"assombrado pelas memórias da guerra, ele busca uma vida tranquila de agricultura, solidão e oração .",0,objetiva
1783,1783,"a sequência é tudo o que o original não era: artificial, exagerado e pronto para amarrar.",1,subjetiva
1784,1784,"quando tommy de 19 anos, um ativista dos direitos dos gays e alan de 24 anos se encontram pela primeira vez em 1973, eles se encontram em lados opostos da moeda política.",0,objetiva
1785,1785,"a história de Ray , um advogado de ferimento pessoal enfrentando uma crise moral e espiritual.",0,objetiva
1786,1786,"o ​​filme tem uma longa lista de pequenas falhas, mas as numerosas cenas de caos sangrento valem o preço da admissão... se `` caos sangrento `` é sua idéia de diversão.",1,subjetiva
1787,1787,considera-se reinado de fogo com admiração. que vasto empreendimento foi organizado a serviço de uma ideia tão minuciosa.,1,subjetiva
1788,1788,mas ninguém imaginou Sam Decker e seus delinquentes juvenis na equação.,0,objetiva
1789,1789,essa coisa não funciona em nenhum nível para mim.,1,subjetiva
1790,1790,"embora nem todas as transições para a idade adulta sejam tão complicadas, há muita verdade e nenhuma pequena quantidade de poesia nas meninas que não sabem nadar.",1,subjetiva
1791,1791,"ben cronin tem tudo : a admiração de seus muitos amigos , uma namorada fantástica , e ele está a caminho de uma bolsa de estudos atlética .",0,objetiva
1792,1792,"sentado na frente de um computador, beber quantidades excessivas de café e fumar cigarros são as diferentes tarefas que mantêm dana acordado e pronto para a próxima mensagem.",0,objetiva
1793,1793,"uma falha de ignição desconcertante, e possivelmente o filme mais fraco que [woody allen] fez nos últimos vinte anos.",1,subjetiva
1794,1794,"tuck everlasting é a história de uma garota chamada Winnie e uma família que ela conhece, os tucks.",0,objetiva
1795,1795,três histórias são criadas por três artistas que por acaso se encontram no mesmo metrô .,0,objetiva
1796,1796,"cor, ressalto musical e mares quentes batendo nas costas da ilha. e ciência suficiente para mandar você para casa pensando.",1,subjetiva
1797,1797,donde cae el sol conta uma pequena história entre um homem de 65 anos e uma mulher trinta anos mais nova que ele.,0,objetiva
1798,1798,"vicious, o futuro descendente de James e Jessie do Team Rocket, viaja de volta no tempo para causar estragos, e cabe ao jovem Ash, Pikachu e amigos detê-lo.",0,objetiva
1799,1799,"como exposM-i social, skins tem seu coração no lugar certo, mas isso não é muito para pendurar uma novela.",1,subjetiva
1800,1800,"oedekerk cansa impiedosamente , e as piadas genuinamente engraçadas são poucas e distantes entre si.",1,subjetiva
1801,.,,,
1802,1802,"é muito auto-importante e lento para ser engraçado, e muito recortado e abreviado para ser um épico.",1,subjetiva
1803,1803,"mas quem está fazendo isso, malfoy, guarda-caça hagrid (robbie coltrane), ou, mesmo, harry?",0,objetiva
1804,1804,"essa alcaparra de tela grande tem um bom latido, longe de ser um arco-uau.",1,subjetiva
1805,1805,"este é um cinema incomum, de reflexão que é tão divertido quanto instrutivo.",1,subjetiva
1806,1806,"como um adulto, bruce reprimiu todas as lembranças de seus pais em relação a algum evento horrível que ocorreu quando ele tinha 4 anos. bruce krensler (como ele usa o nome de seu pai adotivo) está trabalhando no mesmo campo que seu pai quando um estranho acidente de laboratório ativa o DNA adormecido em seu corpo.",0,objetiva
1807,1807,"eles não concordam em roupas, cabelos, música e certamente não no gosto um do outro em relação aos homens.",0,objetiva
1808,1808,Parker não pode sustentar o nível de energia flutuante do início da cidade do filme em sua conclusão no país,1,subjetiva
1809,1809,eles continuam com todas as mesmas características marcas registradas dos assassinatos em série shin-hyun.,0,objetiva
1810,1810,"Diego , um dos tigres que atacaram os humanos, vem também reivindicar o bebê.",0,objetiva
1811,1811,"é uma frase arrastada, babosa e adorável de um filme, um gótico sulista com o arco emocional de sua trilha sonora de blues cru.",1,subjetiva
1812,1812,"enquanto os dois estão se apaixonando, o chefe do sindicato coincidentemente vê Siena e a contrata como sua dançarina pessoal.",0,objetiva
1813,1813,"quando John Klein, um jornalista do Washington Post, e sua esposa Mary finalmente encontram a casa dos seus sonhos, eles simplesmente não podem acreditar na sua sorte.",0,objetiva
1814,1814,o conflito entra em seu relacionamento quando Anthony expressa a vitória que sua vida sexual é praticamente inexistente.,0,objetiva
1815,1815,"começando pequeno, atendendo ao mercado de ensino médio e universitário, kilo descobre que o negócio de drogas é muito lucrativo.",0,objetiva
1816,1816,"Julie Davis é a Kathie Lee gifford dos diretores de cinema, provando tristemente mais uma vez que o ego nem sempre anda de mãos dadas com o talento.",1,subjetiva
1817,1817,o que poderia ter surgido como uma loucura hilariante nas mãos de Woody Allen ou Mel Brooks (pelo menos durante o auge dos anos 70) aparece como coxo e sophomoric neste filme indie de estréia.,1,subjetiva
1818,1818,"dois irmãos, juntamente com um conjunto de novos talentos, tornaram tudo isso possível e foram trazidos à luz.",0,objetiva
1819,1819,"leve, bobo, fotografado com cor e profundidade, e bastante divertido.",1,subjetiva
1820,1820,"[reno] pode ter algumas lacunas na lógica e parece que uma boa parte de sua história acabou no chão da sala de edição, mas há charme e humor suficientes para fazer parecer como se fosse não é uma completa perda de tempo ficar sentado .",1,subjetiva
1821,1821,"suposta ser uma sátira de Hollywood, mas acaba sendo o tipo de filme que deveria ser alvo de algo mais profundo e envolvente. ah, e mais divertido também.",1,subjetiva
1822,1822,"vale a pena ver uma vez, mas seu charme desaparece rapidamente.",1,subjetiva
1823,1823,"esta é a história de Honey (alba), uma dançarina sexy e durão do centro da cidade, que se torna um coreógrafo de videoclipe de sucesso, uma carreira que é ameaçada quando seu mentor o faz dormir com ele. . .",0 ,objetiva
1824,1824,"envolvendo às vezes, mas cai casualmente no absurdo.",1,subjetiva
1825,1825,"no entanto, esta tarefa vai ser mais difícil do que ele jamais poderia ter imaginado.",0,objetiva
1826,1826,John `` Eagle Eye `` Pennell viaja pelo país reunindo seus antigos tripulantes do b-17 para cumprir um pacto feito há muitos anos no calor da batalha .,0,objetiva
1827,1827,um drama de tribunal militar severamente competente e impassível e sério.,1,subjetiva
1828,1828,"depois de muitos anos dormindo em seu caixão, o vampiro Lestat acorda apenas para descobrir que o mundo mudou e ele quer fazer parte disso.",0,objetiva
1829,1829,"é uma piada ver o rock mastigar formigas gigantes, puxar uma flecha de suas costas, e saltar ileso através do fogo furioso!",1,subjetiva
1830,1830,"na tradição de contar histórias, a cineasta cria uma parábola visual sobre a comunidade hassídica que deixou na adolescência.",0,objetiva
1831,1831,"tavernier nos mostra, em mais de uma maneira, que le cinM-i ma de qualitM-i vive.",1,subjetiva
1832,1832,"há um forte cheiro de 'estive lá, fiz isso' pairando sobre o filme. é tudo o que você esperaria -- mas nada mais.",1,subjetiva
1833,1833,"infelizmente, seu plano dá errado, e ela realmente se mata.",0,objetiva
1834,1834,"nascido no leste europeu, tobias cresceu na pobreza, filho de ladrão, mendigo e prostituta.",0,objetiva
1835,1835,o paralelo social interessante e a estética desafiadora de uzumaki parecem uma musa prostituída. . .,1,subjetiva
1836,1836,"emma concorda com o plano de bret e os roubos acontecem sem problemas, resultando em dinheiro suficiente para os amantes irem embora, mas emma quer mais.",0,objetiva
1837,1837,uma novela rabugenta sobre três pessoas insípidas e insensíveis que se revezam ferindo umas às outras. é uma adaptação longa-metragem de uma daquelas colunas de `` este casamento pode ser salvo? `` do diário feminino... ,1,subjetiva
1838,1838,é realmente bastante irônico então que o único cara que faz uma comédia consistentemente boa é o ator mais sério de Hollywood.,1,subjetiva
1839,1839,"muito grávida, e querendo interromper sua gravidez, ela está fugindo dos futuros pais, procurando pela antiga paixão de Sophie, ken.",0,objetiva
1840,1840,esta é uma versão cinematográfica da peça que escreveram com base em mais de 200 entrevistas que realizaram em laramie .,0,objetiva
1841,1841,o clube le monde segue uma noite em uma boate decadente.,0,objetiva
1842,1842,este é mais um caso de 'sacre bleu! ' do que 'magnifique' .,1,subjetiva
1843,1843,"um ótimo final não compensa um filme fraco, e louco pra caramba não tem nem um ótimo final.",1,subjetiva
1844,1844,este é um filme onde a observação mais notável é quanto tempo você está sentado parado.,1,subjetiva
1845,1845,"no caminho para lá, ele vê um carro esporte que acabou de bater em uma árvore.",0,objetiva
1846,1846,"aparentemente concebido como um devaneio sobre memória e arrependimento, mas a única coisa que você vai se arrepender é lembrar a experiência de sentar-se por ele.",1,subjetiva
1847,1847,"tentando evitar a prisão por fraude de cartão de crédito, Price (Patrick McKnight), a conselho de seu primo, se esconde em uma fraternidade universitária.",0,objetiva
1848,1848,"nós somos levados nesta viagem através da voz e do corpo de mnemosyne, mãe da memória.",0,objetiva
1849,1849,só a trilha sonora vale o preço do ingresso.,1,subjetiva
1850,1850,"Michael Rooker interpreta um guarda, Fisher Stevens, John Seda e Master P Co Star.",0,objetiva
1851,1851,"horace e potro, um casal de cinquenta e poucos anos, estão divididos - eles perderam a chave, para o seu quarto e um para o outro.",0,objetiva
1852,1852,"convenientemente entorpecida e afastada do ambiente, lillian sonâmbula pela vida.",0,objetiva
1853,1853,"embora alguns espectadores não consigam tolerar tanta estranheza irônica, aqueles que o fizerem terão encontrado um favorito cult para desfrutar por toda a vida.",1,subjetiva
1854,1854,"blake agora começa a afundar no mundo assustador e distorcido do mestre onde compartilhar, sacrifício e lealdade assumem novos significados bizarros e perigosos.",0,objetiva
1855,1855,ele continua por muito tempo e atolado em um excesso de personagens e subtramas desnecessárias.,1,subjetiva
1856,1856,"é um tanto desajeitado e muito letárgico -- mas sua história sobre uma criatura misteriosa com habilidades psíquicas oferece uma construção sólida, um clímax fantástico, e alguns arrepios ao longo do caminho.",1,subjetiva
1857,1857,"suas premissas de comédia são muitas vezes banais ou simplesmente cruas, calculadas para provocar risos chocados, sem seguir em um nível mais profundo.",1,subjetiva
1858,1858,o mais fraco dos quatro livros de harry potter foi transformado no mais forte dos dois filmes pelas margens mais finas.,1,subjetiva
1859,1859,"resultado de um antigo experimento de controle mental da CIA que deu errado, Felice Quick está à solta e se dirige ao professor do ensino médio Sam Blacker.",0,objetiva
1860,1860,"amor, política e intriga se misturam nesta releitura do clássico conto de Graham Greene sobre um jornalista britânico desiludido, um jovem americano idealista e a bela vietnamita que se interpõe entre eles em Saigon dos anos 1950.",0,objetiva
1861,1861,o jogo da água é um drama de ação adolescente que segue um grupo de estudantes do ensino médio que embarcam em um jogo de espião vs. jogo tipo espião três semanas antes da formatura .,0,objetiva
1862,1862,"um documentário de sete anos em produção sobre mulheres na indústria cinematográfica e como elas equilibram , filhos , vidas amorosas e carreira -- ou como elas não .",0,objetiva
1863,1863,"apesar de seu encarceramento, West tem continuado sua pesquisa de reanimação, usando ratos e camundongos como sujeitos, e eletrocutando-os com um aparelho especial improvisado.",0,objetiva
1864,1864,"não sei se a fragilidade transformará Bill Paxton em um diretor de primeira linha, mas ele pode ficar satisfeito sabendo que fez pelo menos um ótimo filme de terror.",1,subjetiva
1865,1865,"a dramaturga Siddalee Walker, prestes a abrir uma nova peça, dá uma entrevista a uma revista na qual discute sua infância infeliz.",0,objetiva
1866,1866,"as crianças podem não entender tudo o que acontece -- não tenho certeza se nem o próprio miyazaki entende -- mas é quase certo que elas ficarão fascinadas e, sem dúvida, encantadas.",1,subjetiva
1867,1867," tendo como pano de fundo a paisagem pitoresca do delta do Mississippi na década de 1940, `` o lugar nascente `` segue a amizade de duas jovens, cada uma de uma raça diferente, e sua luta para encontrar um propósito em suas vidas durante desta vez de injustiça social e guerra mundial.",0,objetiva
1868,1868,"ram dass feroz graça molda-se como um exemplo para documentaristas em ascensão, das armadilhas negligenciadas de tal empreendimento.",1,subjetiva
1869,1869,que um filme tão horrível poderia ter surgido de um tão grande é uma das piores tragédias cinematográficas do ano.,1,subjetiva
1870,1870,este documentário sobre as realidades políticas repressivas de Camarões começa com a publicação em 1990 de uma carta aberta ao presidente biya pedindo uma conferência nacional e a prisão imediata do autor e editor da carta.,0,objetiva
1871,1871,o filme aborda a vida da jovem patricia ( jolie jackunas ) que anseia por uma carreira como cantora e compositora .,0,objetiva
1872,1872,"uma imagem divertida, surpreendentemente bem escrita e muitas vezes divertida.",1,subjetiva
1873,1873,"depois de ter o presente de natal e o dinheiro do aluguel roubados por alguém se passando por papai noel, eles conseguem empregos trabalhando como seguranças desarmados no shopping local, são ameaçados de despejo, pegam garotas, ficam bêbados, usam drogas e precisam de dinheiro rápido. ",0,objetiva
1874,1874,"um filme bem feito, mas emocionalmente disperso, cujo herói dá seu coração apenas ao cachorro .",1,subjetiva
1875,1875,"madison, a `` nova garota da cidade, `` rapidamente se volta para o impressionável ben.",0,objetiva
1876,1876,"acreditando que seus pais morreram, bruce é criado por pais adotivos.",0,objetiva
1877,1877,`` the ballad of bering strait `` é um filme de cinema-verite que acompanha sete adolescentes russos que vieram para a América para se tornarem estrelas da música country .,0,objetiva
1878,1878,"frio e disperso, o relatório minoritário atrai o interesse quase que exclusivamente como um exercício de belos visuais. isso não é spielberg vintage e isso, finalmente, é minimamente satisfatório.",1,subjetiva
1879,1879,"então a caçada começa quando ted faz uma primeira rodada de convites para que seu objeto de desejo se envolva, mas nada funciona.",0,objetiva
1880,1880,"em seu papel de observador da cena, Lawrence soa lamuriento e defensivo, como se suas experiências de mudança de vida o tornassem amargo e menos maduro.",1,subjetiva
1881,1881,"selecionados em quase dois anos de filmagem, as entrevistas sinceras do documentário, momentos líricos de beleza sombria e imagens poderosas de verite nos levam além dos estereótipos usuais do mundo do rap e na vida de tislam chapeleiro, um rapper lutador que 's ambicioso para sair do `` capô `` .",0,objetiva
1882,1882,"no entanto, Jane, a filha de 12 anos de Wendy, vê tudo como faz de conta e se recusa a acreditar nas histórias.",0,objetiva
1883,1883,"(King interpreta uma ``princesa da máfia russa``; Roden interpreta um malvado mestre de kung fu que está procurando o pergaminho) baseado na história em quadrinhos muito underground, um imortal monge tibetano (chow) encontra um mentor em uma jovem rua garoto ( scott ) a quem ele pode ensinar a proteger o pergaminho antigo que ele tem guardado nos últimos sessenta anos .",0,objetiva
1884,1884,"o controverso bad-boy da comédia oferece um olhar penetrante sobre sua vida, levantando a cortina de fumaça metafórica que ele sente que obscureceu a visão do público, comentando sobre tudo, desde os perigos de fumar até as provações dos relacionamentos, e desencadeando uma litania ininterrupta. de anedotas estridentes, comentários sociais pungentes e reflexões muito pessoais sobre a vida.",0,objetiva
1885,1885,os melhores momentos de Bow são quando ele está ocupado na quadra de basquete porque é quando ele realmente marca .,1,subjetiva
1886,1886,"uma colorida e alegre celebração da vida; uma tapeçaria tecida de romance, dança, canto e personagens inesquecíveis.",1,subjetiva
1887,1887,"se você está curioso para ver o lado mais sombrio do que está acontecendo com jovens atores de TV (dawson leery fez o quê?! ?), ou vê alguns dispositivos interessantes de contar histórias, você pode querer dar uma olhada, mas não há ' não há nada de muito atraente nesse filme .",1,subjetiva
1888,1888,mas hamilton high está prestes a se tornar um campo de batalha muito real quando um grupo bem organizado de assassinos armados com armas automáticas e explosivos invadem a escola supostamente deserta depois do expediente para usá-la como base operacional para roubo de carros blindados meticulosamente planejado.,0,objetiva
1889,1889,"indeciso sobre seu futuro, yun fei, um jovem poeta desconhecido, vai visitar um velho amigo da universidade nos subúrbios de Pequim para pedir seu conselho.",0,objetiva
1890,1890,"nesta fatia agridoce da vida de solteiro de classe trabalhadora, as melhores amigas Debby e Beth (ambas com mais de trinta anos) vão à procura de amor no lugar errado - ou seja, seu bar favorito, oliver's.",0,objetiva
1891,1891,"quando um rebelde chinês assassina o pai distante de Chon e foge para a Inglaterra, Chon e Roy vão para Londres com a vingança em mente.",0,objetiva
1892,1892,isso não cai bem com seus superiores e eles decidem que rajput agora é um passivo para o banco e eles o demitem.,0,objetiva
1893,1893,armado com $ 20 dólares e uma mochila o pastor william parte em uma aventura pelos estados unidos em uma aventura que mudaria a vida de milhões e o testaria além da medida .,0,objetiva
1894,1894,"M-^E a história é extensa, ilógica e simplesmente estúpida.",1,subjetiva
1895,1895,"a maioria deles percebe que é falsificado, mas é tarde demais para agir.",0,objetiva
1896,1896,o trabalho de um talento exausto e desidratado que não consegue sair de seu próprio caminho.,1,subjetiva
1897,1897,"se você gosta de sangue, coragem e bestas loucas perseguindo homens com armas... você provavelmente vai gostar desse monstro.",1,subjetiva
1898,1898,"enigma é tudo menos enigmático sobre assuntos do coração, e vale bem a pena ver apenas por suas afinidades eletivas.",1,subjetiva
1899,1899,"um mundo completo foi apresentado na tela, não uma série de pontos de enredo cuidadosamente estruturados construindo uma resolução adequada.",1,subjetiva
1900,1900,"após sua chegada, ele ouve falar sobre Monroe Hutchen (Snipes), que é o campeão de boxe da prisão mais bem classificado por 10 anos consecutivos.",0,objetiva
1901,1901,um conto de terror inusitado sobre um grupo de cinco amigos de faculdade em férias em uma remota cabana na montanha quando alguém contrai um vírus comedor de carne.,0,objetiva
1902,1902,"para aqueles em busca de algo diferente, wendigo é um conto genuinamente arrepiante.",1,subjetiva
1903,1903,parte do charme atrevido do filme vem de seu schmaltz vintage.,1,subjetiva
1904,1904,"embora ele tenha tentado manter uma vida de solidão, ele logo se envolve com um artista que está lutando com uma tragédia pessoal e um vendedor de cachorro-quente cubano excessivamente amigável.",0,objetiva
1905,1905,"um trabalho poderoso, convincente e inteligente, embora imperfeito... um filme de enorme ambição que realiza seus objetivos com mais frequência do que não.",1,subjetiva
1906,1906,"esta não é uma recauchutagem da sociedade dos ""poetas mortos"". ``",1,subjetiva
1907,1907,"ritchie pode não ter um pensamento novo em sua cabeça, mas ele sabe como posar madonna.",1,subjetiva
1908,1908,"quando carlitos é solto depois de 2 anos de ``duração``, ele tenta se redimir e dá o exemplo para seu filho de 5 anos.",0,objetiva
1909,1909,"o filme de Ritchie é mais fácil de engolir do que a polêmica alegoria de Wertmuller, mas é autodestrutivo e decoroso.",1,subjetiva
1910,1910,"visto em seus próprios termos, o planeta do tesouro é um entretenimento familiar melhor do que a média, mas os verdadeiros fãs do romance de Stevenson provavelmente preferirão o mais fiel clássico de 1950 de ação ao vivo da Disney.",1,subjetiva
1911,1911,faz um ano desde que Johnny e Wayne criaram o melhor sutiã para a empresa de Samantha.,0,objetiva
1912,1912,"no entanto, quando o livro de Novak é um sucesso completo, catcher se vê sendo surpreendido por ela!",0,objetiva
1913,1913,"estive lá, fiz isso, gostei muito mais da primeira vez - quando foi chamado de profissional.",1,subjetiva
1914,1914,a caracterização foi sacrificada pelo espetáculo .,1,subjetiva
1915,1915,"assim como Steven Spielberg dirigiu 'a . i . ' de Stanley Kubrick ,",0,objetiva
1916,1916,"um drama de fantasia sexy, peculiar e sempre divertido ambientado na Espanha renascentista, e o fato de ser baseado em fatos reais de alguma forma o torna ainda mais atraente.",1,subjetiva
1917,1917,"esses dois fatos provocam uma cadeia de eventos que muda não só sua vida, mas também a de seus amigos de forma brutal. . .",0,objetiva
1918,1918,"embora o apelo do assunto seja limitado e os 106 minutos de duração do filme sejam excessivos, os espectadores que responderem à foto acharão crua, real e catártica.",1,subjetiva
1919,1919,fala com eloquência sobre a relação simbiótica entre arte e vida.,1,subjetiva
1920,1920,"ele me pegou, me girou e me jogou de volta no meu lugar com mais força emocional do que qualquer outro filme recente.",1,subjetiva
1921,1921,"se você puder ir, relaxar e diminuir suas expectativas, você pode se deixar levar por isso.",1,subjetiva
1922,1922,"terra, povo e narrativa fluem juntos em um retrato austero da maternidade adiada e desejo explorado.",1,subjetiva
1923,1923,menos sobre shakespeare do que sobre a prole de tolos que viram o punhado de filmes de gângsteres estridentes de Quentin Tarantino e se ramificaram em suas próprias interpretações pseudo-espirituosas de imitação.,1,subjetiva
1924,1924,"como perguntado no primeiro filme, que tipo de pessoas chamam seu filho de gay m. focker?",0,objetiva
1925,1925,"ambientado em 1989 , durante a semana histórica em que o muro de berlim caiu .",0,objetiva
1926,1926,"tão assustadoramente horrível que você espera que Britney não faça isso mais uma vez, no que diz respeito a filmes.",1,subjetiva
1927,1927,o jovem continua procurando e encontra um oásis de liberdade em um campo de girassóis .,0,objetiva
1928,1928,"mitch (Michael Paloma), nosso protagonista, é um ex-herói da tempestade no deserto com muito azar.",0,objetiva
1929,1929,"no final do filme, meu sobrinho de 6 anos disse: ``acho que venho de uma família desfeita, e meus tios também são todos alienígenas. ``parabéns disney pelo trabalho bem feito, eu gostei tanto!",1,subjetiva
1930,1930,"este é o tipo de filme durante o qual você quer bater a cabeça no assento à sua frente, em sua falta de noção, em sua idiotice, em sua seriedade totalmente equivocada.",1,subjetiva
1931,1931,[ fiji diver rusi vulakoro e o casal Howard e Michelle Hall] nos mostram o mundo que eles amam e nos fazem amá-lo também.,1,subjetiva
1932,1932,"quando o fogo se extingue, nós só ficamos cara a cara com alguns dragões e é aí que o filme finalmente falha.",1,subjetiva
1933,1933,Jolynn está convencida de que seu relógio está correndo e está decidida a fazer Dave ouvir isso - e fazer Dave lavar a roupa.,0,objetiva
1934,Em 1934,suas intrincadas pinturas do diabo e suas elaboradas anotações de diário retratando encontros com ele levaram Sigmund Freud a diagnosticá-lo como um dos primeiros esquizofrênicos conhecidos.,,
1935,1935,"awara paagal deewana é uma comédia de ação, que gira em torno de um dentista que acidentalmente fica preso no submundo e entra em uma montanha-russa.",0,objetiva
1936,1936,"e assim o faz, correndo o risco de expor a feia verdade sob sua falsa fachada.",0,objetiva
1937,1937,"atribuídos ao assassinato cruel no clube de um jovem e promissor grupo de rap, os dois detetives mergulham na indústria fonográfica onde esperam encontrar respostas - idealmente aquelas que também vêm com compradores de propriedades ou audições.",0,objetiva
1938,1938,"é cativante ouvir madame d. referir-se ao marido como 'jackie' - e ele é uma excelente companhia, inclusive como um artista autoconsciente.",1,subjetiva
1939,1939,"poderia ter um pouco mais de humanidade, mas nunca falta em visuais de arregalar os olhos.",1,subjetiva
1940,1940,mais preocupado com as idéias de Sade do que com suas ações. o filme atinge um impacto tão grande ao manter esses pensamentos ocultos quanto . . . [ penas ] fez mostrando-lhes .,1,subjetiva
1941,1941,conversar com ela é tão garantido que não temos absolutamente nenhuma idéia de quem são os personagens principais até que o filme esteja bem encaminhado -- e ainda assim é difícil parar de assistir.,1,subjetiva
1942,1942,"se havia alguma dúvida de que Peter O'fallon não tinha um osso original em seu corpo, um rumor de anjos deveria dissipar isso.",1,subjetiva
1943,1943,um romance platônico piegas e implausível que faz as luzes da cidade de Chaplin parecerem desapaixonadas em comparação.,1,subjetiva
1944,1944,"peralta captura, em entrevistas luminosas e filmes incrivelmente evocativos de três décadas atrás, a essência da experiência dogtown.",1,subjetiva
1945,1945,"o filme não consegue manter seu impulso inicial, mas continua esporadicamente engraçado por toda parte.",1,subjetiva
1946,1946,"anos depois de fugir para os terrenos baldios fora da cidade, Claire, uma das poucas pessoas que restaram que não é viciada, volta à procura do único homem que ainda importa para ela.",0,objetiva
1947,1947,"eles então tomaram conta de um pub em Glenrowan, onde eles basicamente fizeram uma festa, esperando um trem cheio de policiais descarrilar em uma parte da pista que eles rasgaram.",0,objetiva
