Arquivo;FRASE;Polaridade;OBJ/SUBJ
0_69085.txt;positiva.;1;subjetiva
0_69202.txt;Apresentação e qualidade das fotos e videos excelentes.  Pelo preço, comparado a produtos similares deveria acompanhar cartão de memória.  Equipamentos virou do tripé de fixação a uma altura de 10 cm e trancou a objetiva, tendo que ser levada a assistência técnica, pois dava mensagem de erro ao tentar ligar.;1;subjetiva
0_70173.txt;otimo funcianamento;1;subjetiva
0_70241.txt;estou comprando outro para meu filho;0;objetiva
0_7236.txt;A nokia fun camera (acessorio) tem otima resolução alem de ter flash (os celulares com camera integrada não tem flash), os toques polifonicos tem bom volume, viva voz e alem de não ser pesado e não me arrependo de te-lo comprado!!!;1;subjetiva
0_7248.txt;Excelente !!!  Recursos jamais vistos juntos em um único celular: Câmera digital de 2.0 Mega Pixels, filmadora digital, rádio FM, gravador, MP3, etc...;1;subjetiva
0_7813.txt;Pesquise bastante e achei esse o produto com melhor custo beneficio, pois tenho controle emoto simplificado, conectores para o proncipais aparelhos como dvd e vídeo de fácil instalação, boa imagem e opcionais como: relógio, agenda telefonica e muito mais.;1;subjetiva
0_78167.txt;UM PRODUTO COM PREÇO EXCELENTE E D BOA QUALIDADE;1;subjetiva
0_78324.txt;Gostei muito desta maquina, pelo seu custo benefício.;1;subjetiva
0_83463.txt;A fabrica para reduzir custos (imagino eu) baixou a qualidade de seus cadernos de instruções, remetendo apenas o caderno simplificado. Considerando o custo/beneficio ainda assim acho que se equiparam. Deveria ter esperado mais um pouco para adquirir uma TV LCD.;-1;subjetiva
0_83833.txt;Preço alto, com retorno não esperado;-1;subjetiva
0_84447.txt;Produto extremamente saudável para um PC de baixo custo. Excelente para Atividades empresariais que requerem menor consumo de processamento.;1;subjetiva
0_85460.txt;É um computador para quem quer tunar mais para frente ele atende o dia, mais anida é fraco para gamer mais só falta uma placa de video para atender o basico.;1;subjetiva
0_86067.txt;Só recomendo para quem quer portabilidade muito mais do que um minimo de desempenho;-1;subjetiva
0_86314.txt;O produto atende de modo bastante completo a minha expectativa que eu tinha em relação ao mesmo. Estou satisfeito com a aquisição.;1;subjetiva
0_87077.txt;Esta teve é uma otima tv lcd em relação ao custo beneficio.;1;subjetiva
0_87192.txt;em poucas palavras, o botão de sintonizar, preciza ser mais macil.;-1;subjetiva
0_87348.txt;A apple zela por seu nome, um excelente computador com design maravilhoso e um sistema operacional super leve, foi a primeira vez que utilizo o sistema Mac e não quero saber de outro sistema operacional.;1;subjetiva
0_87870.txt;o produto é muito bom, atende as espctativas de que estuda ou trabalha é precisa de um net, para estar conectado;1;subjetiva
0_88420.txt;bom e caro;-1;subjetiva
0_88598.txt;nada a declarar;0;objetiva
0_95130.txt;maravilhoso...dentro do esperado;1;subjetiva
0_95240.txt;maravilhoso, configuração pefeita do jeito que a gente precisa.;1;subjetiva
0_9974.txt;É um bom produto, apesar de apesar da lentidão para iniciar alguns aplicativos  .Tem um design interessante e a bateria dura bastante;1;subjetiva
1_105475.txt;Me parece uma maquina interessante, só o preço que ainda está salgado, vou aguardar um pouco para comprar;1;subjetiva
1_107199.txt;deixou muito a desejar;-1;subjetiva
1_149561.txt;produto de excelente qualidade, fácil manuseio.;1;subjetiva
1_149843.txt;Câmera bonita, com tecnologia touch screen, leve, pequena até. Porém a imagem não sai muito boa quando tirada na claridade. A lente dela tem que estar bem direcionada, focada, para não haver sombra e estragar a foto, ela fica escura, como  se manchada nas laterais da imagem. Para quem quer uma câmera barata com uma boa bateria, ela é ótima, mas a imagem deixa a desejar de dia. No escuro o flash cumpre com todos os requisitos.;1;subjetiva
1_152180.txt;negativa. conector vga, somente 1.;-1;subjetiva
1_153631.txt;Péssimo produto. Nem a assistência técnica sabe resolver. Disseram que os problemas são do próprio aparelho.;-1;subjetiva
1_158870.txt;Um otimo produto a camera digital eu recomendo;1;subjetiva
1_160932.txt;gostei,mas a loja poderia por mais opçoes de cores do produto;1;subjetiva
1_177362.txt;Levem também em consideração o Atendimento ao consumidor na hora da sua escolha.Comprei um netbook Philco em nov/2010. Dois meses depois ele apresentou mau contato no carregador. Levei a uma assistência técnica que o devolveu 20 dias depois, com a placa-mãe trocada e com o MESMO DEFEITO. Deixei novamente na assistência por mais 7 dias. Constatei, em casa, que a placa de vídeo não estava configurada e o WI-FI não funcionava mais. A assistência devolveu com NOVOS defeitos. Deixei novamente para conserto no dia 8/fevereiro. Entrei em contato com a Philco (protocolos 724344 de 09/fev e 735967 de 18/fev), passados 30d não recebi nenhum retorno da Assistência ou da Philco. Solicitei o reembolso do meu dinheiro em 11/março. No dia 19 liguei para pedir uma posição e a Philco disse que sua posição final era de que não devolverá meu dinheiro. Isso é ilegal e estou precisando acionar Procon e Justiça.;0;objetiva
1_193469.txt;Tenho minhas dúvidas quanto a marca do aparelho, o som por exemplo é muito baixo.;-1;subjetiva
1_293032.txt;Em um ano 3 vezes na assistencia técnica para trocar a placa mãe 3 vezes, agora acabou a garantia os problemas continuam mas agora tenho que me virar para fazê-lo funcionar é como um doente sendo remediado esperando a sua hora. Sobre minha experiência com essa marca só tenho a dizer que quero passar longe em compras futuras pois o problema só foi empurrado com a barriga até que o abacaxi acabasse de vez em minhas mãos. Não me senti respeitado como consumidor.;-1;subjetiva
1_301639.txt;melhorando a placa de video ficaria maravilhoso para trabalhos de desenho grafico e cartografico.;1;subjetiva
1_308880.txt;Bom produto .;1;subjetiva
1_334784.txt;No geral, a tablet fica abaixo do esperado, pq não tem bom hardware, sofre com lentidão na resposta, a câmera é ruim e bateria mediana. O que se salva é a grande variedade dos apps do sistema Android e a liberdade em manipular arquivos do pc com a tablet.;-1;subjetiva
1_335685.txt;Excelente produto para manter a pessoa conectada ao mundo da internet.;1;subjetiva
1_338477.txt;É UM OTIMO APARELHO PARA QUEM QUER CUSTO BENEFICIO;1;subjetiva
1_338983.txt;Custo Beneficio razoável, tablets com mais recursos na mesma faixa de preço;-1;subjetiva
1_355682.txt;apesar do alto valor , configuração excelente;1;subjetiva
1_35681.txt;Seu primeiro Note!!! Tá ai...aproveite o preço e passe o carnaval de maquina nova!!!;1;subjetiva
1_38121.txt;Com exatamente 2 meses de uso o equipamento apresentou defeito e foi enviado para a autorizada. A autorizada falou que a placa mãe deveria ser substituída e que demoraria de 10 a 30 dias para o envio da peça mais o tempo de troca da placa. Resultado, preciso do computador para trabalhar e provavelmente vou ficar mais de 1 mês sem ele. Comprei ele no ponto frio por R$1850,00.;-1;subjetiva
1_64179.txt;É um produto de muita qualidade, uma marca confiável. A duração da bateria é ótima, capaz de ficar até 4 dias com a mesma carga. Adorei esse aparelho RECOMENDO!;1;subjetiva
1_64761.txt;Após 5 dias de uso começou a travar ao ligar apresesentando o logo da Samsung . Tem que tirar a bateria e religar.;0;objetiva
1_69675.txt;PERFEITA em todos os quesitos!!! Ótima aquisição e consegui por um ótimo preço e com garantia na Fast Shop!!!!;1;subjetiva
1_71271.txt;Assistir filmes full e otima imagem, para jogar video game então nem se fala...;1;subjetiva
1_86741.txt;custo beneficio muito bom.;1;subjetiva
2_10576.txt;Pelo preço que está no mercado, vale a pena comprar esta câmera. Satisfez todas as minhas expectativas, e se compara com outras câmeras de 4 megapixels muito mais caras.;1;subjetiva
2_20309.txt;Engodo completo. Para uma câmera com 8.1 megapixels as imagens são ruins. As imagens têm uma definição bem inferior à minha câmera de 3.2 megapixels. Tem muitas funções, mas de nada adiantam. Trocarei por outra;-1;subjetiva
2_248260.txt;O produto é bom, mas dói pagar o preço cobrado.;1;subjetiva
2_328886.txt;Computador ultrapassado, pesado, e lento.;-1;subjetiva
2_342117.txt;Comprei e estou esperando chegar. Gosto muito dos produtos Samsung, pois são muito confiáveis, bonitos e com tecnologia de ponta. Há muito pensava em adquirir uma câmera nova, mas ainda não havia encontrado uma que atendesse ao requisito de conectividade, com internet, TV e smartphone (possuo um Galaxy SII), então, pesquisando no Buscapé encontrei essa opção com preço muito interessante pelo que proporciona.;1;subjetiva
2_363792.txt;Dirigida a usuários de nível avançado que pretendem assumir os controles da exposição, a Nikon P510 traz também sofisticada automação para os que preferem preocupar-se apenas em clicar, deixando todos os ajustes por conta da câmera. Recursos como estabilizador, visor eletrônico com diopter, modos de prioridades (abertura e velocidade) e foco manual são muito atraentes mas, atenção, marcam presença na maior parte das câmeras deste tipo.;0;objetiva
2_38621.txt;é um produto de muita qualidade e muito eficeiente;1;subjetiva
2_46369.txt;se ela não esticesse travando e apagando as fotos seria uma excelente camera;-1;subjetiva
2_55322.txt;Comprei e me arrependi. A imagem para canais a cabo instalada na entrada de antena é muito ruim. Aparecem pixel. A imagem parada é boa (modo filme), mas em movimento é uma tortura assistir. A configuração de imagem (tipo modo filme) fica por 30 minutos e retorna ao modo default. Quando desligo, não grava as configurações. Arrependido pela aquisição. Amanha vou trocar!;-1;subjetiva
2_65213.txt;Otimo aparelho,cumpriu o que prometeu,otimas imagens para filmes e programas e nao deixa na mão quem quer jogar um joguinhu de ultima geração;1;subjetiva
7_25647.txt;Decidi comprar pois tenho vizinhos que tem o mesmo produto, não me informaram nada de negativo na camera;0;objetiva
9_378470.txt;Jogando ou assistindo a vídeos a bateria consome muito rapidamente;0;objetiva
27_10931.txt;Estou desde o inicio de abril tentando obter o programa e vários subterfúgios estão sendo usados para não disponibilizar o programa. O SAC da Gradiente vem desde 18 de abril de 2006 me prometendo o programa para sincronização com o PC.;0;objetiva
5_27912.txt;so falta escolher em qual loja vou comprar esse aparelho!;0;objetiva
3_371908.txt;versatilidade por suportar 4 chips e ter garantia de 1 ano, porém, já está descascando com 1 mês de uso;0;objetiva
0_213729.txt;Não posso dar opinião sobre o produto em si pois ainda não o recebi.;0;objetiva
1_357211.txt;shoptime, anuncia o televisor por 512,14 e ao clicar em comprar o mesmo é oferecido por 599,00, quando o cliente entra em contato com o SAC dizem q é erro de digitação.;0;objetiva
6_315739.txt;Não temos opnião sobre o produto pois o mesmo não chegou.;0;objetiva
9_224271.txt;Recebi o aparelho de TV  apos a ligação funcionou  5 minutos, aguardo a 9 dias que a loja venha buscar o aparelho para troca o que ainda não  aconteceu.;0;objetiva
15_238241.txt;não posso opinar;0;objetiva
25_66750.txt;Comprei a TV para usar no quarto, e quando estiver fixada na parede ocupará um espaço muito pequeno.;0;objetiva
5_32654.txt;quero produtos de qualidade com boa aparencia e bem moderno;0;objetiva
0_169149.txt;Se alguém tiver interesse estou vendendo o meu por 250,00, completinho, e ainda está na garantia. Quem tiver interesse é só falar comigo, mande um e-mail para mim. Meu e-mail é o matheuscarogio@gmail.com;0;objetiva
0_66435.txt;nao encontro para comprar o aparelho nem o clip para suporte;0;objetiva
minus_1_65006.txt;estou procurando um notebook para comprar, até o momento estou apenas pesquisando os preços para futuramente comprar;0;objetiva
minus_4_24429.txt;não conheço o suficiente para dar um parecer;0;objetiva
0_192683.txt;Comprei esse micro no inicio de abril na eletroshopping e veio com defeito. O micro não ligou. Agora estou aguardando a confirmação de estorno. Mas por enquanto não me avisaram nada;0;objetiva
0_124616.txt;Preciso de mais tempo;0;objetiva
0_25698.txt;quero saber do preço do celular lg gm210, todas as suas qualidades.;0;objetiva
0_241653.txt;Fiquei apenas 3 dias com o aparelho e devolvi;0;objetiva
0_292586.txt;Fiquei sabendo de muitas pessoas que compraram esse aparelho que todos dessa linha dão defeito no alto falante;0;objetiva
0_353388.txt;Não tenho o produto, então não posso avaliar.;0;objetiva
0_406239.txt;Quebrou com menos de 2 meses de uso.;0;objetiva
0_428388.txt;Eu acho que esta havendo um equívoco no anúncio do site Bondfaro, vcs estão anunciando um produto com foto diferente do que esta nos site de compra, acho melhor vcs verificarem e aguardo retorno do site Bondfaro, pq quero o anúnciado do Bondfaro, igual o da foto.;0;objetiva
0_472686.txt;Não tem Bluetooth, nem vibração!;0;objetiva
0_478682.txt;o celular  com pouco tempo de uso ja esta todo descascado;0;objetiva
1_152486.txt;O aparelho já apresentou defeito. Estou encaminhando essa semana para a assitência detectar a causa do problema.;0;objetiva
1_418360.txt;Apesar de ter Android e teclado qwerty, o produto tem memória RAM e ROM baixas, trava com a instalação de aplicativos, reinicia sozinho e em pouco tempo de uso o teclado apresenta problemas.;0;objetiva
1_430038.txt;Recebi este modelo atravez de um agorado com a LG e com menos de uma semana de uso a bateria ja começou descarregar fora do normal eu passo 12H somente com ele carregado.;0;objetiva
2_185789.txt;Segundo pesquisei antes adquirir é um recordista de reclamações por dar defeito e ter assistência técnica somente no Rio.;0;objetiva
