,Arquivo,FRASE,Polaridade,OBJ/SUBJ
234,0_413911.txt,PRecisava aumentar velocidade de processador e suas memórias SDRAM e NAND FLASH.,-1,subjetiva
235,0_416243.txt,"Pela aparência e características parece ser um bom produto, de grande utilidade, ocupa pouco espaço e tem um designer atraente, porém o meu veio com alguns problemas, bom ao meu ver isso é um tipo de problema que mesmo tento todo apoio e assistência não funcionou muito, ele fica atualizando constantemente, mesmo fazendo vários ajustes oferecidos pelos técnicos da Hp e por outros que entendem melhor do que eu ele sempre volta a ficar atualizando, e isso as vezes demora horas e detalhe isso é quase todo dia e tem dias que é toda vez que ligo, quando vou desligar haja espera.",1,subjetiva
236,0_416243.txt,No restante funcionou bem.,1,subjetiva
237,0_416243.txt,"Pra dizer a verdade fiquei satisfeito com o atendimento da HP, pacientes, educados e o melhor estão realmente disposto a ajudar, retornam as ligações e fazem uma boa pesquisa de campo e fornecem instruções detalhadas.",1,subjetiva
238,0_420494.txt,"O produto é regular, já que fica lente constantemente e trava quando utilizado a tecla virtual.",-1,subjetiva
239,0_422280.txt,"Comprei dois tablets multilaser um da linha Diamond (16/02/13 ) e o outro linha  Vibe ( dia 13 /12/12), dei para minha filha e sobrinha, o das duas não carregam bateria, não funciona o fone.",-1,subjetiva
240,0_422280.txt,"São tablets recém adquiridos e estão com esta situação, fomos nas lojas que compramos e lá dizem que é para entrar neste site para ter maiores informações.",-1,subjetiva
241,0_422280.txt,Não posso levar em qualquer lugar para arrumar .,-1,subjetiva
242,0_422280.txt,Alem destas duas crianças mais um amiguinha comprou igual e está com o mesmo problema.,-1,subjetiva
243,0_422280.txt,"Posso garantir que os dois aparelhos estão em perfeito estado, devido aos cuidados com os mesmos.",-1,subjetiva
244,0_422280.txt,E pergunto que faço ???,-1,subjetiva
245,0_422280.txt,Quem se responsabiliza. ?,-1,subjetiva
246,0_422280.txt,Aguardo retorno urgente.,-1,subjetiva
247,0_43015.txt,Produto satisfatório.,1,subjetiva
248,0_43015.txt,Bom custo benefício.,1,subjetiva
249,0_43138.txt,excelente,1,subjetiva
250,0_431873.txt,"produto de custo beneficio excelente,mas so para navegar e pequenos trabalhos.",1,subjetiva
251,0_434080.txt,"comprei uma tv60lg modelo ls5700 em menos de 20 dias apresentou problemas, não aparece imagem somente som um produto tão caro e de alta tecnologia e com qualidade duvidosa, menos mal que a fabrica se prontificou e efetuou a troca do aparelho mesmo fora do prazo de 7 dias uteis, porque se dependesse da loja WALMART  ainda estaria com a mesma tv só teria enviado a assistência técnica, não recomendo este modelo.",-1,subjetiva
252,0_434338.txt,ja tenho uma tv dessa marca e estou satisfeita,1,subjetiva
253,0_437986.txt,"imagem excelente,consumo baixo,varias entradas hdmi mas o smart faz passar raiva nem uso:falha a conexão com roteador,digitar com controle é insuportável,só aceita mouse e telhado original,falta memoria...",-1,subjetiva
254,0_438370.txt,"O televisor é bonito, o preço que paguei foi excelente e pelas funcionalidades, foi um ótimo custo-benefício.",1,subjetiva
255,0_438370.txt,Atendeu muito bem minhas necessidades e substituiu de forma avassaladora minha antiga televisão de tubo.,1,subjetiva
256,0_438370.txt,Tem as principais conexões atuais.,1,subjetiva
257,0_438370.txt,"O pior ponto negativo é a qualidade do som, é horrível.",1,subjetiva
258,0_438370.txt,"No início achei difícil, mas acostumei.",1,subjetiva
259,0_438370.txt,"Mas ainda assim, é realmente desastroso.",1,subjetiva
260,0_438370.txt,"Poderia também executar vídeos direto do pen drive, assim a porta USB seria melhor aproveitada.",1,subjetiva
261,0_438370.txt,"Não arrependi pela compra, é uma boa opção para quem não é muito exigente e não quer gastar muito.",1,subjetiva
262,0_441463.txt,e a pior tv que já tive com 30 dias a placa do controle remoto estragou ficou 30 dias na autorizada o som e muito baixo,-1,subjetiva
263,0_441915.txt,Uma TV Completa Dentro de um Padrão Básico.,-1,subjetiva
264,0_441915.txt,Para Quem Quer uma TV Grande e Que Não Tenha Muitas Funções.,-1,subjetiva
265,0_441915.txt,"Seu Pior Ponto Negativo é o Som, pois Pelo Preço, deveria ser de Ótima Qualidade, com ele você não escuta corretamente os Graves e Agudos, Pois sua potência é Péssima, chegando a parecer que o Problema é da própria TV.",-1,subjetiva
266,0_44323.txt,"Excelente produto, menu simples, bons recursos no aparelho.",1,subjetiva
267,0_44323.txt,Visor muito bom.,1,subjetiva
268,0_44372.txt,UM PRODUTO DE MUITA TECNOLOGIA E QUALIDADE  MUITO PRATICO POISÉ DE MUITO FACIL USO ALEM DE TODA TRADIÇÃO E CONFIANÇA SONY ERICSSON,1,subjetiva
269,0_452214.txt,isso aí,0,objetiva
270,0_452576.txt,"É uma TV bonita, mas deixa  a desejar em qualidade de som.",-1,subjetiva
271,0_452576.txt,O som é fundamental em uma TV.,-1,subjetiva
272,0_452576.txt,Tenho outra da Samsung e dá pra comparar a qualidade: a da Samsung é infinitamente superior.,-1,subjetiva
273,0_46147.txt,MUITO BOM E DE FÁCIL MANUSEIO,1,subjetiva
274,0_46177.txt,"Um lixo, ruim de pegar sinal, a tela dele é horrível, a câmera é pior do que a do meu chinelo.",-1,subjetiva
275,0_4881.txt,Televisão com imagem e som de ótima qualidade!,1,subjetiva
276,0_4881.txt,Tela plana e 21 polegadas.,1,subjetiva
277,0_4881.txt,Som estéreo e opções SAP.,1,subjetiva
278,0_4881.txt,Muito facil instalação e uso.,1,subjetiva
279,0_4881.txt,Controle remoto simples e garantia que só a Toshiba tem..,1,subjetiva
280,0_59131.txt,"QUANDO ESCOLHI O  PRODUTO CONSIDEREI APENAS O PREÇO POR SER O MAIS ACESSÍVEL, PORÉM AO RECEBER O PRODUTO TIVE A CERTEZA QUE ALÉM DO PREÇO HAVIAM MAIS VANTAGENS TINHA ESCOLHIDO UM PRODUTO DE QUALIDADE.",1,subjetiva
281,0_59255.txt,Recomendo a quem quer um produto simples e eficiente,1,subjetiva
282,0_6057.txt,"Essa máquina tem tudo que eu precisava, além de ser facil de usar a qualidade das fotos e dos vídeos são ótimas!!",1,subjetiva
283,0_6057.txt,!,1,subjetiva
284,0_61894.txt,"exelente facil de manejar, principalmente para um principiante como eu gostei muito estou satisfeito com a aquisição.",1,subjetiva
285,0_62087.txt,exelente imagem desempenho otimo design muito linda,1,subjetiva
286,0_64202.txt,Pelo custo benefício é ótimo.......,1,subjetiva
287,0_64461.txt,Produto muito bom !,1,subjetiva
288,0_66739.txt,pc bom para os afazeres diarios mas deixa a desejar para jogos,1,subjetiva
289,0_66893.txt,Faz pouco tempo que tenho o pc da positivo apesar de esquentar um pouco eu achei ele ótimo!,1,subjetiva
290,0_69085.txt,positiva.,1,subjetiva
291,0_69202.txt,Apresentação e qualidade das fotos e videos excelentes.,1,subjetiva
292,0_69202.txt,"Pelo preço, comparado a produtos similares deveria acompanhar cartão de memória.",1,subjetiva
293,0_69202.txt,"Equipamentos virou do tripé de fixação a uma altura de 10 cm e trancou a objetiva, tendo que ser levada a assistência técnica, pois dava mensagem de erro ao tentar ligar.",1,subjetiva
294,0_70173.txt,otimo funcianamento,1,subjetiva
295,0_70241.txt,estou comprando outro para meu filho,0,objetiva
296,0_7236.txt,"A nokia fun camera (acessorio) tem otima resolução alem de ter flash (os celulares com camera integrada não tem flash), os toques polifonicos tem bom volume, viva voz e alem de não ser pesado e não me arrependo de te-lo comprado!!",1,subjetiva
297,0_7236.txt,!,1,subjetiva
298,0_7248.txt,Excelente !!!,1,subjetiva
299,0_7248.txt,"Recursos jamais vistos juntos em um único celular: Câmera digital de 2.0 Mega Pixels, filmadora digital, rádio FM, gravador, MP3, etc...",1,subjetiva
300,0_7813.txt,"Pesquise bastante e achei esse o produto com melhor custo beneficio, pois tenho controle emoto simplificado, conectores para o proncipais aparelhos como dvd e vídeo de fácil instalação, boa imagem e opcionais como: relógio, agenda telefonica e muito mais.",1,subjetiva
301,0_78167.txt,UM PRODUTO COM PREÇO EXCELENTE E D BOA QUALIDADE,1,subjetiva
302,0_78324.txt,"Gostei muito desta maquina, pelo seu custo benefício.",1,subjetiva
303,0_83463.txt,"A fabrica para reduzir custos (imagino eu) baixou a qualidade de seus cadernos de instruções, remetendo apenas o caderno simplificado.",-1,subjetiva
304,0_83463.txt,Considerando o custo/beneficio ainda assim acho que se equiparam.,-1,subjetiva
305,0_83463.txt,Deveria ter esperado mais um pouco para adquirir uma TV LCD.,-1,subjetiva
306,0_83833.txt,"Preço alto, com retorno não esperado",-1,subjetiva
307,0_84447.txt,Produto extremamente saudável para um PC de baixo custo.,1,subjetiva
308,0_84447.txt,Excelente para Atividades empresariais que requerem menor consumo de processamento.,1,subjetiva
309,0_85460.txt,"É um computador para quem quer tunar mais para frente ele atende o dia, mais anida é fraco para gamer mais só falta uma placa de video para atender o basico.",1,subjetiva
310,0_86067.txt,Só recomendo para quem quer portabilidade muito mais do que um minimo de desempenho,-1,subjetiva
311,0_86314.txt,O produto atende de modo bastante completo a minha expectativa que eu tinha em relação ao mesmo.,1,subjetiva
312,0_86314.txt,Estou satisfeito com a aquisição.,1,subjetiva
313,0_87077.txt,Esta teve é uma otima tv lcd em relação ao custo beneficio.,1,subjetiva
314,0_87192.txt,"em poucas palavras, o botão de sintonizar, preciza ser mais macil.",-1,subjetiva
315,0_87348.txt,"A apple zela por seu nome, um excelente computador com design maravilhoso e um sistema operacional super leve, foi a primeira vez que utilizo o sistema Mac e não quero saber de outro sistema operacional.",1,subjetiva
316,0_87870.txt,"o produto é muito bom, atende as espctativas de que estuda ou trabalha é precisa de um net, para estar conectado",1,subjetiva
317,0_88420.txt,bom e caro,-1,subjetiva
318,0_88598.txt,nada a declarar,0,objetiva
319,0_95130.txt,maravilhoso...dentro do esperado,1,subjetiva
320,0_95240.txt,"maravilhoso, configuração pefeita do jeito que a gente precisa.",1,subjetiva
321,0_9974.txt,"É um bom produto, apesar de apesar da lentidão para iniciar alguns aplicativos  .Tem um design interessante e a bateria dura bastante",1,subjetiva
322,1_105475.txt,"Me parece uma maquina interessante, só o preço que ainda está salgado, vou aguardar um pouco para comprar",1,subjetiva
323,1_107199.txt,deixou muito a desejar,-1,subjetiva
324,1_149561.txt,"produto de excelente qualidade, fácil manuseio.",1,subjetiva
325,1_149843.txt,"Câmera bonita, com tecnologia touch screen, leve, pequena até.",1,subjetiva
326,1_149843.txt,Porém a imagem não sai muito boa quando tirada na claridade.,1,subjetiva
327,1_149843.txt,"A lente dela tem que estar bem direcionada, focada, para não haver sombra e estragar a foto, ela fica escura, como  se manchada nas laterais da imagem.",1,subjetiva
328,1_149843.txt,"Para quem quer uma câmera barata com uma boa bateria, ela é ótima, mas a imagem deixa a desejar de dia.",1,subjetiva
329,1_149843.txt,No escuro o flash cumpre com todos os requisitos.,1,subjetiva
330,1_152180.txt,negativa.,-1,subjetiva
331,1_152180.txt,"conector vga, somente 1.",-1,subjetiva
332,1_153631.txt,Péssimo produto.,-1,subjetiva
333,1_153631.txt,Nem a assistência técnica sabe resolver.,-1,subjetiva
334,1_153631.txt,Disseram que os problemas são do próprio aparelho.,-1,subjetiva
335,1_158870.txt,Um otimo produto a camera digital eu recomendo,1,subjetiva
336,1_160932.txt,"gostei,mas a loja poderia por mais opçoes de cores do produto",1,subjetiva
337,1_177362.txt,Levem também em consideração o Atendimento ao consumidor na hora da sua escolha.Comprei um netbook Philco em nov/2010.,0,objetiva
338,1_177362.txt,Dois meses depois ele apresentou mau contato no carregador.,0,objetiva
339,1_177362.txt,"Levei a uma assistência técnica que o devolveu 20 dias depois, com a placa-mãe trocada e com o MESMO DEFEITO.",0,objetiva
340,1_177362.txt,Deixei novamente na assistência por mais 7 dias.,0,objetiva
341,1_177362.txt,"Constatei, em casa, que a placa de vídeo não estava configurada e o WI-FI não funcionava mais.",0,objetiva
342,1_177362.txt,A assistência devolveu com NOVOS defeitos.,0,objetiva
343,1_177362.txt,Deixei novamente para conserto no dia 8/fevereiro.,0,objetiva
344,1_177362.txt,"Entrei em contato com a Philco (protocolos 724344 de 09/fev e 735967 de 18/fev), passados 30d não recebi nenhum retorno da Assistência ou da Philco.",0,objetiva
345,1_177362.txt,Solicitei o reembolso do meu dinheiro em 11/março.,0,objetiva
346,1_177362.txt,No dia 19 liguei para pedir uma posição e a Philco disse que sua posição final era de que não devolverá meu dinheiro.,0,objetiva
347,1_177362.txt,Isso é ilegal e estou precisando acionar Procon e Justiça.,0,objetiva
348,1_193469.txt,"Tenho minhas dúvidas quanto a marca do aparelho, o som por exemplo é muito baixo.",-1,subjetiva
349,1_293032.txt,"Em um ano 3 vezes na assistencia técnica para trocar a placa mãe 3 vezes, agora acabou a garantia os problemas continuam mas agora tenho que me virar para fazê-lo funcionar é como um doente sendo remediado esperando a sua hora.",-1,subjetiva
350,1_293032.txt,Sobre minha experiência com essa marca só tenho a dizer que quero passar longe em compras futuras pois o problema só foi empurrado com a barriga até que o abacaxi acabasse de vez em minhas mãos.,-1,subjetiva
351,1_293032.txt,Não me senti respeitado como consumidor.,-1,subjetiva
352,1_301639.txt,melhorando a placa de video ficaria maravilhoso para trabalhos de desenho grafico e cartografico.,1,subjetiva
353,1_308880.txt,Bom produto .,1,subjetiva
354,1_334784.txt,"No geral, a tablet fica abaixo do esperado, pq não tem bom hardware, sofre com lentidão na resposta, a câmera é ruim e bateria mediana.",-1,subjetiva
355,1_334784.txt,O que se salva é a grande variedade dos apps do sistema Android e a liberdade em manipular arquivos do pc com a tablet.,-1,subjetiva
356,1_335685.txt,Excelente produto para manter a pessoa conectada ao mundo da internet.,1,subjetiva
357,1_338477.txt,É UM OTIMO APARELHO PARA QUEM QUER CUSTO BENEFICIO,1,subjetiva
358,1_338983.txt,"Custo Beneficio razoável, tablets com mais recursos na mesma faixa de preço",-1,subjetiva
359,1_355682.txt,"apesar do alto valor , configuração excelente",1,subjetiva
360,1_35681.txt,Seu primeiro Note!!!,1,subjetiva
361,1_35681.txt,Tá ai...aproveite o preço e passe o carnaval de maquina nova!!,1,subjetiva
362,1_35681.txt,!,1,subjetiva
363,1_38121.txt,Com exatamente 2 meses de uso o equipamento apresentou defeito e foi enviado para a autorizada.,-1,subjetiva
364,1_38121.txt,A autorizada falou que a placa mãe deveria ser substituída e que demoraria de 10 a 30 dias para o envio da peça mais o tempo de troca da placa.,-1,subjetiva
365,1_38121.txt,"Resultado, preciso do computador para trabalhar e provavelmente vou ficar mais de 1 mês sem ele.",-1,subjetiva
366,1_38121.txt,"Comprei ele no ponto frio por R$1850,00.",-1,subjetiva
367,1_64179.txt,"É um produto de muita qualidade, uma marca confiável.",1,subjetiva
368,1_64179.txt,"A duração da bateria é ótima, capaz de ficar até 4 dias com a mesma carga.",1,subjetiva
369,1_64179.txt,Adorei esse aparelho RECOMENDO!,1,subjetiva
370,1_64761.txt,Após 5 dias de uso começou a travar ao ligar apresesentando o logo da Samsung .,0,objetiva
371,1_64761.txt,Tem que tirar a bateria e religar.,0,objetiva
372,1_69675.txt,PERFEITA em todos os quesitos!!!,1,subjetiva
373,1_69675.txt,Ótima aquisição e consegui por um ótimo preço e com garantia na Fast Shop!!!,1,subjetiva
374,1_69675.txt,!,1,subjetiva
375,1_71271.txt,"Assistir filmes full e otima imagem, para jogar video game então nem se fala...",1,subjetiva
376,1_86741.txt,custo beneficio muito bom.,1,subjetiva
377,2_10576.txt,"Pelo preço que está no mercado, vale a pena comprar esta câmera.",1,subjetiva
378,2_10576.txt,"Satisfez todas as minhas expectativas, e se compara com outras câmeras de 4 megapixels muito mais caras.",1,subjetiva
379,2_20309.txt,Engodo completo.,-1,subjetiva
380,2_20309.txt,Para uma câmera com 8.1 megapixels as imagens são ruins.,-1,subjetiva
381,2_20309.txt,As imagens têm uma definição bem inferior à minha câmera de 3.2 megapixels.,-1,subjetiva
382,2_20309.txt,"Tem muitas funções, mas de nada adiantam.",-1,subjetiva
383,2_20309.txt,Trocarei por outra,-1,subjetiva
384,2_248260.txt,"O produto é bom, mas dói pagar o preço cobrado.",1,subjetiva
385,2_328886.txt,"Computador ultrapassado, pesado, e lento.",-1,subjetiva
386,2_342117.txt,Comprei e estou esperando chegar.,1,subjetiva
387,2_342117.txt,"Gosto muito dos produtos Samsung, pois são muito confiáveis, bonitos e com tecnologia de ponta.",1,subjetiva
388,2_342117.txt,"Há muito pensava em adquirir uma câmera nova, mas ainda não havia encontrado uma que atendesse ao requisito de conectividade, com internet, TV e smartphone (possuo um Galaxy SII), então, pesquisando no Buscapé encontrei essa opção com preço muito interessante pelo que proporciona.",1,subjetiva
389,2_363792.txt,"Dirigida a usuários de nível avançado que pretendem assumir os controles da exposição, a Nikon P510 traz também sofisticada automação para os que preferem preocupar-se apenas em clicar, deixando todos os ajustes por conta da câmera.",0,objetiva
390,2_363792.txt,"Recursos como estabilizador, visor eletrônico com diopter, modos de prioridades (abertura e velocidade) e foco manual são muito atraentes mas, atenção, marcam presença na maior parte das câmeras deste tipo.",0,objetiva
391,2_38621.txt,é um produto de muita qualidade e muito eficeiente,1,subjetiva
392,2_46369.txt,se ela não esticesse travando e apagando as fotos seria uma excelente camera,-1,subjetiva
393,2_55322.txt,Comprei e me arrependi.,-1,subjetiva
394,2_55322.txt,A imagem para canais a cabo instalada na entrada de antena é muito ruim.,-1,subjetiva
395,2_55322.txt,Aparecem pixel.,-1,subjetiva
396,2_55322.txt,"A imagem parada é boa (modo filme), mas em movimento é uma tortura assistir.",-1,subjetiva
397,2_55322.txt,A configuração de imagem (tipo modo filme) fica por 30 minutos e retorna ao modo default.,-1,subjetiva
398,2_55322.txt,"Quando desligo, não grava as configurações.",-1,subjetiva
399,2_55322.txt,Arrependido pela aquisição.,-1,subjetiva
400,2_55322.txt,Amanha vou trocar!,-1,subjetiva
401,2_65213.txt,"Otimo aparelho,cumpriu o que prometeu,otimas imagens para filmes e programas e nao deixa na mão quem quer jogar um joguinhu de ultima geração",1,subjetiva
402,7_25647.txt,"Decidi comprar pois tenho vizinhos que tem o mesmo produto, não me informaram nada de negativo na camera",0,objetiva
403,9_378470.txt,Jogando ou assistindo a vídeos a bateria consome muito rapidamente,0,objetiva
404,27_10931.txt,Estou desde o inicio de abril tentando obter o programa e vários subterfúgios estão sendo usados para não disponibilizar o programa.,0,objetiva
405,27_10931.txt,O SAC da Gradiente vem desde 18 de abril de 2006 me prometendo o programa para sincronização com o PC.,0,objetiva
406,5_27912.txt,so falta escolher em qual loja vou comprar esse aparelho!,0,objetiva
407,3_371908.txt,"versatilidade por suportar 4 chips e ter garantia de 1 ano, porém, já está descascando com 1 mês de uso",0,objetiva
408,0_213729.txt,Não posso dar opinião sobre o produto em si pois ainda não o recebi.,0,objetiva
409,1_357211.txt,"shoptime, anuncia o televisor por 512,14 e ao clicar em comprar o mesmo é oferecido por 599,00, quando o cliente entra em contato com o SAC dizem q é erro de digitação.",0,objetiva
410,6_315739.txt,Não temos opnião sobre o produto pois o mesmo não chegou.,0,objetiva
411,9_224271.txt,"Recebi o aparelho de TV  apos a ligação funcionou  5 minutos, aguardo a 9 dias que a loja venha buscar o aparelho para troca o que ainda não  aconteceu.",0,objetiva
412,15_238241.txt,não posso opinar,0,objetiva
413,25_66750.txt,"Comprei a TV para usar no quarto, e quando estiver fixada na parede ocupará um espaço muito pequeno.",0,objetiva
414,5_32654.txt,quero produtos de qualidade com boa aparencia e bem moderno,0,objetiva
415,0_169149.txt,"Se alguém tiver interesse estou vendendo o meu por 250,00, completinho, e ainda está na garantia.",0,objetiva
416,0_169149.txt,"Quem tiver interesse é só falar comigo, mande um e-mail para mim.",0,objetiva
417,0_169149.txt,Meu e-mail é o matheuscarogio@gmail.com,0,objetiva
418,0_66435.txt,nao encontro para comprar o aparelho nem o clip para suporte,0,objetiva
419,minus_1_65006.txt,"estou procurando um notebook para comprar, até o momento estou apenas pesquisando os preços para futuramente comprar",0,objetiva
420,minus_4_24429.txt,não conheço o suficiente para dar um parecer,0,objetiva
421,0_192683.txt,Comprei esse micro no inicio de abril na eletroshopping e veio com defeito.,0,objetiva
422,0_192683.txt,O micro não ligou.,0,objetiva
423,0_192683.txt,Agora estou aguardando a confirmação de estorno.,0,objetiva
424,0_192683.txt,Mas por enquanto não me avisaram nada,0,objetiva
425,0_124616.txt,Preciso de mais tempo,0,objetiva
426,0_25698.txt,"quero saber do preço do celular lg gm210, todas as suas qualidades.",0,objetiva
427,0_241653.txt,Fiquei apenas 3 dias com o aparelho e devolvi,0,objetiva
428,0_292586.txt,Fiquei sabendo de muitas pessoas que compraram esse aparelho que todos dessa linha dão defeito no alto falante,0,objetiva
429,0_353388.txt,"Não tenho o produto, então não posso avaliar.",0,objetiva
430,0_406239.txt,Quebrou com menos de 2 meses de uso.,0,objetiva
431,0_428388.txt,"Eu acho que esta havendo um equívoco no anúncio do site Bondfaro, vcs estão anunciando um produto com foto diferente do que esta nos site de compra, acho melhor vcs verificarem e aguardo retorno do site Bondfaro, pq quero o anúnciado do Bondfaro, igual o da foto.",0,objetiva
432,0_472686.txt,"Não tem Bluetooth, nem vibração!",0,objetiva
433,0_478682.txt,o celular  com pouco tempo de uso ja esta todo descascado,0,objetiva
434,1_152486.txt,O aparelho já apresentou defeito.,0,objetiva
435,1_152486.txt,Estou encaminhando essa semana para a assitência detectar a causa do problema.,0,objetiva
436,1_418360.txt,"Apesar de ter Android e teclado qwerty, o produto tem memória RAM e ROM baixas, trava com a instalação de aplicativos, reinicia sozinho e em pouco tempo de uso o teclado apresenta problemas.",0,objetiva
437,1_430038.txt,Recebi este modelo atravez de um agorado com a LG e com menos de uma semana de uso a bateria ja começou descarregar fora do normal eu passo 12H somente com ele carregado.,0,objetiva
438,2_185789.txt,Segundo pesquisei antes adquirir é um recordista de reclamações por dar defeito e ter assistência técnica somente no Rio.,0,objetiva
