,FRASE,OBJ/SUBJ
3589," és quilos terrestres urbanos é o hilário conto de amor , amizade e experiências ambientado no campo de batalha de um campus universitário moderno .  ",objetiva
3591," en quanto isso , dure está ficando cada vez mais inquieto com o foco de sua empresa no lucro sobre a arte , o que leva a assinar a dupla enigmática rena e dez , ignorando o talentoso chris .  ",objetiva
3593," a tripulação do submarino , liderada pelo inflexível capitão alexi vostrikov , corre contra o tempo para evitar um desastre nuclear semelhante ao de chernobyl que ameaça não apenas a vida de sua tripulação , mas tem o potencial de desencadear uma guerra mundial entre o super potências .  ",objetiva
3594,já en york até se volta para a florista - que não ajuda muito . ,objetiva
3595," um ano depois , em los angeles , os membros sobreviventes da equipe criam um plano inteligente e desonesto para roubar de volta o ouro e se vingar do traidor .  ",objetiva
3596,a produção de flautista escrita por christian open diz respeito a um homem de number anos ( brian summer ) que retorna à sua cidade natal para enfrentar a dura realidade do suposto suicídio de seu pai . ,objetiva
3597," os oficiais estão convencidos de que este é um serial killer escolhendo vítimas aleatoriamente , mas sam e becker descobrem um padrão envolvendo profissionais de saúde que trabalham em terapia intensiva neonatal .  ",objetiva
3600," você vê o que ele vê , você sente o que ele sente , você experimenta as ilusões horríveis e a beira da insanidade enquanto ele luta para encontrar a linha tênue entre a realidade e o subconsciente .  ",objetiva
3601," no meio das filmagens , stevie é preso e acusado de um crime grave que separa sua família .  ",objetiva
3605,um menino fica arrasado quando as férias planejadas com seu pai são canceladas devido a uma missão de resgate de emergência em um remoto lago canadense . ,objetiva
3606,uma comédia dramática de amadurecimento que trata do efeito que dois ` ` verões ` ` têm na vida de vários adolescentes . ,objetiva
3608,ela está realmente escondendo sua verdadeira motivação emocional atrás de uma máscara . ,objetiva
3611,harry potter está em seu segundo ano da escola de magia e bruxaria de honrares . ,objetiva
3612," en quanto as meninas frustram essa ameaça e derrotam um exército de macacos superpoderosos , as meninas poderosas aprendem que com grandes poderes vêm grandes responsabilidades .  ",objetiva
3615,é então que eles descobrem o mito do ' pão na cama ' - uma cama enorme cheia de dinheiro . ,objetiva
3619," sua casa , recipiente de vidas e memórias , está fechada e trancada .  ",objetiva
3620," o caso fica mais complicado , quando até os próprios policiais parecem se tornar suspeitos dos assassinatos .  ",objetiva
3625," para preservar sua arte e também a si mesma , além da morte , para toda a posteridade , ela mesma colono .  ",objetiva
3628," chuveiro de abril é uma comédia sobre amor , romance e expectativa .  ",objetiva
3629,quilo é agora um homem livre e um novo pai com uma franquia de drogas cobrindo ambas as costas . ,objetiva
3630," pegando na estrada em um sua novinho em folha , eles estão tendo o melhor momento de suas vidas até que algo engraçado acontece no caminho para o show de caminhão monstro em reno .  ",objetiva
3631," por mais risível que seja sua entrevista na vogue fair , incriminando ` ` a máfia gay ` ` por sua queda , ` ` meu jantar com blitz ` ` é ainda mais engraçado , pois leva a entrevista real de cabeça para o padrinho  "" de coppola . ` ` "" "" "" ",objetiva
3632,a busca de peter pan para devolver jane em segurança para casa é prejudicada até que ela possa começar a acreditar na magia da imaginação . ,objetiva
3636," não és te sentido é apenas um diário de viagem , mas há muito mais , do tradicional ao vanguardista , do sublime ao ridículo , muito diferente , altamente original e com uma estrutura narrativa documentário única .  ",objetiva
3637," um dia , uma garota entra em sua loja , que se parece com o amor perdido de larry de marrocos .  ",objetiva
3638,gradual en te ficamos sabendo do relacionamento passado de joe com a mulher morta . ,objetiva
3641,` ` nesse sono da morte que sonhos podem vir . . ` ` ,objetiva
3642," agora , junto com outros sobreviventes , jill valentina , claire redil e carlos oliveira , eles devem lutar para sobreviver , para escapar do pesadelo que assolou raccoon city .  ",objetiva
3646," quando seu pai decide que é hora de um amor duro , ele não paga sua mensalidade .  ",objetiva
3647," quanto mais fundo matt corre para a floresta , mais sua mente se perde para os blackwoods .  ",objetiva
3648," eric , que descobrimos ser um mestre manipulador dos homens da gangue , revela outro lado de jack - um romântico melancólico que poderia ter sido um pianista clássico .  ",objetiva
3651,condi de arando que sua profissão pode ser uma ocupação muito perigosa . ,objetiva
3652," ela o desprezou por não ficar ao lado dela e eles se separaram para sempre com um paro de coração partido entrando em um casamento casto com um homem rico e muito mais velho , alindar chuva ( viaja en doutora chague ) , enquanto um devidas despedaçado caminhava em direção à angústia , alcoolismo & number ; chandramukhi ( manduri pascal ) .  ",objetiva
3653," se eles forem pegos trapaceando novamente , o stark fará uma anotação em seus registros permanentes e possivelmente matará suas chances de entrar na faculdade .  ",objetiva
3655," a culpa que ele sente alterou seu senso de realidade , tornando a vida de matt um mistério cheio de sombras e fantasmas .  ",objetiva
3658,mas ele acreditava firmemente que o teste era necessário para todos os atores & number ; atrizes da indústria pornô . ,objetiva
3659," a história revela três alunos do último ano do ensino médio que se vestem e vivem pela filosofia do ` ` gótico , ` ` bons amigos e grandes rebeldes : escavador , barulhento e dvd .  ",objetiva
3660," tem sushi , o advogado de harry , que sabe alguma coisa sobre harry lena não sabe , eddie , um amigo de harry e sua nova namorada polegada , e finalmente , existem dois policiais que são de fato indesejáveis .  ",objetiva
3663,sua vida emocionante e elegante como um traficante parece ter chegado a um impasse . ,objetiva
3664,uma comédia inteligente sobre um dia na vida de uma barbearia na zona sul de chicago . ,objetiva
3665," a cidade de verba em ruínas está vazia , exceto por suas drogarias , onde os remanescentes do aglomerado populacional , derivam para o esquecimento .  ",objetiva
3667," és pecam en te um deles , holo tokyo boy , foi projetado para ser seu amante .  ",objetiva
3668," no caso , ele logo deduz que o assassino , que encenou o assassinato para parecer um assalto aleatório , pode realmente ser um serial killer que terry estava perseguindo por anos no detetive .  ",objetiva
3670," aka birdseye é a saga de um obsessivo xerife do colorado e seu filho adolescente confiante , que arriscam tudo quando sua reconstrução distorcida de um misterioso caso de sequestro se transforma em uma perigosa caçada por um mítico criminoso suíço .  ",objetiva
3674,o filme se concentra em um assassino moralmente consciente chamado quinn . ,objetiva
3675," juntos eles fogem para a cidade de hamburgo e contrabandeiam com eles o que costumava ser a maior exportação dos grimm , um falcão islandês .  ",objetiva
3676," hoje en reik , o jovem cozinheiro , está perdidamente apaixonado pela encantadora elena , mas não tem coragem de dançar com ela .  ",objetiva
3677," o segundo : um sábado , dois anos depois , onde charlotte e cecil agora um casal , brigam , se separam e finalmente se reencontram .  ",objetiva
3679,ele tem um vasto conhecimento de fotografia moderna e desenvolve fotos para vários clientes no sav-mart . ,objetiva
3680,a pior dor para ele são os próximos number minutos de vida . ,objetiva
3681," os dois homens ( anthony e michael ) são bem sucedidos no mundo de alta tecnologia do vale do silício , e se conhecem desde a infância .  ",objetiva
3682," ela está em um beco sem saída , casada com edgar ( hoje en ary thomas ) , um ladrãozinho que teve seu tiro e errou há muito tempo , mas é muito burro para perceber isso .  ",objetiva
3685," quando eliza descobre que caçadores furtivos no deserto do merendei da áfrica planejam matar uma manada de elefantes com uma cerca eletrificada , ela e seu amigo chimpanzé darwin devem de alguma forma encontrar uma maneira de detê-los .  ",objetiva
3686,anna faz um acordo com vibrante de que ele matará o guru e adquirirá o prêmio em dinheiro oferecido por ele . ,objetiva
3689," lâmpadas , fogo , arame farpado , ratoeiras , grampeadores , tachinhas e vidro são armas de escolha no quintal .  ",objetiva
3691,sem dinheiro e sem sorte sophie ambiciosa pressiona marie a aceitar um trabalho lucrativo como mãe de aluguel . ,objetiva
3694," sands também convence jorge ramirez ( apos en andado do detetive , tem contas antigas a acertar com barrido ) a sair da aposentadoria e tirar barrido e doutor . devera ( doutor . pessoal para barrido , matou o parceiro de jorge há muito tempo ) , que torturou e matou brutalmente o parceiro do detetive de ramirez .  ",objetiva
3696,arizona e murphy estão bastante contentes com essa vida ` ` natural ` ` e seus passados ​​começam a parecer desbotados e desgastados . ,objetiva
3697," nove dentes bons revela muitas das verdades comuns escondidas em todas as nossas famílias , bem como as inesperadas visitas noturnas de jack neruda , casos amorosos ilícitos e o assassinato ocasional .  ",objetiva
3699," red e os meninos embarcam em uma viagem pelo país , a caminho de um festival de fita adesiva nos eua , onde pretendem ganhar o primeiro prêmio criando uma escultura feita com pelo menos number de fita adesiva .  ",objetiva
3700,com certeza irá mantê-lo na ponta do seu assento por causa do sangue e gore ou das garotas bonitas . ,objetiva
3706," ele perdeu seus superiores , e vai precisar de toda a habilidade e astúcia de um solteiro para recuperar sua louis lane .  ",objetiva
3708," o filme inclui sessões de terapia de discussão de vítimas , aconselhamento telefônico , conversas entre policiais e agressores , prisões , debates e discussões entre os trabalhadores do refúgio , tentando decidir o que deve ser feito em determinados casos .  ",objetiva
3709,kiwi está estacionado na pequena cidade de palmito como xerife . ,objetiva
3711,te és sim e sua filha anna estão sempre brigando e elas pensam que uma a outra não vê o quão difícil é a vida delas . ,objetiva
3713,beco sem saída é uma história sobre um homem que tenta acabar com sua vida sem sucesso . ,objetiva
3715," karl é um candidato improvável , um jovem malandro cujo único interesse é ele mesmo .  ",objetiva
3716," julian , um jovem viciado em heroína tatua um tabuleiro tabuleiro nas costas para se comunicar com um espírito que ele conheceu .  ",objetiva
3718,carol miller é uma psicóloga com um segredo obscuro que a impede de fazer contato físico com outras pessoas . ,objetiva
3719," o calendário deles se tornou uma sensação mundial , vendendo mais do que britney spears e cindy crawford .  ",objetiva
3725,ela também tem úlcera e não dorme muito . ,objetiva
3728," bobby aprende rapidamente , no entanto , que smith não é um john normal , e seu encontro tem consequências não intencionais que nenhum deles está preparado para pagar .  ",objetiva
3731," seus sogros , que estão cansados ​​ de eva interferir em suas vidas , decidem arranjar alguém para ela deixá-los em paz .  ",objetiva
3733," no entanto , quando seus rabiscos de uma floresta em espiral continuam a se desenhar , é apenas o início de um processo criativo que a removerá de sua forma maçante .  ",objetiva
3734," após um confronto com um delfo doméstico chamado hobby , harry foge para a casa dos paisley com ron paisley ( rupert grant ) em um carro voador .  ",objetiva
3738,temporadas és te produtivos viaja ao coração da suástica anime em busca de respostas . ,objetiva
3739,bobo e cherne prometem se casar para agradar suas mães . ,objetiva
3740," mas quando saqueadores do mal roubam o corpo de suas mães em uma tentativa de enganar o caminho para a ilha , os irmãos unem forças para entregar sua mãe morta para ser enterrada com seu pai .  ",objetiva
3741," ele relutantemente concorda em proteger uma criança , pinta alberto ( fanning ) , cujos pais são ameaçados por uma onda de sequestros .  ",objetiva
3742," em vez de admitir sua culpa , o detetive recebe um álibi inesperado , mas essa ` ` solução ` ` apenas multiplica a complexidade emocional e a culpa pela morte de seu parceiro .  ",objetiva
3743,o adorável rogue max mackendrick sonha em ganhar muito na melbourne cup . ,objetiva
3745," de sim de então , ele foi considerado louco por todos na cidade , exceto por sua namorada de infância , rachel ( emma caulfield ) , e seu irmão mais novo .  ",objetiva
3746,` ` política é assassinato ` ` é um ` ` filme noir ` ` comédia misturando gins secos com política e assassinato . ,objetiva
3748," no fundo de uma paisagem desértica australiana , tanto espaço e tão poucas pessoas , sandy , um geólogo , e hiromitsu , um empresário japonês , encenam uma história de inconsequência humana diante do universo empolgante .  ",objetiva
3751," assim , christina passa o resto do filme procurando por ele com sua melhor amiga courtney .  ",objetiva
3752,és sa erupção de violência sangrenta se torna o catalisador para o desencadeamento de forças das trevas com resultados aterrorizantes . ,objetiva
3753," um dia na vida de um assassino profissional , confie , que o passa tentando salvar a vida de outro assassino profissional , august , que ele trouxe para o negócio três anos atrás .  ",objetiva
3755," ele é um aspirante a escritor lutando com estes : noites intermináveis ​​marcadas por bloqueio criativo , memórias de uma infância apodrecida com abusos e a sede de desejos sexuais indescritíveis .  ",objetiva
3756," ~ um contrato os une em bucareste : um ataque manipulado a um general romeno candidato à eleição , um ataque durante o qual eles se deixarão matar .  ",objetiva
3759," não importa o que as pessoas tentassem , nada conseguia parar a água .  ",objetiva
3760,durante a caça fedo encontra seu amor maresia - a mulher-pássaro mágica . ,objetiva
3766," no entanto , como a fama de simone dispara , ele não suporta admitir sua fraude para si mesmo ou para o mundo .  ",objetiva
3767," seus velhos amigos e familiares mudaram , quase irreconhecíveis .  ",objetiva
3768," en quanto investiga uma reportagem de capa sobre um misterioso bilionário ( jason paisley ) , ela se vê acusada de assassinato .  ",objetiva
3770," mas em vez de broadway ou filmes , suas aparições foram limitadas a industriais e inferenciais .  ",objetiva
3771,mas ele não planeja a longa fila de outros hóspedes que tentam afastá-lo de sua missão . ,objetiva
3772," quem gostaria de sair na gruta do hef com james alan e três dúzias de companheiros de brincadeira , quando você pode crescer com reaganomics e a saúde declinante do rock hudson ? ` `  ",objetiva
3773,isso significa que ele é capaz de falar / en te en de ar cobras . ,objetiva
3774," ao final , fica claro que a paciente é a mulher da história e o narrador é seu pretendente .  ",objetiva
3775,ele captura o espírito de uma pequena cidade do interior enquanto seus cidadãos descobrem que a cerveja definitivamente tem um gosto melhor quando é de graça . ,objetiva
3778," para escapar de seus problemas e encontrar mulheres , eles reservam uma viagem a bordo de um navio de cruzeiro , sem saber que o agente de viagens acabou de pregar uma peça horrível neles em retaliação por nickname ofender seu amante gay secreto .  ",objetiva
3779," lambi en andado em uma futura grã-bretanha , esta comédia de humor negro gira em torno de um dia na vida de um traficante de drogas .  ",objetiva
3781," um famoso psiquiatra ( te adams ) assume o trabalho de tentar curar pacientes no hospital estadual de seda , administrado por seu médico folclórico ( sam delato ) .  ",objetiva
3782,um renomado cirurgião plástico com um sério problema de jogo deve uma enorme soma de dinheiro à máfia . ,objetiva
3783," és está é a história de um produtor de discos de los angeles ( mcdonald ) fumante de maconha e desocupado , com um namorado estrela do rock ( nicola ) , cujo filho heterossexual ( bale ) volta para casa depois de se formar na faculdade de medicina de harvard com seu rico noivo & number ; ( beckinsale ) , que está trabalhando em um livro .  ",objetiva
3785,en tão eles contratam as faxineiras lésbicas para livrar a cadela do mal de uma vez por todas . ,objetiva
3788,dure é um executivo de uma gravadora de hip-hop com sede em nova york . ,objetiva
3790,os cinco personagens principais são jovens de number anos que são amigos íntimos e sempre saem juntos na casa um do outro e em seu café favorito . ,objetiva
3792," o filme , explora as relações humanas através de seres humanos totalmente identificáveis , levando em conta também os preconceitos , a luxúria da vida e todas aquelas derrotas cotidianas .  ",objetiva
3794," na noite da formatura , eles abrem a caixa e iniciam uma conversa .  ",objetiva
3797,embora muitos na época acreditassem que era uma violação de seus direitos civis à privacidade . ,objetiva
3799," é dia dos namorados , doces são a moeda , e os nova-iorquinos parecem não se cansar de seus doutas favoritos de moisés .  ",objetiva
3800," uma época em que todas as fantasias podem se tornar realidade - infelizmente , não é mais os anos number .  ",objetiva
3801," juntos , eles se unem em uma aventura que os levaria a lugares e pessoas muito inesperados .  ",objetiva
3802," me de a capacidade de um aluno de mentir , trapacear , lutar e matar .  ",objetiva
3803," mas o doutor . joeira e o especialista em terra medley nunca poderiam ter adivinhado que a menina da terra filo adota o experimento como cachorro , dá a ele o nome de ponto e na verdade causa um desenvolvimento emocional na pequena fera .  ",objetiva
3809,um conjunto de assassinatos horríveis tira o agente do detetive will graham ( norton ) da aposentadoria e o coloca em busca de um assassino atroz ( fiennes ) que é movido pela imagem de uma pintura . ,objetiva
3811," um filme peruano que conta a história do lendário ladrão de bancos , orlando gonzáles mais conhecido como jango .  ",objetiva
3812,o inferno final está prestes a ser levantado na terra . ,objetiva
3813," ` ` washington heights ` ` conta a história de carlos ramirez , um jovem ilustrador que quer fugir do bairro latino de mesmo nome para dar um mergulho na cena de quadrinhos do centro comercial de nova york .  ",objetiva
3814," terry , um pirralho mimado é um estudante preguiçoso demais .  ",objetiva
3815," quando sua irmã rebelde , assine ( kerry washington ) , desaparece , eddie burns se vê submetido a uma diabólica e engenhosa campanha de vingança pelo misterioso charlie espectral ( gary cohen ) .  ",objetiva
3818," no entanto , um professor da escola avisou o trem , então a gangue e todos os outros no pub acabaram em um tiroteio com dezenas de policiais .  ",objetiva
3819," o cérebro do jogo roubou sua identidade , colocou-o na lista dos mais procurados do detetive , e está chantageando-o para participar de um plano de destruição do mundo real .  ",objetiva
3823,nunca é demais ter a ajuda de um esquilo que lê mentes - pena que o adam não conhece nenhum ! ,objetiva
3824," som en te os atendentes androides ainda são capazes de ação , mantendo e administrando o ' gotejam en to ' sem pensar .  ",objetiva
3825," mas será que bonito pode convencer seus amigos a fazer uma última e grande trapaça com ele e ser mais esperto que o sistema e o sistema , mesmo que isso signifique possivelmente destruir suas amizades ?  ",objetiva
3827," pois como deus observa que vivemos , alguns de acordo com sua vontade e outros não .  ",objetiva
3831," uma espécie de esteroide , que leva quem toma as drogas para matar .  ",objetiva
3832," vários anos após sua libertação , seu pai usuário de drogas fanny volta à sua vida e quilo relutantemente o recebe de volta com um trabalho de supervisionar todos os seus traficantes de drogas .  ",objetiva
3833," és te filme é baseado em ` ` nosso sol ` ` de robert draw , um romance baseado na vida do ícone e bushranger australiano ned kelly .  ",objetiva
3834," ela é forçada a se aproximar de oxide com uma oferta de um papel em seu ato de vaudeville ( pré en ch en do a lacuna deixada por sua irmã assassinada ) , mas oxide recusa sua oferta , pensando que não precisa de apoio para cobrir a conta .  ",objetiva
3835,uma equipe de cientistas é recrutada em um projeto de acidente para enviar uma nave e uma bomba ao centro da terra para evitar a catástrofe . ,objetiva
3836," jimmy vê a proposta da televisão e volta para a cidade convencido de que pode fazê-la mudar de ideia , mas enfrenta uma oposição formidável de quase todos os lados .  ",objetiva
3839," os amigos podem ouvir , mas quando eles aprendem talvez nunca ou somente quando a jornada começa com você .  ",objetiva
3843,uma tímida inglesa aristocrática se apaixona por um artista mais jovem e arrojado e depois o rejeita temendo o que a sociedade possa pensar . ,objetiva
3844," el és renegaram , mas um rim legítimo fica disponível para transplante .  ",objetiva
3846,o problema é que algo já está esperando por eles lá dentro - algo que não quer que eles saiam . ,objetiva
3848," ouvir comentários de algumas das principais estrelas do no-hold - artem incluindo dório grace , mark herr , keith hackney e abas ruben .  ",objetiva
3850,o filme é uma sátira por trás da música rock & number ; bandas de rolo . ,objetiva
3851," como ela é questionada após os acontecimentos pelo sutil e manipulador doutor . clave , aprendemos como ela encontrou o amor apenas perdendo qualquer contato com a vida respeitável e qualquer aparência de propriedade .  ",objetiva
3852," quinze anos depois , e sua amizade floresceu via e-mail , raja acreditando que ele está conhecendo tina quando é realmente parcel .  ",objetiva
3854," bret é dono de uma pequena mas bem sucedida galeria de arte , equilibrando estética e negócios habilmente .  ",objetiva
3855," mas ele tem seus motivos , pois há uma chance de que seu amor adolescente hollerit apareça .  ",objetiva
3856," de seu relacionamento complexo e duradouro com seu mentor e marido para seu caso ilícito e controverso com leon trotsky , para seus envolvimentos provocantes e românticos com mulheres , frida alo viveu uma vida ousada e intransigente como uma revolucionária política , artística e sexual . .  ",objetiva
3857,lambi en andado number anos após os eventos em ` ` a ameaça fantasma ` ` . ,objetiva
3858,és te filme é uma refilmagem de todos os videogames a casa dos mortos . ,objetiva
3859," supremo chanceler magneto se move por um voto em um exército da república para proteger a república , já que não houve uma guerra em grande escala desde a formação da república .  ",objetiva
3861,samantha nobre ( elizabeth berkeley ) é uma editora de revista de alto perfil . ,objetiva
3862,de pejando libertar-se mais firmemente ele se tranca em de & number ; pendência e falta de poder . ,objetiva
3865,` ` o francês veio e trouxe a arma e o coiote tirou a sonolência ` ` . ,objetiva
3867," infeliz en te as bicicletas dos anciãos estão atrasadas nos correios e acabam pegando carona com um homem mais velho , mas gentil .  ",objetiva
3868," seu sonho havia desaparecido , então ele foi para casa e conseguiu um emprego no posto de gasolina de seu pai em virgil grave , população number .  ",objetiva
3869," as experiências do personagem principal são profundas , ou simplesmente rotineiras ?  ",objetiva
3871," natural en te , nossos meninos se unem e vão para o bronze !  ",objetiva
3873,e um retrato lírico dos guardiões sempre presentes que preservam a harmonia natural da vida . ,objetiva
3875," cinco funcionários de escritório são feitos reféns pelo tímido colega neil ( ned kennedy ) , e seu malvado fantoche morgan .  ",objetiva
3878,um retrato de uma geração que evoluiu para indivíduos e perdeu o respeito pela dádiva do amor . ,objetiva
3879,as mulheres ansiavam por ele e os homens queriam ser ele . ,objetiva
3880," na praia , um barco está sendo lentamente carregado com os pertences pessoais da casa do moribundo .  ",objetiva
3882," à medida que o número de mortos aumenta , cabe à detetive maria delgado - forasteira desconfiada de madrid ( interpretada por mira sorvino ) - para parar os assassinatos bizarros .  ",objetiva
3883," privilegiada e popular , decana difere dramaticamente da alienada alicia .  ",objetiva
3885," embora os patrões tenham matado seu pai , ele é leal a eles e é considerado família .  ",objetiva
3887," sua missão : usando partes iguais de habilidade e humor , pegar arnold guarás , um dos traficantes de armas ilegais mais bem sucedidos do mundo , e frustrar seus planos traiçoeiros para o avião .  ",objetiva
3889," calvin ( cubo ) , que herdou o negócio em dificuldades de seu falecido pai , vê a loja como nada além de um fardo e perda de tempo .  ",objetiva
3890," o escritor de desenhos animados falido , imaginativo muda , afundou em um .  ",objetiva
3897," danny , que fica paranoico e faz uma cena enquanto assistem ` ` der lift ` ` ( filme de terror alemão preto e branco ) e alucina por ser o ator do filme ( ricardo magoou ) , não tem o coragem para enfrentar uma garota com metade da idade dele .  ",objetiva
3898," brad , um estudante de arte que espera ganhar uma bolsa de prestígio , vê sua vida e carreira viradas de cabeça para baixo quando se apaixona por uma professora de sua faculdade , lisa ducharme , que por acaso é a orientadora de tese de sua namorada . . .  ",objetiva
3899," a partir de então , patrícia ascende imediatamente ao estrelato .  ",objetiva
3900," samantha é então forçada a questionar seu próprio lugar no mundo de ambição e poder de tubarão-come - tubarão , onde a verdade é sempre ilusória , os inimigos usam o rosto de um amigo e as apostas são nada menos que vida ou morte .  ",objetiva
3902,o direito de primogenitura da pequena ella é o dom - e maldição - da obediência . ,objetiva
3904,um ex-agente secreto da alemanha oriental foge de seu passado e aterrissa em me bico sob uma identidade falsa . ,objetiva
3909,um jovem padre idealista na irlanda do norte tem sua fé posta à prova quando se depara com o derradeiro dilema moral . ,objetiva
3911," en quanto bob o tomate e as crianças se acomodam para esperar por um guincho para ajudar a colocar a van de volta na estrada , os ` ` piratas que não fazem nada ` ` compartilham uma pequena história sobre um cara chamado james .  ",objetiva
3912," en quanto trata um detetive de homicídios por fumar , o hipnoterapeuta michael starter tem uma visão telepática de uma jovem flutuando sob a superfície de um riacho .  ",objetiva
3913," o caso é reaberto quando mais dois corpos são descobertos , ambos de mulheres grávidas .  ",objetiva
3914," jovem é um tributo à nobreza daqueles homens sob fogo , seus atos comuns de valor incomum , e sua lealdade e amor uns pelos outros .  ",objetiva
3915," seis das nações mais brilhantes artistas de palavras faladas se reuniram em nova angeles em number de setembro , para começar uma jornada transformadora para a cidade de nova york para o aniversário comemorativo de number de setembro .  ",objetiva
3917," el és são judeus , são avós e são lésbicas .  ",objetiva
3920," en quanto eles tentam se manter um passo à frente de pedro , fica claro que há mais alguém na floresta , alguém que está observando todos eles .  ",objetiva
3923," quando saracura é forçada a deixar o time de líderes de torcida depois de conseguir algumas notas ruins , elizabeth se muda para tomar seu lugar .  ",objetiva
3924," quando jack rejeita os avanços alcoólatras de charlie , um inimigo nasce .  ",objetiva
3925," en tão , de number a number , a ` ` gang estande ` ` ( estande , alan heyl & number ; patrick winchester ) rouba até quatro bancos por dia .  ",objetiva
3928," joe é espancado por alguns dos amigos de johnny como um sinal para deixá-lo em paz , e com este ato final de liberdade , johnny deixa o mundo do parking .  ",objetiva
3931,nós entramos e saímos de oito vidas defeituosas e fazemos um passeio mental turbulento onde a realidade de lilia sai do controle e somos levados a um clímax inesquecível onde alguns desmoronam e alguns se juntam . ,objetiva
3933," um astuto publicitário de nova york ( farrell ) que atende um telefone tocando em uma cabine telefônica é informado de que se ele desligar , ele será morto . . .  ",objetiva
3934," sam e ash se tornam bons amigos enquanto lutam para salvar bonsai do novo vilão do time de foguetes , o saqueador mascarado de ferro e sua bola escura , que se torna pokémon malvado e aumenta seus poderes ao máximo .  ",objetiva
3936,uma cartomante turca prevê que a menina vai convalescer se alguém sacrificar sua vida por ela . ,objetiva
3938,isso é especialmente verdade quando ele faz uma conexão especial em uma festa da indústria de hollywood . ,objetiva
3940,o motivo originalmente nobre rapidamente degenerou em uma orgia de derramamento de sangue e terror . ,objetiva
3941," en quanto este fim de semana bizarro se desenrola , vemos exatamente o que adam tem que fazer para preservar sua sanidade e suas amizades .  ",objetiva
3943," quando tarando descobre que está grávida ela decide contra todos os conselhos e intensa pressão social , para manter o bebê .  ",objetiva
3944," ele começa a espalhar o evangelho dos ideais comunitários , que ele absorveu durante suas viagens na índia .  ",objetiva
3945," on de a trilha termina , o terror começa leland fitzgerald ( watson ) , de number anos de fala mansa , comete um assassinato aparentemente sem sentido que choca sua comunidade , afetando tanto a família da vítima quanto a sua própria .  ",objetiva
3950," chegando nos eua com um passaporte falso , ela foi presa pelo fins por um ano enquanto seu caso de asilo estava sendo julgado .  ",objetiva
3951," nadine trabalha lá como prostituta , embora seja casada e com filhos , hannah mantém a agenda de compromissos , christie é uma atriz que foi escalada como prostituta e deve aprender os meandros , e josephine é uma estudante que é forçada a por razões econômicas .  ",objetiva
3952," ` ` lutador leste e oeste ` ` nos leva a este mundo através da história de wayne vieira do havaí , também conhecido como kamakiiwa , um ex-lutador profissional de lutador no japão cuja carreira profissional foi interrompida por uma lesão , mas que se recuperou para se tornar um campeão no crescente mundo do lutador amador .  ",objetiva
3953," como ` ` creche do papai ` ` começa a pegar , ele os lança em uma rivalidade cômica com a diretora durona da chapman academy , senhora . harridan ( anjelica huston ) . .  ",objetiva
3956," john e a estrela de patinação no gelo mundialmente famosa , elena , estão prestes a assinar os papéis do divórcio quando percebem que , apesar de tudo que está acontecendo ao seu redor , vale a pena lutar pelo amor deles .  ",objetiva
3958," os documentaristas weiss e weber criaram habilmente um registro de um tempo maravilhoso e um grupo selvagem nas cocientes , e você não vai querer perder um minuto disso .  ",objetiva
3959," bruce boland é um repórter de televisão , que atualmente recebe o que considera atribuições indignas , o que o torna alvo de uma piada .  ",objetiva
3961," eva en atual en te , crase se uniu ao técnico de vídeo john martinez para documentar suas façanhas , uma associação que pode muito bem ter levado ao seu assassinato em um quarto de motel em scottsdale , arizona , em number , que permanece oficialmente sem solução até hoje .  ",objetiva
3963," é uma história de amor em havana no início do século século , entre uma jovem de hait & hashtag ; e um homem alemão .  ",objetiva
3964," thomas escapa por pouco quando seu irmão sean encontra um osso da sorte , e sugere que eles façam um desejo .  ",objetiva
3965," ninguém mais , isto é , até que um grupo extraordinário de seis bandidos aterrissa em sua varanda da frente .  ",objetiva
3969," o fim da inocência já começou e um novo caminho , escuro e esperançoso , espera como os navios além de sua janela .  ",objetiva
3971," ao mesmo tempo , o cientista e empresário norman arlequim , após a exposição a um gás nervoso experimental , desenvolve uma personalidade alternativa ; o duende verde super forte e psicótico !  ",objetiva
3972,joseph acabou de terminar com a namorada e não está aceitando muito bem . ,objetiva
3973," o pesadelo não acabou , william birkin ordenou que a colmeia fosse reaberta , e ao fazê-lo contaminou toda raccoon city , uma cidade dos dada , com alice presa bem no meio .  ",objetiva
3974," um dia , ele veio até ela e pediu para ela jantar e levá-la para casa .  ",objetiva
3975,um ` ` poema de filme ` ` que é uma versão atualizada de number do famoso filme de correios de number ' night mail ( number ) ' . ,objetiva
3976,e se ele escapou com a intenção de se juntar a todos aqueles outros gênios do mal nazistas na ensolarada américa do sul ? ,objetiva
3977," ele usa métodos radicais para obter alguma mação de magneto , e planeja um ataque à escola mutante do professor xavier quando só há wolverine e os jovens alunos ( jean gray e storm estão procurando um novo mutante , armageddon , e xavier e cólicos estão na prisão de plástico do magneto ) .  ",objetiva
3978,o escritor cria a história de um homem idoso que busca a felicidade por causa da perda recente de sua esposa . ,objetiva
3982," o declínio de hylé em um  "" inferno vivo "" "" é parte de uma jornada para aquela coisa que todos nós lutamos dentro de nós mesmos . "" ",objetiva
3983," quando ele tenta conceder a todos o que eles querem , o tumulto acontece .  ",objetiva
3984,o que eles logo descobrem é que não estão sozinhos . . . e não é um soldado alemão que está caçando eles . ,objetiva
