
texto, rótulo, rótulo_texto
"Todo mundo ao seu redor tenta conversar, brincar e se expressar.",0,subjetivo
"Eu estava debatendo se deveria dar três ou quatro estrelas, mas decidi dar 3,5*, ou seja, três melhores.",0,subjective
"Pelo menos a ideia em si é perfeita (depois de Matrix ou do Gamer mais civilizado ou do colorido Avatar, filmes semelhantes estarão esperando por nós com mais frequência), e eu diria que mais cedo ou mais tarde definitivamente o veremos (eu apenas dizer que depois de ficar deitado o dia todo nossa civilização ficará ainda mais gorda, provavelmente como em Wall-e).",0,subjetivo
"Poucos de vocês podem imaginar, mas ele vai ganhar rouxinóis mesmo depois de morto.",0,subjective
"E como acho que não há muitos fãs de automobilismo aqui, acho que a classificação geral do filme é um pouco superestimada.",0,subjective
"Natureza linda, francês compreensível - fiquei simplesmente fascinado por este filme.",0,subjective
"Muitos diálogos entre os atores principais, nos quais tudo é realmente baseado, mas não importa porque é engraçado e aos poucos aprendemos algo mais sobre os personagens e também observamos como o amor cresce entre eles.",0,subjetivo
"É um filme tão chato que lutei muito para não dormir e assisti até o fim.",0,subjective
"De qualquer forma, um filme processado de forma mais inteligente pode cumprir uma função semelhante.",0,subjetivo
E a vadia loira nem mostrou os peitos!,0,subjetivo
"Talvez exatamente o oposto, é o gênero certo para Vlasta Burian.",0,subjetivo
"Uma grande vantagem é definir a história no mundo da arte, leilões de arte e antiguidades.",0,subjective
"Isso mostra que Jean-Claude também pode desempenhar um papel onde 1 tiro = 1 frase não se aplica.",0,subjective
"Você criou o romance mais bonito dos últimos anos, puro e claro como lagos escoceses...",0,subjetivo
"Câmera absolutamente impossível, eu provavelmente fotografaria melhor com um tripé caseiro.",0,subjetivo
Eu estava esperando algum tipo de pesadelo surreal, e o que recebi foi essa aventura pós-moderna absolutamente insana.,0,subjetivo
"No começo, o filme parecia bastante animador para mim, mas aos poucos foi se tornando cada vez mais chato.",0,subjective
Como fã de ficção científica, coloco essa peça entre os dez primeiros.,0,subjetivo
"O nível de desprezo, incompetência e falsidade não é significativamente diferente.",0,subjetivo
"A propósito, essa atriz tem um potencial enorme, valeria a pena desenvolvê-lo e dar a ela mais oportunidades de mostrar seu talento.",0,subjetivo
Baby Driver também é muitas vezes mais engraçado que a Trilogia Sangue e Sorvete ou Scott Pilgrim, eu realmente tive ataques de riso às vezes.,0,subjetivo
Pretendo homenagear o recém-falecido R. Williams com esta exibição e outros filmes.,0,subjetivo
"Enquanto eu fiquei entediado no meio do livro, isso não aconteceu com o filme e eu gostei da poética de Burton por todos os 128 minutos.",0,subjective
Um dos meus filmes de infância favoritos.,0,subjetivo
"Ótima comédia de terror de ficção científica de filme B que eu amo desde a infância.",0,subjective
"O drama de guerra emocionalmente poderoso é um impressionante mosaico cinematográfico que retrata a tragédia da vida de pessoas subitamente colocadas umas contra as outras sob a mira de uma arma.",0,subjective
"Além disso, o comportamento dos personagens aqui parecia surpreendentemente lógico e realista, os criadores não escorregaram desnecessariamente em algumas improbabilidades e absurdos loucos, mas apenas se prenderam ao medo puro crível, impulsos humanos reais, personagens e o desejo de sobreviver, tão seriamente não é divertido.",0 , subjetivo
"Está claro para mim que não é exatamente uma representação realista de uma típica família medieval, mas ainda assim gostei de todos os personagens e estou muito feliz em voltar a eles.",0,subjective
"E eu não diria que é porque Bale não sabe atuar - um personagem mal escrito é mal interpretado.",0,subjective
"Não é que eu não goste do humor de Stiller, é só que ele não prende meu interesse durante todo o filme.",0,subjective
"O fascínio dele pela nudez absoluta também está próximo de mim e também compartilho a ideia de que mulheres desamarradas e confortáveis ​​com vista não são equivalentes a cachimbos estúpidos!:-)",0,subjective
"Talvez esse filme também tenha um enredo, mas só me lembro dele é de Raquel Welch de biquíni branco.",0,subjective
"Como não sou um grande fã de ficção científica (Star Wars não conta), não pude evitar, mas só gostei de algumas partes do filme (a bala da Primeira Guerra Mundial), mas fora isso pura média.",0 ,subjetivo
Uma excelente escolha para programação de TV tarde da noite de fim de semana.,0,subjetivo
grande suspense mistério desastre filme com final incrível.,0,subjetivo
"Não mostra quase nenhum erotismo, há apenas pequenas dicas.",0,subjetivo
"Não tem muita coisa acontecendo, mas ainda assim gostei mais do que o primeiro X-Men.",0,subjetivo
"O fato de eles se encaixarem lindamente no set, já vimos em Crazy Stupid Love, neste caso eles só confirmam.",0,subjective
"O novo Bond interpretado por Daniel Craig suprimiu perfeitamente todo o charme de Bond o máximo possível.",0,subjective
Além disso, é uma boa mudança de todos os tipos de fantasmas e demônios clássicos, e também é finalmente aperfeiçoado nos índios depois de muito tempo.,0,subjetivo
"O sentimento geral é muito positivo e este filme manteve seu charme até agora, um item claramente cult.",0,subjective
"É um filme B de ação decente com um Ethan surpreendentemente bom no papel principal, que tem pulseiras digitais costuradas em seu pulso e não tem muito tempo sobrando.",0,subjective
Ele puxa você para a história melhor do que IMAX :-).,0,subjetivo
"Depois de revelar o ponto final, quando você puder rir com vontade, você perdoará Vojta Snowboarders e apreciará a atuação sutil de Ondřej Sokol, seus quatro por cento Richard foi uma cereja no topo do bolo.",0,subjective
"E finalmente vem a passagem do horror, não tão longa, talvez não tão assustadora, mas certamente impressionante.",0,subjective
De qualquer forma, os fãs de ação encontrarão seu caminho.,0,subjetivo
Lixo normal de TV :-( E eu estava bem entediado em cima disso :-( Horror :-(,0,subjetivo
"É inacreditável, mas eu vi este clássico do cinema tcheco pela primeira vez ontem.",0,subjective
"Cena de abertura perfeita, tiroteio final, música, Russel, Denzel .. Eu posso continuar e continuar.",0,subjective
O cinegrafista deve estar em uma confusão.,0,subjetivo
"Se eu pudesse me livrar do clássico "Pegue seu dinheiro e saia" provavelmente daria uma nota mais alta, mas não poderia.",0,subjetivo
"O filme se destaca da média principalmente pelo elenco, que joga o filme das águas do romance para um drama crível e divertido ao mesmo tempo.",0,subjetivo
"Mas termina ainda mais dolorosamente, o ano de 2012 está cheio de mais uma pomposa inutilidade.",0,subjective
"Quanto ao fato de ser Seagal, era mais do que possível e o ponto final (embora não totalmente surpreendente) com os gêmeos criminosos foi muito bom.",0,subjective
"Não é nada muito longo, mas mesmo 107 minutos parecem muito tempo aqui.",0,subjective
"E como um verdadeiro "herói"" ela também tem uma história!",0,subjetivo
"Mesmo assim, considero um curta sólido com o qual você vai se divertir muito pela primeira vez.",0,subjective
"Quanto ao tumulto da guerra, não tive medo com Gibson, ele atirou brilhantemente, tradicionalmente apressado com alguns "lanches" nutritivos", então se encaixa muito bem, no entanto o ambiente civil da história (embora forte, isso é sem debate) com muita fome de louros e então os diálogos já são terrivelmente artificiais, teatrais e além do limite da naturalidade.",0,subjetivo
"Talvez apenas a filha mais velha pudesse ser tolerada no filme graças à sua ""maturidade"", graças à qual ela não é um monstro como os outros.",0,subjetivo
"Na verdade, já se passaram mais de 30 anos desde que vi esse filme e só me lembro que talvez pela primeira vez eu derramei lágrimas enquanto assistia ao filme.",0,subjective
"Não vou escolher nenhum, porque não consigo me identificar muito com o trabalho dele.",0,subjective
"Heróis americanos, grandes efeitos da nação americana orgulhosa e dublagens decentes e alienígenas bem feitos.",0,subjective
"A única coisa que falta para avaliar a temporada de drama coreano de 2017 é Bad Guys 2 e Korean Odyssey, mas não espero que a ordem mude drasticamente.",0,subjective
a única vantagem são os efeitos de sucesso, mas eles não vão salvá-lo nem por acaso...,0,subjetivo
Desconfortavelmente sob a pele drama existencial da guerra.,0,subjetivo
"Era cheio de ação a ponto de estourar, não havia nenhum vagabundo do Lex Luther, apenas muito suspense e reforçado pelo mais recente cinema 4dx ;-)",0,subjetivo
Congelando e isso é praticamente o melhor que termina.,0,subjetivo
"E deve-se dizer que, embora o filme original tenha um título de uma palavra completamente estúpido, embora descritivo com precisão, foi possível criar uma peça de bem-estar que talvez fosse paradoxalmente fácil de passar, e fiquei muito agradavelmente surpreso.",0 , subjetivo
"Tendo uma classificação final melhor (na escala do absurdo divertido, eu preferiria números mais altos, ao contrário dos atores), é uma pontuação completa...",0,subjetivo
"Muitas vezes é um homus sólido, outras vezes os olhos de uma pessoa "cruzam"".,0,subjetivo
"Claro, o filme "Um Lugar Silencioso" brinca com o fato de que há sustos, às vezes um pouco bregas, mas funcionam.",0,subjetivo
"Uma história cheia de diversão, amor e suspense que você vai curtir com toda a sua família!",0,subjetivo
"Eu aconselharia todas as atrizes liberais imaculadas a serem mais abertas ao método Stanislávski e, em vez de circundar os resumos de seus colegas e reclamar do Oscar sobre o quão difícil era (sem mencionar o uso de dublês), entrar nessa direção e mostrar o que é atuar.", 0, subjetivo
"Na primeira parte, onde houve uma conversa engraçada dos Autobots, foi bom ouvir isso, mas quando a maioria das cenas em que os gêmeos Autobot aparecem estão cheias disso, é um pouco chato (todos as outras cenas engraçadas são boas)." ,0,subjetivo
"Seu estilo de contar histórias, humor, poética específica e inconfundível, que alguns já classificam como "kitsch"".,0,subjetivo
Val Kilmer como GAY Perry também brilha.,0,subjetivo
"Como eu gostei muito do primeiro tema e algumas cenas e diálogos foram ótimos, o segundo parece bastante, mas realmente muito patético e não confiável.",0,subjective
"O robosuit é realmente incrível mesmo depois de 30 anos, eles cuidaram bem dele e não parece um plástico barato, o resto (especialmente a animação do robô) parece um pouco sem graça.",0,subjective
"Claro que quase todos os clichês de gênero estão presentes no filme, mas os criadores souberam trabalhar com eles, afinal, o filme foi criado como uma adaptação de um livro de um mestre da área.",0,subjetivo
"Muitas pessoas comparam com os Loners anteriores de Ondříček - eu fiquei mais impressionado com One Hand Doesn't Applause, embora os Loners um pouco mais superficiais sejam um trabalho muito bom.",0,subjective
Mas, novamente, há uma excelente Camomila.,0,subjetiva
"Apenas a realidade crua e dura, a sujeira, (desculpe o trocadilho) besteira cotidiana e um velho carregando isso nas costas.",0,subjective
"Cenários simples, cenas individuais executadas sem exigências, juntamente com a aparência minimalista dos figurinos, combinam com tudo, porque não é realmente sobre isso.",0,subjective
"3 estrelas, mas principalmente para o velho Žižkov", 0, subjetivo
"De qualquer forma, não se tratava de "AQUELE"" aqui, então você vai gostar da visão de um jogo com ""carne"", gostei da combinação de um jogo de ação com uma variação de jogo de ""Sim City "" quando você se depara com personagens desavisados ​​e inicia um tiroteio.", 0, subjetivo
Este é meu quarto filme baseado em um livro de Nicholas Sparks.,0,subjetivo
"Por custar o que custou (ou seja, barato) e ter o personagem principal pelo que ele era (um personagem divertido e heróico saído de um filme de ação dos anos 90), este é o melhor filme B que a ficção científica de ação poderia oferecer." ,0,subjetivo
"Também me diverti com as legendas traduzindo o que a pequena Sunny "diz.",0,subjetivo
"O Diário do Rum definitivamente não está entre os melhores filmes de Depp, mas também não decepcionou.",0,subjective
"Este é o pico de atuação de Russell Crowe, que não me decepcionou novamente.",0,subjetivo
"Depois de anos evitando todo o fenômeno Frozen, finalmente tenho que admitir que, como uma garota da Disney, é um espetáculo agradável.",0,subjective
"Foi criado por um diretor muito talentoso, complementado por excelentes atuações, enriquecido por uma equipe que levou o filme várias classes mais altas.",0,subjective
"Que não é brincadeira é mais do que óbvio, considerando o tópico em si.",0,subjective
"Uma espécie de drama romântico comum, que eu já vi muito, mas ainda assim algo tão terrivelmente estranho.",0,subjective
Você não pode avaliar isso negativamente... você não pode!,0,subjetivo
"50% Existem alguns personagens simpáticos e algumas cenas engraçadas, mas isso se arrasta como um fedor e tudo parece uma merda.",0,subjective
Eu não vou derrubar o desempenho dele na época.,0,subjetivo
"Não posso dizer que todas as partes estavam cheias, principalmente no início houve pontos fracos, mas na 7ª parte (e acima) foi apenas um excelente passeio que conseguiu surpreender mesmo quando você pensava que afinal, nada mais virá.",0,subjetivo
"Nada vai salvar nem máscaras, canções de Karen O. ou monstros falantes... PS Não conheço o rascunho, mas duvido que um livro infantil popular fosse escrito com esse espírito...",0,subjetivo
"Juntamente com Dia da Marmota, outra bela comédia romântica com um Gerard Depardieu mais ou menos feio, mas ainda mais simpático e carismático.",0,subjetivo
"Onde o livro vacila, os roteiristas colocam o trabalho e embelezam a atmosfera como deveriam.",0,subjective
"Se houver um manual "Como fazer um filme em movimento", então Jiří Vejdělek deve lembrar para a próxima vez que não é uma boa ideia usar o livro inteiro, mas selecionar apenas algo.",0,subjective
O conhecido comediante negro Richard Pryor se destaca no papel principal da comédia maluca.,0,subjetivo
"À primeira vista, o filme é uma reminiscência do filme posterior Nascido em 4 de julho com Tom Cruise, porque mesmo aqui o veterano em cadeira de rodas Luke Martin retorna da guerra, cujos ideais juvenis foram substituídos pela dura realidade e uma personalidade pessoal. lutar contra a guerra.",0,subjetivo
Pelo menos eu vi isso como uma comédia.,0,subjetivo
"Jiří Strach não apenas escolhe o tema certo para o filme, dirige-o brilhantemente, escolhe os atores certos, interpreta um pouco de latido... mas também canta Kyrie eleison lindamente!",0,subjective
"Se fosse um filme amador, eu daria uma estrela, porque conheço alguns filmes amadores, então posso comparar objetivamente.",0,subjective
Mas ainda é engraçado e divertido para mim.,0,subjetivo
"A única coisa que eu poderia reclamar sobre isso (de outra forma uma obra-prima, principalmente graças à ideia) é que os créditos duram quase tanto quanto o episódio inteiro, então ficamos felizes se o enredo geral for de pelo menos 10 minutos em um episódio. ",0, subjetivo
Músicas de culto e a batalha final com Creed.,0,subjetivo
Ainda assim, achei a cor do dinheiro muito comum.,0,subjetivo
"A aparente frouxidão de todo o projeto é equilibrada pela certeza de direção de John Landis, com a qual ele combina a poética dos videoclipes com a estilização musical.",0,subjective
"A ausência de nomes famosos não importa, pelo contrário, deu ao filme mais uma certa autenticidade.",0,subjetivo
Vladimír Menšík se destaca... e é definitivamente uma pena que ele não tenha tido muitas oportunidades semelhantes para realmente interpretar um personagem dramático.,0,subjetivo
"Está ficando velho principalmente por causa da animação um tanto monótona dos personagens, onde o nível de detalhes já é pequeno para os padrões atuais.",0,subjetivo
No entanto, provavelmente houve mais ação aqui e eu gostei mais da música.,0,subjetivo
"E estou bastante surpreso que o gênero do filme não seja ação.",0,subjetivo
"O melhor é que esse filme fez a dupla Fey+Poehler.",0,subjetivo
Ótimo elenco e enredo zero.,0,subjetivo
"Christoph Waltz fez uma excelente atuação e me encantou como sempre.",0,subjective
A absolvição realmente não merece mais do que 2* de mim.,0,subjetivo
"Mundo superficcional, personagens, títulos, um bom enredo um tanto previsível, mas devo dizer que não fiquei entediado e fiquei agradavelmente tenso durante quase todo o filme.",0,subjective
Eu me diverti muito com eles.,0,subjetivo
"No entanto, se eu suspeitasse que seria um drama ambiental sério, provavelmente não teria dedicado meu tempo a isso.",0,subjetivo
"Mesmo no final, haverá muitas faltas de lógica e coisas do tipo, mas por que criticar quando talvez seja o primeiro filme de terror que me deu um calafrio (nos últimos vinte minutos).",0,subjetivo
"Mas tiramos o chapéu para os criadores, é fácil passar do limite de suporte com imagens de natureza semelhante, mas estas conseguiram ficar nos pântanos ""isso não é tão embaraçoso"".,0,subjective
"Talvez para pessoas que não se importam com espaço e ficção científica, isso pode ser uma dor.",0,subjective
"Não estou falando aqui sobre as performances de atuação ou canto, que definitivamente não elevariam a classificação, mas sobre a bela história, cujo cenário é tão próximo de mim.",0,subjective
"É meia boca e o resultado é um filme que corresponde aproximadamente a se Ultraman foi feito por algum filme B americano médio.",0,subjetivo
"Sim, é bom, é... legal.",0,subjetivo
"Mas a música que só aqui, no filme mudo, absolutamente se destaca e cumpre seu papel cinematográfico original?",0,subjetivo
Uma missão promissora de captura da selva paragan se transforma em uma fuga sem esperança da selva.,0,subjetiva
"Visualmente perfeito, agindo totalmente crível.",0,subjetivo
"O filme também combina desajeitadamente animação bidimensional e tridimensional, o que é especialmente perturbador para as pessoas que alternam entre esses modos de exibição às vezes.",0,subjetivo
"Tim Roth é o número um absoluto neste papel e, embora eu adore Psych, Lie to Me é um avanço na qualidade.",0,subjective
"Eu queria dar quatro, mas quando vejo assim, dou cinco.",0,subjective
A primeira série é bastante agitada e há muito pouco fluff secundário.,0,subjetivo
"A trama era mais rápida, um pouco mais sombria e você podia apreciar a faísca entre Andrew Garfield e Emma Stone ao fundo.",0,subjective
Além de outro importante pier de fuga inglês (Boy A), oferece a experiência mais íntima deste ano.,0,subjetivo
Realisticamente, a trilha sonora foi filmada e não este filme, queridos pacientes... bem, agora tomem essas pílulas e durmam!,0,subjetivo
"E ainda tem uma reviravolta, algumas partes funcionam perfeitamente e pelo menos o durão King (que me lembrou fortemente Duke Nukem) não é estranho nem por um momento.",0,subjective
"Além desses detalhes criativos maravilhosos (...) devo dizer que gostei muito da forma como a língua da cobra é manuseada.",0,subjective
Uma baleia gorda e uma vaca vaidosa na estrada - THE NEW PRIMA TV SHOW.,0,subjetivo
"Talvez eu mude de ideia se assistir a série, assim no máximo 3*.",0,subjective
"No entanto, um grande número de porcos antipáticos e sem escrúpulos em uma história me deixou exausto, e como eles sobreviveram bravamente me irritou.",0,subjective
"Langmajer, Babčáková e Sobota em seus arquétipos, além de um coquetel mortífero das mulheres mais gostosas do mundo tcheco contemporâneo: Plodková, Boková, Sandra Nováková e até a própria Velká Blondýna...",0,subjetivo
"Representação completamente irreal de captores alemães, cada tentativa de fuga resultaria em atirar no (ou melhor, no) fugitivo, além do qual alguns outros prisioneiros seriam baleados.",0,subjective
"Salma Hayek é linda e também cheia de rostos para lembrar /Cheech Marin, Buscemi, Danny Trejo/.",0,subjective
No entanto, a forma como Bourne se destacou na tela do cinema é inesquecível... Praticamente perdi o medo com as duas primeiras notas do tema familiar e curti um dos melhores thrillers de ação da minha vida.,0,subjetivo
"É um caso bem medíocre, mas Tom Hanks fez um trabalho decente e Daryl Hannah, a sereia, ainda era muito gostosa na época.",0,subjective
"Sinto muito que este seja o último Wolverine como o conhecemos.",0,subjective
"Ao bom, tenho que acrescentar o estranho acompanhamento musical e a performance de Robert Carlyle, que faz sobressair ainda mais a melancolia e a suavidade de Guy Pearce.",0,subjective
"Por outro lado, é um filme francês com o maior product placement que eu já vi.",0,subjective
O filme me surpreendeu e o espectador definitivamente não ficará entediado.,0,subjetivo
Filmes como este devem ser absolutamente chatos para os consumidores clássicos de blockbusters de Hollywood, e eu realmente entendo isso um pouco.,0,subjetivo
"Normalmente eu não me importaria, mas realmente me irritou que Morgan Freeman foi dublado por uma pessoa completamente diferente do habitual - mas eu não quero levar a dublagem tcheca em consideração quando eu avaliar a qualidade do filme de qualquer maneira, então provavelmente é irrelevante.",0,subjetivo
"No final, o tédio começou mais ou menos na metade, mas os atores e especialmente a atmosfera geral eram bons e você poderia sobreviver.",0,subjective
"A série está se formando com outros filmes da Marvel e agora é um enredo completo integrado de tal forma que eventualmente os filmes e a série não podem existir um sem o outro.",0,subjective
E como comédia de terror não foi ruim.,0,subjetivo
"Eu não estava particularmente entediado, mas não gostei nada de Paul Kaye no papel principal.",0,subjective
Eu não pude deixar de me perguntar como pudemos ter perdido esse filme por tanto tempo antes de vê-lo pela primeira vez.,0,subjetivo
"Michael Caine, Demi Moore e Lambert Wilson conseguiram tornar minha noite de domingo agradável, todos eles eram críveis em seus papéis, engraçados, eu gostava de vê-los...",0,subjective
No entanto, difere do original na simplificação absoluta da história e no ponto.,0,subjetivo
"Quando analisamos este filme na primeira edição de Howard, a crítica de Obitus foi bastante interessante para mim, então quando descobri o filme na Cheap Books, imediatamente o peguei.",0,subjective
"O que aconteceu a seguir dificilmente pode ser descrito em palavras.",0,subjetivo
"Para mim, este filme de guerra americano-russo é uma tentativa fracassada de arrastar a Guerra Fria para a Segunda Guerra Mundial, e algumas cenas foram realmente absurdas para mim.",0,subjective
"Acho que se você for ao cinema ou apenas jogar em casa terá um grande papel neste filme.",0,subjective
"Mas o que eu não gosto no filme, se ele adota a forma de narração do livro.",0,subjetivo
"Uma prequela que, embora espremida na metade de Blood and Sand, devo dizer que gostei um pouco mais.",0,subjective
A inóspita paisagem pantanosa e sua natureza romântica sempre alimentaram nossa imaginação selvagem.,0,subjetivo
"Pelo contrário, gostei da filosofia do mundo ala Metropolis, onde uma classe desfruta da riqueza e a outra trabalha para os ricos em condições miseráveis.",0,subjective
"Grande história, ação, humor também não faltam.",0,subjetivo
"Erotismo demais, aqui também não é ruim, considerando o cenário, onde jogos sexuais, brigas de arena, lenocínios, trocas e intrigas faziam parte do pão de cada dia.",0,subjective
"Em termos de qualidade, classifico-o entre os quatro, que considero o melhor.",0,subjetivo
"hmm... a profundidade da foto foi mantida em segredo de mim, então três estrelas para o que eu entendi e para uma garotinha que pode ser uma grande atriz um dia... talvez.",0,subjective
"Papai faz você querer vencê-lo com um tijolo do primeiro ao último minuto, em parte porque está escrito de forma idiota, em parte porque é mal interpretado.",0,subjective
Uma jornada pessoal sensível ao mundo da confiança e da liberdade em uma apresentação um tanto não convencional.,0,subjetiva
"Ele também foi acusado de fraude muitas vezes durante sua carreira "heróica", embora suas atuações fossem completamente visíveis, o que demonstra com bastante fidelidade a subvalorização de algumas pessoas.",0,subjetivo
"E quando o espectador pega o jeito, no minuto 42, ele fez o corte mais difícil que eu já vi, apenas para mudar imediatamente para dramático, então a coisa toda desabou sobre ele como um castelo de cartas. .",0, subjetivo
"Modigliani tem direito a 60% comigo, e se eu tiver algo a dizer sobre isso, não o verei novamente.",0,subjective
"Os fãs de found footage, pseudo-documentários e filmes af(al)escos vão relatar eruditamente um sugestivo regresso a uma época em que o "styling" dos actores e dos equipamentos envolventes corresponde exactamente aos anos noventa.",0,subjective
"Eu destacaria três coisas que mais me chamaram a atenção no filme. 1º lugar. Som e trilha sonora. Prova da minha teoria de que o acompanhamento musical de filmes de terror não deve ser agradável, nem tem muito a ver com a música, e é bom saber disso aqui.",0, subjetivo
"Henry Fonda desempenhou o papel de Manny de forma excelente e, assim, deu a esse personagem uma verdadeira terceira dimensão e tangibilidade para o espectador, que pode se identificar com seu personagem de várias maneiras.",0,subjective
Um filme agradável para uma visualização e posterior esquecimento,0,subjetivo
"E não vai melhorar até que os pais incutam algum tipo de empatia em seus filhos mimados, a simples: ""não faça com os outros o que você não quer que façam com você"".",0, subjetivo
"A coisa toda é filmada com uma câmera de mão, com a qual não tenho nenhum problema, pelo contrário.",0,subjetivo
"É realmente como quando você quer colocar todos os ingredientes essenciais em um mega-filme e atrair todas as idades, mas de alguma forma isso sai do controle e você esquece o que queria dizer - então você apenas junta tudo e joga ao redor.",0,subjetivo
"Um pequeno filme realmente bonito, eu aprecio especialmente o fato de que o filme não tentou ser excessivamente tocante, como geralmente é o caso, mas foi, da maneira mais humana ... metade...",0,subjetivo
Eu classifico no hall da fama da animação ao lado dos gigantes da Pixar.,0,subjetivo
"Pode-se ver que ainda não pertence ao ferro velho :-D",0,subjetivo
Filme de ação ultrajante com Jackie Chan!,0,subjetivo
"Em alguns lugares há uma tentativa perceptível de assustar o enredo, mas neste caso de alguma forma não funciona muito bem.",0,subjective
É apenas minha opinião pura e eu a mantenho.,0,subjetivo
"Uma ficção científica muito promissora capaz de atrair você para a atmosfera misteriosa de uma cidade noturna desde o primeiro segundo, na qual um olho afiado pode detectar inspiração sutil de Metropolis, The Crow ou Blade Runner.",0,subjective
"A atriz canadense Katheryn Winnick tem um desempenho surpreendentemente decente e, graças a ela, este canapé facilmente esquecível atinge a média do gênero.",0,subjective
"O final dramático, que termina com uma reviravolta incomum, talvez surpreenda, talvez choque, mas essa é apenas a magia de uma história forte.",0,subjective
"Algumas cenas engraçadas, boas cenas de ação e um Nicholas Cage decente.",0,subjetivo
"O que causaria um escândalo 30 anos depois é um dado adquirido aqui.",0,subjetivo
"Eu gostaria, assim como todas as pessoas brilhantes, sábias e maravilhosas aqui no DATABASE, que a Televisão Tcheca finalmente começasse a transmitir seu próprio reality show extremamente divertido no ČT2 com cinco intelectuais em uma ilha paradisíaca.",0,subjective
"É bom assistir e é bom espiar por trás da cortina dos preparativos para o megashow... mas se não fosse por MJ e suas músicas imortais, é muito chato.",0,subjective
"Boa ideia, mas South Park é melhor...",0,subjetivo
Eu particularmente não gostava de Macháček na minha infância.,0,subjetivo
"Sem grandes problemas, suportável (abaixo) da média, que deve funcionar para um certo grupo de espectadores (garotas de quinze anos) como um mensageiro perfeito de piadas pseudo-intelectuais, sem as quais nenhuma adolescente adequada pode renascer em uma sã mulher.",0,subjetivo
"Se pelo menos repetissem uma história parecida com a primeira, mas aqui a história é muito ruim, e além disso, já vi algo parecido em outros lugares e fiz muito melhor.",0,subjective
"Uma estrela para as partes de dança (chatas) e outra para o humor não ser tão bom desta vez como estamos acostumados com Funès.",0,subjective
"O filme não é engraçado, nem interessante, nem instigante, nem empolgante.",0,subjective
Nem mesmo a visão de um monte de atores conhecidos e em outros casos até bons atores me impediu de classificá-lo como lixo.,0,subjetivo
Então aqui o filme está claramente rodando na escolha de um ator para o papel de um assassino desviante.,0,subjetivo
"O Artista certamente tem seu charme e uma bela história, mas ainda não consigo afastar a sensação de que se não sou um intelectual ou pelo menos não o jogo ao contrário da maioria dos usuários aqui, não posso dar mais de 3 estrelas!!",0,subjetivo
"Um big banger, uma mão de pedra, chifres afiados e muitas palavras brutais, garantem diversão o tempo todo.",0,subjective
"A história também é boa e bem ritmada, então eu nunca me senti entediado ou chato.",0,subjective
No final, os cães infernais são lindos de uma forma muito distorcida.,0,subjetivo
Na época do lançamento, o documento não me empolgou muito.,0,subjetivo
De qualquer forma, a direção não convencional de Tarkovsky definitivamente vale a pena mencionar.,0,subjetivo
"E isso nem salva a Kate Beckinsale, que está toda vestida de látex.",0,subjective
"Tomo as primeiras partes como uma sondagem interessante sobre indivíduos humanos que não têm medo de mostrar ao mundo, mesmo que não tenham tudo certo em suas cabeças!",0,subjective
"Além disso, tudo aqui está envolto em uma neblina da moda de tons ecológicos, porque de acordo com o personagem principal, o biólogo Ted Hocken, o ataque de pássaros é uma retribuição pelo ambiente destruído.",0,subjective
"Além disso, tudo isso é coroado por ""diálogos simples"".",0,subjetivo
"O elenco e as atuações eram bons, mas isso não salvou o filme.",0,subjective
"Mas isso não é suficiente, são 8 mm milhas de distância para as qualidades de Sete ou Silêncio dos Inocentes.",0,subjetivo
"PS: A música que toca no fundo na maior parte do filme também é boa para ouvir, e o filme me fez sentir mal no geral, mas para resumir, o filme definitivamente não me falhou, durante algumas cenas eu fiquei calafrios e em algum lugar eu pensei comigo mesmo quando algo vai acontecer..",0,subjective
"Muito parecido com o trabalho anterior, bagunça digital, luzes que fariam um epiléptico voar para a lua.",0,subjetivo
Schwarzenegger e Stallone nos papéis principais fazem um espetáculo interessante.,0,subjetivo
Algumas passagens são um pouco supercombinadas e sobrecarregadas, e em alguns lugares o enredo é um pouco apertado.,0,subjetivo
"Algum tipo de atmosfera provavelmente estaria lá no início, mas quando o colosso pseudo-bíblico começa a se mover, de repente começa a ser ridículo.",0,subjective
"Eu deveria apenas avaliar que tipo de filme é e acho que o que os criadores queriam criar eles criaram com bastante sucesso.",0,subjective
"Oliver Stone é um diretor capaz, e se ele convidar atores ainda mais competentes (Charlie Sheen foi realmente ótimo, Douglas era absolutamente famoso), então você não precisa se preocupar com o resultado.",0,subjective
"Adoro filmes pós-apocalípticos, mas aqui não me senti como um apocalipse.",0,subjective
"O vínculo entre os personagens principais é extraordinário, assim como suas experiências extraordinárias.",0,subjetivo
Uma série única de Star Trek combinando o enredo mais forte de Star Trek com provavelmente os enredos mais fracos (em geral).,0,subjetivo
Só pelo amor de Deus, não tente jogar como um conto de fadas para crianças.,0,subjetivo
"Passchendaele é outro da série de filmes (anti)guerra, mas está muito longe da representação épica de eventos históricos e ao contrário de Miracle at St.",0,subjetivo
Talvez apenas: EU QUERO UMA SEGUNDA TEMPORADA!!!,0,subjetivo
Ufa. Potencial inexplorado e eles tinham algo para trabalhar.,0,subjetivo
"Alguns deles me fizeram sentir como um camarim por causa de quão terríveis eles eram!",0,subjetivo
"Com os filmes de David Lynch, você nunca sabe se vai gostar deles ou não.",0,subjective
"A atriz Patty Duke é muito simpática e convincente no papel de Natalka.",0,subjetivo
"Bem, mesmo depois de anos ainda é ótimo :)",0,subjetivo
