Arquivo;Polaridade;OBJ/SUBJ;43;objetiva;FRASE
1_149561.txt;1;subjetiva;;;produto de excelente qualidade fácil manuseio
1_149843.txt;1;subjetiva;;;câmera bonita com tecnologia touch screen leve pequena até porém a imagem não sai muito boa quando tirada na claridade a lente dela tem que estar bem direcionada focada para não haver sombra e estragar a foto ela fica escura como se manchada nas laterais da imagem para quem quer uma câmera barata com uma boa bateria ela é ótima mas a imagem deixa a desejar de dia no escuro o flash cumpre com todos os requisitos
1_152180.txt;-1;subjetiva;;;negativa conector vga somente number
1_153631.txt;-1;subjetiva;;;péssimo produto nem a assistência técnica sabe resolver disseram que os problemas são do próprio aparelho
1_158870.txt;1;subjetiva;;;um ótimo produto a camera digital eu recomendo
1_160932.txt;1;subjetiva;;;gostei mas a loja poderia por mais opções de cores do produto
1_177362.txt;0;objetiva;;;levem também em consideração o atendimento ao consumidor na hora da sua escolha comprei um netbook philco em nova number dois meses depois ele apresentou mau contato no carregador levei a uma assistência técnica que o devolveu number dias depois com a placamãe trocada e com o mesmo defeito deixei novamente na assistência por mais number dias constatei em casa que a placa de vídeo não estava configurada e o wifi não funcionava mais a assistência devolveu com novos defeitos deixei novamente para conserto no dia number fevereiro entrei em contato com a philco protocolos number de number fevereiro e number de number fevereiro passados number 0d não recebi nenhum retorno da assistência ou da philco solicitei o reembolso do meu dinheiro em number março no dia number liguei para pedir uma posição e a philco disse que sua posição final era de que não devolverá meu dinheiro isso é ilegal e estou precisando acionar procon e justiça
1_193469.txt;-1;subjetiva;;;tenho minhas dúvidas quanto a marca do aparelho o som por exemplo é muito baixo
1_293032.txt;-1;subjetiva;;;em um ano number vezes na assistência técnica para trocar a placa mãe number vezes agora acabou a garantia os problemas continuam mas agora tenho que me virar para fazêlo funcionar é como um doente sendo remediado esperando a sua hora sobre minha experiência com essa marca só tenho a dizer que quero passar longe em compras futuras pois o problema só foi empurrado com a barriga até que o abacaxi acabasse de vez em minhas mãos não me senti respeitado como consumidor
1_301639.txt;1;subjetiva;;;melhorando a placa de video ficaria maravilhoso para trabalhos de desenho gráfico e cartográfico
1_308880.txt;1;subjetiva;;;bom produto
1_334784.txt;-1;subjetiva;;;no geral a tablet fica abaixo do esperado porque não tem bom hardware sofre com lentidão na resposta a câmera é ruim e bateria mediana o que se salva é a grande variedade dos aplicativos do sistema android e a liberdade em manipular arquivos do computador com a tablet
1_335685.txt;1;subjetiva;;;excelente produto para manter a pessoa conectada ao mundo da internet
1_338477.txt;1;subjetiva;;;é um ótimo aparelho para quem quer custo beneficio
1_338983.txt;-1;subjetiva;;;custo beneficio razoável tablets com mais recursos na mesma faixa de preço
1_355682.txt;1;subjetiva;;;apesar do alto valor configuração excelente
1_35681.txt;1;subjetiva;;;seu primeiro note está ai aprove it e o preço e passe o carnaval de maquina nova
1_38121.txt;-1;subjetiva;;;com exatamente number meses de uso o equipamento apresentou defeito e foi enviado para a autorizada a autorizada falou que a placa mãe deveria ser substituída e que demoraria de number a number dias para o envio da peça mais o tempo de troca da placa resultado preciso do computador para trabalhar e provavelmente vou ficar mais de number mês sem ele comprei ele no ponto frio por ar number number
1_64179.txt;1;subjetiva;;;é um produto de muita qualidade uma marca confiável a duração da bateria é ótima capaz de ficar até number dias com a mesma carga adorei esse aparelho recomendo
1_64761.txt;0;objetiva;;;após number dias de uso começou a travar ao ligar apresentando o logo da samsung tem que tirar a bateria e religar
1_69675.txt;1;subjetiva;;;perfeita em todos os quesitos ótima aquisição e consegui por um ótimo preço e com garantia na fast shop
1_71271.txt;1;subjetiva;;;assistir filmes full e ótima imagem para jogar video game então nem se fala
1_86741.txt;1;subjetiva;;;custo beneficio muito bom
2_10576.txt;1;subjetiva;;;pelo preço que está no mercado vale a pena comprar esta câmera satisfez todas as minhas expectativas e se compara com outras câmeras de number megapixels muito mais caras
2_20309.txt;-1;subjetiva;;;engodo completo para uma câmera com number megapixels as imagens são ruins as imagens têm uma definição bem inferior à minha câmera de number megapixels tem muitas funções mas de nada adiantam trocarei por outra
2_248260.txt;1;subjetiva;;;o produto é bom mas dói pagar o preço cobrado
2_328886.txt;-1;subjetiva;;;computador ultrapassado pesado e lento
2_342117.txt;1;subjetiva;;;comprei e estou esperando chegar gosto muito dos produtos samsung pois são muito confiáveis bonitos e com tecnologia de ponta há muito pensava em adquirir uma câmera nova mas ainda não havia encontrado uma que atendesse ao requisito de conectividade com internet televisão e smartphone possuo um galaxy siai então pesquisando no buscarei encontrei essa opção com preço muito interessante pelo que proporciona
2_363792.txt;0;objetiva;;;dirigida a usuários de nível avançado que pretendem assumir os controles da exposição a nikon p510 traz também sofisticada automação para os que preferem preocuparse apenas em clicar deixando todos os ajustes por conta da câmera recursos como estabilizador visor eletrônico com díptera modos de prioridades abertura e velocidade e foco manual são muito atraentes mas atenção marcam presença na maior parte das câmeras deste tipo
2_38621.txt;1;subjetiva;;;é um produto de muita qualidade e muito eficiente
2_46369.txt;-1;subjetiva;;;se ela não esticasse travando e apagando as fotos seria uma excelente camera
2_55322.txt;-1;subjetiva;;;comprei e me arrependi a imagem para canais a cabo instalada na entrada de antena é muito ruim aparecem pixel a imagem parada é boa modo filme mas em movimento é uma tortura assistir a configuração de imagem tipo modo filme fica por number minutos e retorna ao modo default quando desligo não grava as configurações arrependido pela aquisição amanha vou trocar
2_65213.txt;1;subjetiva;;;ótimo aparelho cumpriu o que prometeu ótimas imagens para filmes e programas e não deixa na mão quem quer jogar um joguinho de ultima geração
7_25647.txt;0;objetiva;;;decidi comprar pois tenho vizinhos que tem o mesmo produto não me informaram nada de negativo na camera
9_378470.txt;0;objetiva;;;jogando ou assistindo a vídeos a bateria consome muito rapidamente
27_10931.txt;0;objetiva;;;estou desde o inicio de abril tentando obter o programa e vários subterfúgios estão sendo usados para não liberar o programa o sac da gradiente vem desde number de abril de number me prometendo o programa para sincronização com o computador
5_27912.txt;0;objetiva;;;so falta escolher em qual loja vou comprar esse aparelho
3_371908.txt;0;objetiva;;;versatilidade por suportar number chips e ter garantia de number ano porém já está descascando com number mês de uso
0_213729.txt;0;objetiva;;;não posso dar opinião sobre o produto em si pois ainda não o recebi
1_357211.txt;0;objetiva;;;shoptime anuncia o televisor por number number e ao clicar em comprar o mesmo é oferecido por number number quando o cliente entra em contato com o sac dizem que é erro de digitação
6_315739.txt;0;objetiva;;;não temos opinião sobre o produto pois o mesmo não chegou
9_224271.txt;0;objetiva;;;recebi o aparelho de televisão apos a ligação funcionou number minutos aguardo a number dias que a loja venha buscar o aparelho para troca o que ainda não aconteceu
15_238241.txt;0;objetiva;;;não posso opinar
25_66750.txt;0;objetiva;;;comprei a televisão para usar no quarto e quando estiver fixada na parede ocupará um espaço muito pequeno
5_32654.txt;0;objetiva;;;quero produtos de qualidade com boa aparência e bem moderno
0_169149.txt;0;objetiva;;;se alguém tiver interesse estou vendendo o meu por number number completinho e ainda está na garantia quem tiver interesse é só falar comigo mande um email para mim meu email é o matheuscarogio username com
0_66435.txt;0;objetiva;;;não encontro para comprar o aparelho nem o clip para suporte
minus_1_65006.txt;0;objetiva;;;estou procurando um notebook para comprar até o momento estou apenas pesquisando os preços para futuramente comprar
minus_4_24429.txt;0;objetiva;;;não conheço o suficiente para dar um parecer
0_192683.txt;0;objetiva;;;comprei esse micro no inicio de abril na eletroshopping e veio com defeito o micro não ligou agora estou aguardando a confirmação de estorno mas por enquanto não me avisaram nada
0_124616.txt;0;objetiva;;;preciso de mais tempo
0_25698.txt;0;objetiva;;;quero saber do preço do celular lg gm210 todas as suas qualidades
0_241653.txt;0;objetiva;;;fiquei apenas number dias com o aparelho e devolvi
0_292586.txt;0;objetiva;;;fiquei sabendo de muitas pessoas que compraram esse aparelho que todos dessa linha dão defeito no alto falante
0_353388.txt;0;objetiva;;;não tenho o produto então não posso avaliar
0_406239.txt;0;objetiva;;;quebrou com menos de number meses de uso
0_428388.txt;0;objetiva;;;eu acho que esta havendo um equívoco no anúncio do site bondfaro vocês estão anunciando um produto com foto diferente do que esta nos site de compra acho melhor vocês verificarem e aguardo retorno do site bondfaro porque quero o anunciado do bondfaro igual o da foto
0_472686.txt;0;objetiva;;;não tem bluetooth nem vibração
0_478682.txt;0;objetiva;;;o celular com pouco tempo de uso já esta todo descascado
1_152486.txt;0;objetiva;;;o aparelho já apresentou defeito estou encaminhando essa semana para a assistência detectar a causa do problema
1_418360.txt;0;objetiva;;;apesar de ter android e teclado qwerty o produto tem memória ram e rom baixas trava com a instalação de aplicativos reinicia sozinho e em pouco tempo de uso o teclado apresenta problemas
1_430038.txt;0;objetiva;;;recebi este modelo através de um agourado com a lg e com menos de uma semana de uso a bateria já começou descarregar fora do normal eu passo number 2h somente com ele carregado
2_185789.txt;0;objetiva;;;segundo pesquisei antes adquirir é um recordista de reclamações por dar defeito e ter assistência técnica somente no rio
