,FINAL,FRASE,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,OBJ/SUBJ
455,0,notebook dell inspiron i14 number a20 intel core i5 8gb 1tb windows 2gb number preço suga ar number number url,,,,,,,,,,,,,objetiva
456,0,estou vendendo meu notebook antigo dell se alguém estiver interessado nas configurações number link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
457,-1,dell pelo amor de deus troca o meu notebook vai ser a terceira vez que eu preciso chamar a assistência técnica number 3js,,,,,,,,,,,,,subjetiva
458,0,gostei de um vídeo username de username url gta ver notebook dell inspiron,,,,,,,,,,,,,objetiva
459,0,quero um notebook de presente no meu aniversário da dell porque o meu net não está ajudando mais,,,,,,,,,,,,,objetiva
460,0,gostei de um vídeo username url … notebook dell inspiro number,,,,,,,,,,,,,objetiva
461,0,gostei de um vídeo do username url notebook dell xps number análise tecmundo,,,,,,,,,,,,,objetiva
462,-1,e esse notebook dell xps number que é tipo um macbook com windows hein,,,,,,,,,,,,,subjetiva
463,0,notebook dell xps number análise tecmundo url via username,,,,,,,,,,,,,objetiva
464,0,mãe talvez vai segunda comprar meu notebook da dell,,,,,,,,,,,,,objetiva
465,-1,notebook dell continua dando defeito url via username,,,,,,,,,,,,,subjetiva
466,-1,a dell me deu number ano de desenvolvedora grátis em cadê por ter comprado um notebook que não tem drive de cadê,,,,,,,,,,,,,subjetiva
467,0,alguém quer me dar um carregador de notebook dell de presente,,,,,,,,,,,,,objetiva
468,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
469,0,algum de vocês vocês conhecem não querem comprar um notebook dell d,,,,,,,,,,,,,objetiva
470,1,meu filho não morreu senhor amado foram number conto economizados nesse mês de julho obrigada dell por não fazer um notebook estão porcaria,,,,,,,,,,,,,subjetiva
471,0,dell inspiron number série number intel core i3 number 5u number ghz number megabyte number gigabytes a partir de ar number number url,,,,,,,,,,,,,objetiva
472,0,desfrute de um dia a dia mais prático com o notebook dell inspiron number number b20 link permanente da imagem incorporada number reterei number curtiu responder pretextar curtir number,,,,,,,,,,,,,objetiva
473,0,dell latitude e6410 number notebook url url,,,,,,,,,,,,,objetiva
474,0,comprei o computador é um notebook da dell mas so vai chegar amanhã number reterei number curtiu responder pretextar number curtir,,,,,,,,,,,,,objetiva
475,0,dell latitude e4200 number notebook …http emoticon great buy wheel és ale super reviews newoffers informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
476,0,notebooks dell tecnologia poderosa sempre com você url cupom de desconto rca number,,,,,,,,,,,,,objetiva
477,-2,meu notebook é tão recente que a dell não está achando a etiqueta de serviço,,,,,,,,,,,,,subjetiva
478,-1,username caso parecido com a dell e a frente do leitor de dvd do notebook queriam que enviasse pra lá pagando preço de um drive completo,,,,,,,,,,,,,subjetiva
479,0,notebook dell inspiron number abaixei o preço url,,,,,,,,,,,,,objetiva
480,1,ave maria preciso muita de um notebook username ajuda nós aí,,,,,,,,,,,,,subjetiva
481,0,original genuine doem dell number 5w slim power abc cable for vostro number uma notebook http emoticon good footing grand de del buy2day informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
482,1,agora que meu notebook pediu carga 6h na bateria dell sua linda,,,,,,,,,,,,,subjetiva
483,0,vale apena conferirnotebook dell inspiron number abaixei o preço url,,,,,,,,,,,,,objetiva
484,0,notebooks dell tecnologia poderosa sempre com você url cupom de desconto rca number,,,,,,,,,,,,,objetiva
485,0,cardadores malos para notebook acer asus dell hp la en ovo sony samsung toshiba para bell mac link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
486,0,dell latitude e5500 number notebook no os intel core2duo number 6ghz 2gb number l45 …http emoticon sum parte urus extravagante it em buy2day informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
487,-2,fui comprar uma mochila de notebook a menina me mostrou uma da dell perguntei se não daria incompatibilidade com o hp e ela não soube,,,,,,,,,,,,,subjetiva
488,-1,notebook da dell é fuleira,,,,,,,,,,,,,subjetiva
489,0,notebook dell i7 8gb 1tb 2gb dedicada w8 prateado url,,,,,,,,,,,,,objetiva
490,-1,defeito lcd notebook dell inspiron number 4r number mid number defectível dell notebook jul2015 url via username,,,,,,,,,,,,,subjetiva
491,-1,number anos após ter comprado o notebook eu encontrei a entrada pra cartão de memória culpa da dell,,,,,,,,,,,,,subjetiva
492,-1,não sei se é a username ou se é o username number mas meu notebook atualizou e simplesmente não liga,,,,,,,,,,,,,subjetiva
493,0,vocês manjam algum lugar pra comprar notebook aqui que não seja a dell,,,,,,,,,,,,,objetiva
494,1,username eu tenho um dell que está funcionando há number anos ainda está firme e forte mas virou notebook secundário,,,,,,,,,,,,,subjetiva
495,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
496,0,username vem então url,,,,,,,,,,,,,objetiva
497,0,enfim preciso de um notebook bom podendo me recomendar as marcas agradeço se bem que tendo a dell e se for macbook bom,,,,,,,,,,,,,objetiva
498,1,username meu primeiro computador na verdade é um notebook dell inspiron com intel core i5 hashtag hashtag,,,,,,,,,,,,,subjetiva
499,0,preciso do cabo flat do notebook number da dell tipo urgente e não acho onde comprar,,,,,,,,,,,,,objetiva
500,0,notebooks dell tecnologia poderosa sempre com você url cupom de desconto rca number,,,,,,,,,,,,,objetiva
501,0,alguém quer comprar um notebook number pila i5 6gb de ram number 0gb de hd tela full hd marca dell tratar inox,,,,,,,,,,,,,objetiva
502,0,hashtag hashtag mochila dell urban number number number à prova de ’ água e para notebook até number ” url … ar number number,,,,,,,,,,,,,objetiva
503,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
504,0,username eu tenho um number number 0p outro number number 0p e a tela do notebook de number number 8p porém querendo pegar o dell number 4k,,,,,,,,,,,,,objetiva
505,0,username é possível migrar uma licença home student comprada junto com um notebook dell para uma licença plena do office,,,,,,,,,,,,,objetiva
506,0,hashtag dell inspiron i14 – number – a30 com intel core i7 8gb 2gb de memória dedicada url … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
507,0,hashtag ultrafino dell vostro v14t – number – a50 com intel core i7 8gb 2gb memória cedi url … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
508,0,alguém ai tem notebook da dell ai,,,,,,,,,,,,,objetiva
509,0,o notebook dell inspiron number a10 possui um design inovador além da ótima capacidade de armazenar seus arquivos url,,,,,,,,,,,,,objetiva
510,0,novo notebook da dell deixa a desejar url …,,,,,,,,,,,,,objetiva
511,0,elado dell notebook url …,,,,,,,,,,,,,objetiva
512,0,veja em nosso vídeo como limpar o seu notebook dell url,,,,,,,,,,,,,objetiva
513,-1,adivinhem meu notebook deu pau no windows e agora vou ter que esperar a dell me enviar um cadê do windows ate sexta,,,,,,,,,,,,,subjetiva
514,-1,o notebook que eu acho super lindo da dell veio para o brasil mas sem placa de vídeo e com configurações toscas,,,,,,,,,,,,,subjetiva
515,0,username oi queria saber se eu posso ter o suporte técnico da dell mesmo se a garantia do meu notebook já expirou,,,,,,,,,,,,,objetiva
516,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
517,0,dicas de compra linha de notebook dell de number terceira geração com preço especial na fnac url …,,,,,,,,,,,,,objetiva
518,0,na compra do notebook dell i14 number a10 ar number number você leva a mochila dell urban number válido até number saiba mais url,,,,,,,,,,,,,objetiva
519,0,username olá gentiliza opa vem url,,,,,,,,,,,,,objetiva
520,0,username pingou conseguimos algum descontinho nesta sininho url,,,,,,,,,,,,,objetiva
521,1,username username bom ponto mas já tive problema com notebook então quero uma marca confiável e das atuais só gosto da dell,,,,,,,,,,,,,subjetiva
522,0,username username depende do quanto quer gastar por até number tem notebook da dell melhor que pus do mesmo preço inclusive comprarei quando tiver,,,,,,,,,,,,,objetiva
523,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
524,0,walmart – promoção number off no notebook dell inspiron i14 number a30 com intel core i7 8gb 2gb de memória dedicada … url …,,,,,,,,,,,,,objetiva
525,1,comprei meu notebook da username pelo site da username deve chegar semana que vem comprei dell por confiança na marca,,,,,,,,,,,,,subjetiva
526,0,notebook dell inspiro i5 em até number 0x de ar number number url clique aqui e confira url,,,,,,,,,,,,,objetiva
527,-1,sem notebook de novo parece brincadeira de mau gosto hashtag,,,,,,,,,,,,,subjetiva
528,0,username preciso saber a diferença entre os notebook dell inspiron number a40 é number b40 parecem iguais com preços diferentes o que muda,,,,,,,,,,,,,objetiva
529,0,dia de restaurar relações,,,,,,,,,,,,,objetiva
530,0,para amigos condições especiais url,,,,,,,,,,,,,objetiva
531,0,gostei de um vídeo username de username url review notebook dell inspiron number number séries,,,,,,,,,,,,,objetiva
532,0,características do notebook dell vostro v13 url,,,,,,,,,,,,,objetiva
533,0,notebooks dell tecnologia poderosa sempre com você url cupom de desconto rca number,,,,,,,,,,,,,objetiva
534,1,como uma ferrari ultrabook dell xps number tem potência e preço alto o dell xps number não é um notebook para quem que url,,,,,,,,,,,,,subjetiva
535,0,username qual melhor preço você pode fazer url,,,,,,,,,,,,,objetiva
536,0,coisa que nunca fiz mas quero muito fazer tirar meia hora pra limpar o notebook hashtag hashtag hashtag hashtag hashtag hashtag,,,,,,,,,,,,,objetiva
537,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
538,0,username opa consegui baixar um pouco url,,,,,,,,,,,,,objetiva
539,0,username fagner gentiliza esse note é muito bom aqui está url,,,,,,,,,,,,,objetiva
540,0,dell latitude e6520 number notebook http emoticon opus en te gorgeous charter buy2day informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
541,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
542,0,gente qual dessas marcas é melhor pra notebook hp ou dell ou nenhuma das duas,,,,,,,,,,,,,objetiva
543,0,vendo notebook da dell number ano de pouco uso interessados chamar in box,,,,,,,,,,,,,objetiva
544,0,com o notebook dell inspiron i13 number b20 você tem um portátil number em number extremamente versátil para o dia a dia link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
545,0,vendo notebook estou vendendo um notebook da dell number ano de pouco uso mouse óptico com nota editor de vídeo e url,,,,,,,,,,,,,objetiva
546,0,hashtag notebook acer extensa number bateria de alta capacidade compatível com dell inspira url … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
547,0,hashtag notebook gatear md26 bateria para dell vostro number number vostro number number vou url … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
548,0,username eu tenho outro notebook dell mas não é o mesmo modelo tem jeito,,,,,,,,,,,,,objetiva
549,0,username da pra tirar o para do teclado dos notebook dell pra limpar,,,,,,,,,,,,,objetiva
550,-1,quem disse pra dell que isso que eles fazem é um notebook parece mais uma manteiga vive travando essa porra,,,,,,,,,,,,,subjetiva
551,0,notebooks dell tecnologia poderosa sempre com você url cupom de desconto rca number,,,,,,,,,,,,,objetiva
552,0,cardadores malos para notebook acer asus dell hp la en ovo sony samsung toshiba para bell mac link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
553,0,pessoas feicebuquianas,,,,,,,,,,,,,objetiva
554,-1,dá uma olhada nessa reclamação contra dell computadores do brasil no username url …,,,,,,,,,,,,,subjetiva
555,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
556,0,compre um notebook dell e leve um game para computador consulte modelos e jogos participantes em uma de nossas lojas promoção por tempo limitado,,,,,,,,,,,,,objetiva
557,-1,sonho notebook da dell realidade computador quebrado,,,,,,,,,,,,,subjetiva
558,0,notebook dell inspiron number intel core i5 4gb hd 1tb em colombo vendo ar number tratar com mafra url …,,,,,,,,,,,,,objetiva
559,0,url … meu sonho de consumo atualmente,,,,,,,,,,,,,objetiva
560,-1,estou há number minutos conversando por telefone com o técnico da dell procurando uma solução para o meu finado notebook,,,,,,,,,,,,,subjetiva
561,0,notebooks dell tecnologia poderosa sempre com você url cupom de desconto rca number,,,,,,,,,,,,,objetiva
562,-1,reclame aqui dell computadores do brasil garantia de notebook já e a quarta vez meu deus url,,,,,,,,,,,,,subjetiva
563,-1,tenho um notebook de última geração porém não tem entrada pra cadê essa dell pensa que sou rica pra ficar comprando programas caríssimos,,,,,,,,,,,,,subjetiva
564,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
565,0,coisa chata essa parada de trabalhar e não conseguir comprar um notebook da dell i7core emoticon,,,,,,,,,,,,,objetiva
566,0,dell inspiron number notebook para en tibum quad core n3540 2gb number 0gb dos number 0ibu rs number url,,,,,,,,,,,,,objetiva
567,0,notebook dell inspiron de ar number number por ar number number em até number 0x de ar number number sem juros no cartão de crédito ou url,,,,,,,,,,,,,objetiva
568,0,amigos tive que comprar outro notebook coitadinho do antigo teve uma morte horrível com vários cis em curto rip dell inspiron,,,,,,,,,,,,,objetiva
569,0,melhores marcas de notebook sem ser dell e asus alguém ajuda,,,,,,,,,,,,,objetiva
570,-1,que saudades do meu notebook da hp esse dell é uma bosta que saco,,,,,,,,,,,,,subjetiva
571,0,roubar um notebook dell de number mil conto e um carregador motorola que fase hein ladrãozinho,,,,,,,,,,,,,objetiva
572,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
573,0,hashtag to hashtag dell inspiron number notebook user manual tb006500570012 username,,,,,,,,,,,,,objetiva
574,0,notebook dell inspiron i14 number a10 preço ar number pouquíssimo uso está em excelente estado na caixa url,,,,,,,,,,,,,objetiva
575,0,notebook dell inspiro number 8gb de memória e number 0gb de hd url …,,,,,,,,,,,,,objetiva
576,0,comprei um notebook novo eu tinha um da hp e comprei agora um da dell,,,,,,,,,,,,,objetiva
577,-1,username eita mano notebook da dell é foda velho kkk você é um felizardo hahhaha joga na megasena logo kkk,,,,,,,,,,,,,subjetiva
578,0,hashtag hashtag latitude computer hashtag number core number duo 3gb ram hashtag hashtag hashtag hashtag hashtag number hashtag url,,,,,,,,,,,,,objetiva
579,-1,maior arrependimento da minha vida foi ter dado number mil reais no notebook da dell jesus tira essa raiva de mim,,,,,,,,,,,,,subjetiva
580,-1,esse notebook da dell é uma verdadeira merda,,,,,,,,,,,,,subjetiva
581,0,me ajudem alguém sabe o modelo do notebook dell que atrás acende a logo na tampa quem souber vai me ajudar muito,,,,,,,,,,,,,objetiva
582,0,quero esse notebook com touch da dell ainda vem com uma stylus,,,,,,,,,,,,,objetiva
583,-1,entro no site da dell com a intenção de comprar o notebook mais barato aí eles fazem a comparação com os mais caros,,,,,,,,,,,,,subjetiva
584,0,dell latitude e6400 notebook url …,,,,,,,,,,,,,objetiva
585,0,notebooks dell tecnologia poderosa sempre com você url cupom de desconto rca number,,,,,,,,,,,,,objetiva
586,0,username meu notebook está com a tela piscando entrei em contato com a dell e vão me enviar um orçamento,,,,,,,,,,,,,objetiva
587,1,meu notebook está todo fodido tenho é que começar a trabalhar logo pra comprar outro e um outro celular também quero outro dell,,,,,,,,,,,,,subjetiva
588,-1,notebook dell um monstro de performance um bosta pra sinal wifi,,,,,,,,,,,,,subjetiva
589,0,dell latitude e5500 number notebook core2duo number 6ghz 1gb no hd booms to bios …http emoticon buy it now unbelievable offer buy2day informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
590,-1,depois de number minutos com o suporte telefônico da dell terei que enviar o notebook para a assistência,,,,,,,,,,,,,subjetiva
591,0,username isso rolou com meu notebook da dell era poeira nos difusores de saída de ar quente desmontei limpar e resolveu,,,,,,,,,,,,,objetiva
592,0,username oi dell vocês não tem mais notebook com drive de bluray,,,,,,,,,,,,,objetiva
593,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
594,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
595,1,notebook da dell é muito bom,,,,,,,,,,,,,subjetiva
596,1,a propósito vi um notebook lindo hoje da dell era kamikaze do jeito que eu gosto asoidhjasiofd,,,,,,,,,,,,,subjetiva
597,0,achei url,,,,,,,,,,,,,objetiva
598,0,notebooks dell tecnologia poderosa sempre com você url cupom de desconto rca number,,,,,,,,,,,,,objetiva
599,0,dell latitude e6500 number notebook …http emoticon bom és te very impar és eive it emas buy2day informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
600,0,ohm aidar vende pra mim,,,,,,,,,,,,,objetiva
601,-1,meu notebook não está ligando username,,,,,,,,,,,,,subjetiva
602,0,de acordo com a analise realizada por nosso consultor este computador é o que melhor irá se adequar as suas url,,,,,,,,,,,,,objetiva
603,0,notebooks dell tecnologia poderosa sempre com você url cupom de desconto rca number,,,,,,,,,,,,,objetiva
604,-1,dá uma olhada nessa reclamação contra username computadores do brasil no username url …,,,,,,,,,,,,,subjetiva
605,1,obrigado michael da dell pela atenção migo mas meu notebook voltou a estar bem,,,,,,,,,,,,,subjetiva
606,0,para que escolher entre tablet e notebook se você pode ter o melhor dos dois com o latitude number number em number série number o…http emoticon de la to 1r23 sqs,,,,,,,,,,,,,objetiva
607,0,username ola tenho um notebook dell e queria desabilitar a função backup recovery porque o sistema trava ou fica lento obrigado,,,,,,,,,,,,,objetiva
608,1,username samsung sony e dell são as melhores pra notebook,,,,,,,,,,,,,subjetiva
609,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
610,0,username pô dell na onde que ver meus pedidos no site de vocês estou tentando comprar esse notebook url … e não consigo,,,,,,,,,,,,,objetiva
611,0,to querendo um notebook novo eu to vendo um dell e um da apple mas eu tenho sérios problemas com teclado pequeno,,,,,,,,,,,,,objetiva
612,0,boa tarde tem notebook dell com i3 4gb de memória e hd de number 0gb vai ficar de fora dessa confere só url,,,,,,,,,,,,,objetiva
613,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
614,1,finalmente meu notebook novo chegou agora eu estou com a username,,,,,,,,,,,,,subjetiva
615,0,notebook da dell precision tem alta performance em edição de vídeo url,,,,,,,,,,,,,objetiva
616,0,username eu tenho notebook e ps4 mas comprei o note pensando em jogar claro é da dell e tem uma placa de vídeo dedicada de 2gb,,,,,,,,,,,,,objetiva
617,1,notebook atinha http emoticon kiwi walmart com brasileiro produto informática notebooks acer number … — o segundo dell é vida emoticon url,,,,,,,,,,,,,subjetiva
618,-1,torcendo pra dell agiliza logo minha situação pra eu não precisar ir no procon tanto problema só porque eu quis comprar um notebook bom,,,,,,,,,,,,,subjetiva
619,-1,por isso não gosto desse notebook dell vive pedindo atualização e demora um ano pra ligar depois,,,,,,,,,,,,,subjetiva
620,0,hashtag com esse super notebook com qualidade dell confira url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
621,0,conheça o notebook dell number em number tablet notebook aproveite o desconto e garanta o seu aqui url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
622,0,hashtag com esse super notebook com qualidade dell confira url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
623,0,vamos começar a semana com a qualidade dell conheça o notebook dell number em number e garanta o seu url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
624,-1,estou há quatro meses com o notebook da dell e os graves do som já estão fodidos,,,,,,,,,,,,,subjetiva
625,0,retirando hd notebook dell para realização de backup total em cliente amigo em varginha amigo,,,,,,,,,,,,,objetiva
626,0,username sonho de consumo um notebook da dell hashtag baú má moral ai,,,,,,,,,,,,,objetiva
627,0,qual a melhor marca de notebook gente asus ou dell não vem com apple pro meu lado não que não tenho dinheiro,,,,,,,,,,,,,objetiva
628,-1,vou mandar esse notebook de volta pra dell com uma bomba atômica dentro porque é uma porcaria mesmo,,,,,,,,,,,,,subjetiva
629,0,extra – imperdível oferta number off no notebook dell inspiron i14 number a30 com intel core i5 number 0u 4gb 1tb … url …,,,,,,,,,,,,,objetiva
630,-1,meu notebook dell tem um diacho de um programa em segundo plano de recovery que não tem nenhuma opção de desativar,,,,,,,,,,,,,subjetiva
631,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
632,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
633,0,planejando trocar seu notebook na papel e cia compre um dell que vale por dois confira no piso l2 – sul emoticon link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
634,-1,vai tomar no cu só passo raiva com essa merda de notebook jamais comprem produtos dell é uma bosta,,,,,,,,,,,,,subjetiva
635,0,hoje é comemorado o dia nacional do progresso então que tal aproveitar a data e dar um upgrade no seu notebook url,,,,,,,,,,,,,objetiva
636,0,aproveite,,,,,,,,,,,,,objetiva
637,0,username boa tarde tem desconto para notebook dell inspiron i14 preciso muito comprar um me ajuda ai,,,,,,,,,,,,,objetiva
638,0,dell latitude e6500 number notebook …http emoticon special online de alas impar és eive charter newoffers informação buy number quer number … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
639,0,o dell xps number é um notebook charmoso voltado para a produtividade url … via username link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
640,0,vendo notebook dell super conservado só venda mesmo ar number number a vista ou number number em até number vezes com juros url,,,,,,,,,,,,,objetiva
641,-1,username ar number number pra trocar só a tela de um notebook que custou ar number vocês tão de brincadeira,,,,,,,,,,,,,subjetiva
642,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
643,0,username url … ele tava por number e poucos a vista no carrinho já quando fui comprar aconteceu isso,,,,,,,,,,,,,objetiva
644,0,username olá portarei opa vem url emoticon,,,,,,,,,,,,,objetiva
645,0,username olá portarei que tal url emoticon,,,,,,,,,,,,,objetiva
646,-1,username eu to jogando num notebook dell number podridão edition,,,,,,,,,,,,,subjetiva
647,0,username preciso de um notebook da dell inspiron number rola aquele desconto,,,,,,,,,,,,,objetiva
648,0,username me ajuda agora preciso comprar um notebook da dell inspiron number e como sempre tenho pouca grana estou decidindo por preço,,,,,,,,,,,,,objetiva
649,0,aceitando um notebook novo da dell ou um ps4 de presente valeu falou,,,,,,,,,,,,,objetiva
650,0,análise notebook dell inspiron number série number vi de o url … via username,,,,,,,,,,,,,objetiva
651,0,notebook dell intel core number duos computadores e acessórios lituana são gonçalo candidatese url,,,,,,,,,,,,,objetiva
652,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
653,0,gente a dell finalmente entregou meu notebook a partir de amanhã começo a atualizar o fá estou muito feliz,,,,,,,,,,,,,objetiva
654,0,gente mandei uns tweets pra dell kkk pra eles me darem um notebook novo porque não sei de onde tirarei dinheiro pra comprar um novo,,,,,,,,,,,,,objetiva
655,0,username então venho por meio deste tweet pedir um notebook novo pois me sinto no direito de pedir pois sempre índico dell para todos,,,,,,,,,,,,,objetiva
656,0,username por favor sou estudante de arquitetura e necessito de um notebook novo pois o meu dell já tem mais de number anos,,,,,,,,,,,,,objetiva
657,0,hashtag análise notebook dell inspiron number série number vi de o url,,,,,,,,,,,,,objetiva
658,0,análise notebook dell inspiron number série number vi de o modelo com tela sensível ao toque se destaca pela versa url,,,,,,,,,,,,,objetiva
659,0,hashtag análise notebook dell inspiron number série number vi de o modelo com tela sensível ao toque se destaca para url,,,,,,,,,,,,,objetiva
660,0,análise notebook dell inspiron number série number vi de o url,,,,,,,,,,,,,objetiva
661,0,análise notebook dell inspiron number série number vi de o modelo com tela sensível ao toque se destaca pela versa url,,,,,,,,,,,,,objetiva
662,0,url … análise notebook dell inspiron number série number vi de o link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
663,0,ultimas horas para você conseguir um notebook dell com um ótimo desconto confira url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
664,0,é ó último dia de produtos dell com descontos de até number number à vista então corre não perca essa oportunidade url,,,,,,,,,,,,,objetiva
665,0,to no chat da dell to vendo que meu notebook está com o pé na cova,,,,,,,,,,,,,objetiva
666,0,tanta série que estou na duvida qual era a serie que o notebook era da dell,,,,,,,,,,,,,objetiva
667,-1,eu comprei um notebook da username e mano oficialmente pior bosta que eu já comprei na vida,,,,,,,,,,,,,subjetiva
668,0,notebook dell série number inspiron 8gb 1tb windows number placa de vídeo 2gb em até number 0x de ar number number ou ar number number à ver url …,,,,,,,,,,,,,objetiva
669,0,to vendendo meu notebook dell ele queimou a placa todas as peças estão em perfeito estado está bom beijo,,,,,,,,,,,,,objetiva
670,0,super descontos em notebook dell aproveite compre hoje o seu url,,,,,,,,,,,,,objetiva
671,-1,aí não sei se fodo com a dell ou se com o pessoal que concertou meu notebook socorro,,,,,,,,,,,,,subjetiva
672,-1,meu notebook da dell chegou a uma semana aqui em casa not novo vindo da loja e já está dando defeito oh marca bosta essa dell,,,,,,,,,,,,,subjetiva
673,0,acelere porque é só hoje e amanhã esse desbravamento de number por number areai url … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
674,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
675,0,notebook dell core i5 4gb 1tb com um superdecote você só encontra no meu clube url,,,,,,,,,,,,,objetiva
676,0,dell anuncia um mega notebook com ubuntu préinstalado url …,,,,,,,,,,,,,objetiva
677,0,notebook dell intel core number duos computadores e acessórios lituana são gonçalo candidatese url,,,,,,,,,,,,,objetiva
678,0,tela number notebook dell inspiron number apenas ar number number a vista no boleto confira url link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
679,0,magazine luiza tem hashtag hashtag em oferta por number horas especiais url …,,,,,,,,,,,,,objetiva
680,0,especialistas em notebook dell hp sony vaio acer referencia nacional especialista em notebook url,,,,,,,,,,,,,objetiva
681,0,performance de notebook mobilidade de tablet url cupom de desconto rca number,,,,,,,,,,,,,objetiva
682,0,nas number 8hs especiais dell tem até number de desconto aproveita então essa oferta é só hoje e amanhã corre url,,,,,,,,,,,,,objetiva
683,0,minha amiga quer trocar o notebook dela de la pela minha câmera semi professsora da canon faço isso ou não,,,,,,,,,,,,,objetiva
684,0,problemas com a tela lcd de seu notebook confira nossas dicas url,,,,,,,,,,,,,objetiva
685,0,fino leve e pronto para impressionar carregue pouco peso e divirtase com um notebook ultraportátil que oferece url number reterei number curtiu responder pretextar curtir number,,,,,,,,,,,,,objetiva
686,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
687,0,number ar number number number notebook dell série number inspiron number i14 hashtag americanas url … link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
688,0,la com hashtag hashtag dell inspiron number number number hd notebook 8gb ram 1tb ada silver hashtag hashtag url,,,,,,,,,,,,,objetiva
689,1,desliguei o outro notebook só pra usar o dell e nossa que silencio huahuahuahua,,,,,,,,,,,,,subjetiva
690,0,cardadores malos para notebook acer asus dell hp la en ovo sony samsung toshiba para bell mac link permanente da imagem incorporada,,,,,,,,,,,,,objetiva
691,0,username agora só falta você venha notebook novo que eu quero te usar,,,,,,,,,,,,,objetiva
692,0,aprenda como evitar superaquecimento em seu notebook dell url url ver conteúdo multimídia,,,,,,,,,,,,,objetiva
693,0,aprenda como evitar superaquecimento em seu notebook dell url ver conteúdo multimídia number curtidas number curtiram responder pretextar number curtir number,,,,,,,,,,,,,objetiva
694,-1,quero trocar meu notebook não gostei desse da dell quero um hp de novo,,,,,,,,,,,,,subjetiva
695,0,gostei de um vídeo username url … do notebook dell analisando a placa com defeito não liga,,,,,,,,,,,,,objetiva
696,0,preciso comprar um notebook urgente lá vai a grana toda embora alguém sabe de um lugar mais barato quero o dell inspiron number,,,,,,,,,,,,,objetiva
697,0,hashtag to hashtag dell inspiron number notebook user manual tb006500570008 username,,,,,,,,,,,,,objetiva
698,0,ofertas em notebooks dell url cupom de desconto rca number,,,,,,,,,,,,,objetiva
